Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
22.0,New Orleans,James  Phillips,"New Orleans, LA",LA,3/1/1856,0.00602698,M,Dan,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Adolphe  Boulanger,"New Orleans, LA",LA,Negro
11.0,New Orleans,Mary Ann Williams,"New Orleans, LA",LA,3/28/1856,0.00602698,M,William Harrison,1,0,1,Cash,0.07477,11.0,1,New Orleans,William B. Phillips,"New Orleans, LA",LA,Negro
29.0,New Orleans,Francis Masich,"New Orleans, LA",LA,3/28/1856,0.005790818,F,Marthe,1,1,2,Cash and Credit,0.07174632,1300.0,1,New Orleans,Antoine Cuille,"New Orleans, LA",LA,Mulatto
20.0,St. Charles,Similien Lebranche,"St. Charles, LA",LA,3/28/1856,0.00602698,F,Dianah,1,0,1,Cash,0.07477,1300.0,1,Richmond,Jeremiah Smith,"Richmond, VA",VA,Negro
32.0,Ascension,John  Chastant,"Ascension, LA",LA,3/24/1856,0.00602698,M,Loquie,1,0,1,Cash,0.07477,1600.0,1,Assumption,Leonel le Blanc,"Assumption, LA",LA,Negro
30.0,New Orleans,Marie Jeanne Amande Guique,"New Orleans, LA",LA,11/12/1853,0.00602698,F,Marthe,1,0,1,Cash,0.07477,1040.0,1,New Orleans,Louise Caffin,"New Orleans, LA",LA,Negro
45.0,New Orleans,Orestine Dordal,"New Orleans, LA",LA,3/19/1856,0.00587886,M,Thom,1,0,1,Cash and Credit,0.07287264,500.0,1,New Orleans,"Pierre ""La fleur"" Mallard","New Orleans, LA",LA,Negro
33.0,New Orleans,Elizabeth Jones,"New Orleans, LA",LA,4/1/1856,0.00602698,F,Hannah,1,1,2,Cash,0.07477,800.0,1,Iberville,Mary Ann Bennett,"Iberville, LA",LA,Negro
50.0,Ouachita,Charles W. Phillips,"Ouachita, LA",LA,3/28/1856,0.00602698,F,Patsey,6,0,6,Cash,0.07477,300.0,6,Chester,Alexander Q.  Dunovant,"Chester, SC",SC,Negro
23.0,Assumption,Henry Landry,"Assumption, LA",LA,4/3/1856,0.00602698,F,Caroline Chapman,3,0,3,"Exchange, Cash",0.07477,1200.0,3,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
23.0,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,4/3/1856,0.00602698,M,Dick,2,0,2,"Exchange, Cash",0.07477,1500.0,2,Assumption,Henry Landry,"Assumption, LA",LA,Negro
21.0,New Orleans,George W. Siger,"New Orleans, LA",LA,4/4/1856,0.00602698,M,John,1,0,1,Cash,0.07477,1100.0,1,Harrison,Montreville J. Hale,"Harrison, TX",TX,Mulatto
17.0,New Orleans,James Winchester Breedlove,"New Orleans, LA",LA,3/28/1856,0.00602698,F,Coney/ Sally,1,0,1,Cash,0.07477,910.0,1,Baltimore,Catherine J. Hoffman,"Baltimore, MD",MD,Negro
16.0,Natchitoches,Terrence Chaler,"Natchitoches, LA",LA,4/4/1856,0.00602698,F,India,1,0,1,Cash,0.07477,1150.0,1,Richmond,Jeremiah Smith,"Richmond, VA",VA,Griff
12.0,New Orleans,Irene Gomez,"New Orleans, LA",LA,4/4/1856,0.006202525,F,Charlotte,1,0,1,Credit,0.07702264,600.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Griff
40.0,New Orleans,Ursin Dellande,"New Orleans, LA",LA,4/4/1856,0.00602698,F,Phiby,1,0,1,Cash,0.07477,300.0,1,Unknown,Louise Willemina le Blanc,"Unknown, MS",MS,Negro
51.0,New Orleans,"Eugene, Pierre Villarceaux Macarty Jr., Macarty","New Orleans, LA",LA,3/31/1856,0.00587886,M,Louis,2,1,3,Cash and Credit,0.07287264,250.0,2,Unknown,Heirs of Theodule Macarty Unknown,"Unknown, Unknown",Unknown,Negro
19.0,Lafourche,Evariste Lepene,"Lafourche, LA",LA,4/5/1856,0.00602698,M,Charles Henry Poindexter,1,0,1,"Exchange, Cash",0.07477,1400.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
16.0,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,4/5/1856,0.00602698,M,John,1,0,1,"Exchange, Cash",0.07477,1300.0,1,Lafourche,Evariste Lepene,"Lafourche, LA",LA,Negro
38.0,New Orleans,Poupone Colin,"New Orleans, LA",LA,4/5/1856,0.00602698,F,Adele,1,3,4,Cash,0.07477,1100.0,1,New Orleans,"Barthelemy, Rose Saison Amand","New Orleans, LA",LA,Negro
55.0,New Orleans,Auguste Frederick Weber,"New Orleans, LA",LA,3/29/1856,0.00587886,F,Rachael,2,0,2,Cash and Credit,0.07287264,95.0,2,Unknown,Heirs of Theodule Macarty Unknown,"Unknown, Unknown",Unknown,Negro
19.0,Jefferson,Emanuel Lamiche le Breton Deschapelles,"Jefferson, LA",LA,4/2/1856,0.00602698,F,Frances Sophronia,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Alexander Hagan,"New Orleans, LA",LA,Mulatto
14.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,3/21/1856,0.00602698,F,Marie/ Marguerite,1,0,1,Cash,0.07477,800.0,1,New Orleans,Mary Elizabeth  Hale,"New Orleans, LA",LA,Dark Griff
38.0,Unknown,William Bogs Cook,"Unknown, Unknown",Unknown,3/20/1856,0.00602698,M,Rubin,2,0,2,Cash and Credit,0.07477,900.0,1,New Orleans,Joseph Moorehouse,"New Orleans, LA",LA,Negro
35.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Elsey,1,1,2,Cash,0.07477,1000.0,1,East Baton Rouge,"Ann L., Mary E. A. Kirkland","East Baton Rouge, LA",LA,Negro
27.0,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,4/5/1856,0.006202525,M,Anthony,1,0,1,Credit,0.07702264,1631.75,1,Clarksville,Henry Rhine,"Clarksville, TX",TX,Negro
14.0,New Orleans,Sophia Anastasia Neale,"New Orleans, LA",LA,4/8/1856,0.00602698,M,Lemuel,1,0,1,Cash,0.07477,800.0,1,East Baton Rouge,Mary E. A. Kirkland,"East Baton Rouge, LA",LA,Negro
14.0,New Orleans,Joseph Amat,"New Orleans, LA",LA,4/8/1856,0.00602698,M,Henry Everfield,1,0,1,Donation,0.07477,750.0,1,New Orleans,Jean Amat,"New Orleans, LA",LA,Negro
27.0,New Orleans,John H. Carter,"New Orleans, LA",LA,3/29/1856,0.00587886,M,Jim,1,0,1,Cash and Credit,0.07287264,1200.0,1,New Orleans,Louisa  Dufour,"New Orleans, LA",LA,Negro
16.0,New Orleans,Isabelle Mouchon,"New Orleans, LA",LA,3/28/1856,0.00602698,M,Maximilian,1,0,1,Cash,0.07477,666.67,1,New Orleans,Benjamin Mouchon,"New Orleans, LA",LA,Negro
37.0,New Orleans,Elizabeth Virginie Coignard,"New Orleans, LA",LA,4/7/1856,0.00602698,F,Violette,1,0,1,Cash,0.07477,800.0,1,New Orleans,Pierre Charles Cuvellier,"New Orleans, LA",LA,Negro
16.0,New Orleans,John Augustin Fryer,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Josephine,2,0,2,Cash,0.07477,1000.0,1,New Orleans,Francoise Louise Eleanor Schoninger,"New Orleans, LA",LA,Mulatto
40.0,New Orleans,Desiree Montreuil,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Adele,1,1,2,Cash,0.07477,900.0,1,New Orleans,Charlotte Levy,"New Orleans, LA",LA,Mulatto
44.0,New Orleans,Josephine Delarosa,"New Orleans, LA",LA,4/10/1856,0.00602698,F,Azelie,1,1,2,Cash,0.07477,1250.0,1,New Orleans,Jose  Delarosa,"New Orleans, LA",LA,Mulatto
23.0,New Orleans,Euphrosine  Sarde,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Rachael Culver,2,0,2,Cash,0.07477,1050.0,2,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
4.0,New Orleans,Catherine Davis,"New Orleans, LA",LA,4/8/1856,0.00602698,M,William,1,0,1,Cash,0.07477,150.0,1,New Orleans,Fanny Palfrey,"New Orleans, LA",LA,Negro
45.0,New Orleans,Catherine Hazeur,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Henriette,1,0,1,Donation,0.07477,300.0,1,New Orleans,Mathilde  Many,"New Orleans, LA",LA,Negro
41.0,New Orleans,Nancy  Van Ostern,"New Orleans, LA",LA,4/8/1856,0.00602698,M,Sam,1,0,1,Cash,0.07477,748.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
27.0,New Orleans,Victorine Therese Nancy Vernies,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Adams,2,0,2,Cash and Credit,0.07737792,1275.0,2,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
43.0,New Orleans,F. Correge & Co. Unknown,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Antoine,1,0,1,Cash and Credit,0.07737792,1350.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
43.0,New Orleans,Melchior  Michell,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Brown,4,0,4,Cash and Credit,0.07737792,1240.0,4,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
39.0,New Orleans,Daniel Phillips,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Charles,1,0,1,Cash and Credit,0.07737792,600.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
32.0,New Orleans,Hippolyte Boyer,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Robert,1,0,1,Cash and Credit,0.07737792,1275.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
48.0,New Orleans,Evelina Dupuny,"New Orleans, LA",LA,4/8/1856,0.00623018,F,Nancy,1,0,1,Cash and Credit,0.07737792,325.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Mulatto
31.0,New Orleans,Hippolyte Boyer,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Andry,1,0,1,Cash and Credit,0.07737792,1540.0,1,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
33.0,New Orleans,Sophia Anastasia Napp,"New Orleans, LA",LA,4/8/1856,0.00623018,M,Monroe,3,0,3,Cash and Credit,0.07737792,1325.0,3,Unknown,"Francois Bizoton (late), Edward, Louis Lambert D'Aquin, Montegut, Bown","Unknown, Unknown",Unknown,Negro
18.0,New Orleans,James C. Egan,"New Orleans, LA",LA,2/13/1856,0.005864192,M,Osaiah,1,0,1,Cash and Credit,0.07268492,1300.0,1,Green,William B. Marshall,"Green, KY",KY,Negro
35.0,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,4/15/1856,0.00623018,M,Bartlett,10,0,10,Cash and Credit,0.07737792,1214.375,1,New Orleans,Louis Lambert Brown,"New Orleans, LA",LA,Mulatto
16.0,New Orleans,Leonce Boudousquie,"New Orleans, LA",LA,4/16/1856,0.00602698,M,Theophile,1,0,1,Cash,0.07477,460.0,1,New Orleans,Adolphe  Boudousquie,"New Orleans, LA",LA,Mulatto
70.0,New Orleans,Alexander Makenzie Buchanan,"New Orleans, LA",LA,4/19/1856,0.00587886,M,Etienne,1,0,1,Cash and Credit,0.07287264,16500.0,1,New Orleans,Seraphin Maspereau,"New Orleans, LA",LA,Negro
21.0,New Orleans,Dominique Bouligny,"New Orleans, LA",LA,4/17/1856,0.00602698,F,Hester,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
12.0,New Orleans,Adelaide Gaye,"New Orleans, LA",LA,4/22/1856,0.00602698,F,Louise,1,0,1,Cash,0.07477,425.0,1,New Orleans,Cecile Paillasset,"New Orleans, LA",LA,Negro
17.0,New Orleans,Ann Bowsher,"New Orleans, LA",LA,4/22/1856,0.00602698,F,Rachael,1,0,1,Cash,0.07477,990.0,1,Hamilton,Jared C. Dent,"Hamilton, TN",TN,Mulatto
28.0,New Orleans,Ruggles S. Morse,"New Orleans, LA",LA,4/19/1856,0.00602698,F,Henriette,1,0,1,Cash,0.07477,1000.0,1,St. Martin,Sophia Bienvenu,"St. Martin, LA",LA,Negro
22.0,New Orleans,Lewis Edward Simonds,"New Orleans, LA",LA,4/12/1856,0.00602698,F,Josephine,1,0,1,Cash,0.07477,500.0,1,New Orleans,William W.  Washburn,"New Orleans, LA",LA,Mulatto
18.0,New Orleans,James Norton & Co. Unknown,"New Orleans, LA",LA,4/19/1856,0.00602698,M,Bill,1,0,1,Cash,0.07477,1350.0,1,Ringold,James M.  Lee,"Ringold, GA",GA,Quarteroon
20.0,New Orleans,James  Martin,"New Orleans, LA",LA,4/7/1856,0.006202525,F,Mary,1,0,1,Credit,0.07702264,800.0,1,New Orleans,John Marr Farrelll,"New Orleans, LA",LA,Mulatto
24.0,New Orleans,Paul  Choppin,"New Orleans, LA",LA,4/19/1856,0.00602698,M,Henry Rideout,19,0,19,Cash,0.07477,1300.0,19,New Orleans,Joseph Menard,"New Orleans, LA",LA,Unknown
49.0,Unknown,Albert Lyngham,"Unknown, Unknown",Unknown,4/22/1856,0.00602698,F,Felicite,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Edgard Canonge,"New Orleans, LA",LA,Griff
28.0,New Orleans,Stewart Wilkins Fisk,"New Orleans, LA",LA,4/23/1856,0.006202525,M,George Simmons,1,0,1,Credit,0.07702264,2500.0,1,New Orleans,Alexander Hagan,"New Orleans, LA",LA,Negro
22.0,New Orleans,Richard H. Chinn,"New Orleans, LA",LA,4/23/1856,0.00602698,M,William,1,0,1,Cash,0.07477,1150.0,1,Charleston,Francis Nipson,"Charleston, SC",SC,Negro
21.0,New Orleans,Andrew Doyal,"New Orleans, LA",LA,4/22/1856,0.00602698,F,Susannah Burin,1,1,2,Cash,0.07477,1200.0,1,Biloxi,Amelia Predat,"Biloxi, MS",MS,Negro
40.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,4/24/1856,0.006202525,M,Bill,2,1,3,Credit,0.07702264,1449.85,1,New Orleans,Michael James Brenan,"New Orleans, LA",LA,Negro
33.0,New Orleans,Amelia A. Morris,"New Orleans, LA",LA,4/15/1856,0.00602698,F,Elizabeth Wafield,1,0,1,Cash,0.07477,500.0,1,New Orleans,Jared W. Sanders,"New Orleans, LA",LA,Negro
22.0,New Orleans,Mrs. Thomas McWhan,"New Orleans, LA",LA,4/16/1856,0.00602698,M,David,2,0,2,Cash,0.07477,2860.0,1,New Orleans,Succession of William McLeod Unknown,"New Orleans, LA",LA,Negro
25.0,New Orleans,Samuel F. Hare,"New Orleans, LA",LA,3/27/1856,0.00602698,M,George Washington,1,0,1,Cash,0.07477,1300.0,1,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,Mulatto
11.0,Bossier,William D. Vanarsdal,"Bossier, LA",LA,4/18/1856,0.00602698,M,Richard,1,0,1,Cash,0.07477,750.0,1,Halifax,Nathaniel H. Poindexter,"Halifax, VA",VA,Negro
23.0,New Orleans,Nancy Davenport,"New Orleans, LA",LA,4/23/1856,0.00602698,M,George,1,0,1,Cash,0.07477,1150.0,1,Jefferson,Riley Phillips,"Jefferson, KY",KY,Negro
32.0,Plaquemines,George Lanaux,"Plaquemines, LA",LA,4/22/1856,0.00602698,F,Celeste,1,3,4,Cash,0.07477,1750.0,1,Unknown,J. J. Tainturier,"Unknown, Unknown",Unknown,Colored
21.0,New Orleans,Bedelia Ceoffey,"New Orleans, LA",LA,4/24/1856,0.00602698,F,Hannah,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
31.0,New Orleans,Joseph I. Michael,"New Orleans, LA",LA,4/23/1856,0.006202525,F,Milley,1,2,3,Credit,0.07702264,2140.0,1,New Orleans,Richard Harrison Chilton,"New Orleans, LA",LA,Negro
36.0,New Orleans,Eliza Richmond Rocter,"New Orleans, LA",LA,4/25/1856,0.00602698,M,Phlegine/ Henry,1,0,1,Cash,0.07477,675.0,1,New Orleans,"Jeremiah, Joshua Wingate Lincoln","New Orleans, LA",LA,Negro
17.0,New Orleans,Nancy Van Ostern,"New Orleans, LA",LA,4/5/1856,0.00602698,F,Terezine,1,0,1,Cash,0.07477,760.0,1,New Orleans,Estelle Elizabeth Garcia,"New Orleans, LA",LA,Negro
22.0,New Orleans,Caroline Maury,"New Orleans, LA",LA,4/24/1856,0.00602698,F,Mary Jane Johnson,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
16.0,New Orleans,Caroline Maury,"New Orleans, LA",LA,4/22/1856,0.00602698,F,Ellen Johnson,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
28.0,Tensas,John I. Tyson,"Tensas, LA",LA,4/24/1856,0.00602698,M,Ramon,3,0,3,Cash,0.07477,2000.0,3,Chester,Alexander Q.  Donovant,"Chester, SC",SC,Negro
17.0,New Orleans,Hubert Nugent,"New Orleans, LA",LA,4/25/1856,0.00602698,F,Victoria,1,0,1,Cash,0.07477,700.0,1,New Orleans,George Noble Morrison,"New Orleans, LA",LA,Negro
23.0,New Orleans,John Davidson,"New Orleans, LA",LA,4/16/1856,0.00587886,M,Emmerson,2,0,2,Cash and Credit,0.07287264,2375.0,1,New Orleans,Succession of William McLeod Unknown,"New Orleans, LA",LA,Negro
22.0,New Orleans,Bowman & Clark Unknown,"New Orleans, LA",LA,4/16/1856,0.00587886,M,Jerry,3,0,3,Cash and Credit,0.07287264,4850.0,1,New Orleans,Succession of William McLeod Unknown,"New Orleans, LA",LA,Negro
19.0,New Orleans,John Lyall,"New Orleans, LA",LA,4/16/1856,0.00587886,M,Shepherd,1,0,1,Cash and Credit,0.07287264,1200.0,1,New Orleans,Succession of William McLeod Unknown,"New Orleans, LA",LA,Negro
26.0,New Orleans,Thomas M. Converse,"New Orleans, LA",LA,4/16/1856,0.00587886,M,John,1,0,1,Cash and Credit,0.07287264,1675.0,1,New Orleans,Succession of William McLeod Unknown,"New Orleans, LA",LA,Negro
11.0,Unknown,Jean L. Aubert,"Unknown, Unknown",Unknown,4/22/1856,0.00602698,M,Firmin,1,0,1,Cash,0.07477,590.0,1,Unknown,J. J. Tainturier,"Unknown, Unknown",Unknown,Unknown
40.0,New Orleans,Medon Leblonde,"New Orleans, LA",LA,4/24/1856,0.00602698,F,Rosette,1,0,1,Cash,0.07477,650.0,1,New Orleans,Pierre Landreaux,"New Orleans, LA",LA,Griff
26.0,New Orleans,Patrick  Jannin,"New Orleans, LA",LA,4/26/1856,0.006202525,M,Morris,1,0,1,Credit,0.07702264,1498.0,1,Charleston,Francis Nipson,"Charleston, SC",SC,Negro
23.0,New Orleans,Melchior  Michell,"New Orleans, LA",LA,4/26/1856,0.006202525,F,Louisa,1,0,1,Credit,0.07702264,1177.0,1,New Orleans,Thomas George Mackie,"New Orleans, LA",LA,Negro
49.0,Pointe Coupee,Zenon Demoruelle,"Pointe Coupee, LA",LA,4/26/1856,0.00602698,F,Lucy,1,0,1,Cash,0.07477,200.0,1,New Orleans,Josephine Solomon,"New Orleans, LA",LA,Negro
15.0,New Orleans,John W. Bulls,"New Orleans, LA",LA,1/9/1856,0.00602698,F,Rosa,1,0,1,Cash,0.07477,584.15,1,New Orleans,Celina Ross,"New Orleans, LA",LA,Mulatto
19.5,Lafourche,Fularande Causse,"Lafourche, LA",LA,4/28/1856,0.00602698,M,Terry,1,0,1,Cash,0.07477,1250.0,1,Chester,Alexander Q.  Donovant,"Chester, SC",SC,Mulatto
40.0,New Orleans,Henry W. Long,"New Orleans, LA",LA,4/26/1856,0.006202525,M,Henry,1,0,1,Credit,0.07702264,749.0,1,New Orleans,Sarah Elizabeth Godwin,"New Orleans, LA",LA,Negro
17.0,New Orleans,Lucien Charvet,"New Orleans, LA",LA,4/8/1856,0.00602698,F,Jane,1,0,1,Cash,0.07477,915.0,1,New Orleans,Norbert Trepagnier,"New Orleans, LA",LA,Negro
42.0,Unknown,E. Wiltz,"Unknown, Unknown",Unknown,4/1/1856,0.00602698,F,Nicey/ Anais,4,0,4,Cash,0.07477,490.0,4,Unknown,Aimee Wiltz,"Unknown, Unknown",Unknown,Mulatto
26.0,Unknown,John S. Thacker,"Unknown, Unknown",Unknown,1/31/1856,0.00602698,F,Louisa,1,1,2,Cash,0.07477,720.0,1,Unknown,James Drummond,"Unknown, Unknown",Unknown,Negro
26.0,New Orleans,Tony Lafon,"New Orleans, LA",LA,4/29/1856,0.00602698,F,Leah,1,5,6,Cash,0.07477,1000.0,1,New Orleans,Mirbel Joseph le Blanc,"New Orleans, LA",LA,Unknown
36.0,New Orleans,James Peter Freret,"New Orleans, LA",LA,4/28/1856,0.00602698,F,Henriette,1,0,1,Cash,0.07477,660.0,1,Jefferson,Jerome  Caloo,"Jefferson, LA",LA,Negro
17.0,New Orleans,Dominique de Castelnau,"New Orleans, LA",LA,4/29/1856,0.00602698,M,Andre/ Edouard,1,0,1,Cash,0.07477,650.0,1,New Orleans,Antoine  Carriere,"New Orleans, LA",LA,Negro
17.0,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,2/10/1856,0.00602698,F,Celestine,1,0,1,Cash,0.07477,650.0,1,New Orleans,P. N. Brent,"New Orleans, LA",LA,Negro
32.0,New Orleans,"Ambrose Grenot, Emile Demie  Lapice","New Orleans, LA",LA,4/25/1856,0.006173291,M,Daniel,1,0,1,Credit,0.0766472,1200.0,1,Unknown,"Louis Armand, Elizabeth Eleanor Lapice Pilee","Unknown, France",France,Negro
14.0,New Orleans,Chrysostome Lipinsky,"New Orleans, LA",LA,4/29/1856,0.00602698,M,Gustave,1,0,1,Cash,0.07477,600.0,1,New Orleans,Bernard Laborde,"New Orleans, LA",LA,Negro
25.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,4/26/1856,0.00602698,M,Henry,1,0,1,Cash,0.07477,795.0,1,New Orleans,John Smith,"New Orleans, LA",LA,Negro
22.0,New Orleans,Louis  Muh,"New Orleans, LA",LA,4/30/1856,0.00587886,F,Victoire,1,2,3,Cash and Credit,0.07287264,1210.0,1,New Orleans,Marie Madeline Antoinette Dupont de Lorne,"New Orleans, LA",LA,Griff
16.0,New Orleans,Henry Gabriel Leaumont,"New Orleans, LA",LA,4/30/1856,0.00602698,F,Victorine,1,0,1,Cash,0.07477,900.0,1,New Orleans,Madeline Clemence Muloniere,"New Orleans, LA",LA,Negro
37.0,New Orleans,Charles DeBlanc,"New Orleans, LA",LA,5/27/1856,0.006202525,M,Louis,2,0,2,Credit,0.07702264,900.0,2,New Orleans,Alexander Bonneval,"New Orleans, LA",LA,Negro
21.0,New Orleans,Coralie C. Forch,"New Orleans, LA",LA,5/3/1856,0.00602698,F,Rose,1,0,1,Cash,0.07477,850.0,1,St. James,"Josephe Marcel, Anais Gordain Braud","St. James, LA",LA,Negro
13.0,New Orleans,Frank Roder,"New Orleans, LA",LA,10/1/1856,0.00602698,F,Jane,1,0,1,Cash,0.07477,812.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Negro
15.0,New Orleans,Celeste Rillieux,"New Orleans, LA",LA,10/1/1856,0.006901355,M,Hipployte,3,0,3,Credit,0.0860332,3400.0,1,New Orleans,Jean Baptiste Dusuau,"New Orleans, LA",LA,Mulatto
37.0,New Orleans,Marie Anaise Dreville,"New Orleans, LA",LA,10/2/1856,0.005790818,F,Rosalie,1,0,1,Cash and Credit,0.07174632,700.0,1,New Orleans,Felicie Dumaine,"New Orleans, LA",LA,Negro
32.0,New Orleans,Mary Jane White,"New Orleans, LA",LA,10/1/1856,0.00602698,F,Catherine,1,0,1,Cash,0.07477,875.0,1,New Orleans,Marie Jeanne Victoire Dubertrand,"New Orleans, LA",LA,Creole Mulatto
35.0,New Orleans,Pierre Andre Giamarchi,"New Orleans, LA",LA,10/2/1856,0.005790818,F,Mary/ Louise,1,0,1,Cash and Credit,0.07174632,500.0,1,New Orleans,Claude Dolbeau,"New Orleans, LA",LA,Creole Negro
30.0,New Orleans,George Glidden,"New Orleans, LA",LA,10/1/1856,0.00602698,M,Green,1,0,1,Cash,0.07477,900.0,1,New Orleans,John  Caldwell Jr.,"New Orleans, LA",LA,Mulatto
38.0,New Orleans,Cecilia Ann O'Reily,"New Orleans, LA",LA,10/4/1856,0.005732077,F,Rachael,1,0,1,Cash and Credit,0.07099544,800.0,1,New Orleans,George Kyle Hawkins,"New Orleans, LA",LA,Negro
34.0,New Orleans,Eulalie Chaperon,"New Orleans, LA",LA,10/3/1856,0.0,M,Charles,2,0,2,Credit,0.0,1150.0,1,New Orleans,Augustin Rousseau,"New Orleans, LA",LA,Unknown
13.0,New Orleans,"Auguste, Pierre Pino, Leveque","New Orleans, LA",LA,10/4/1856,0.00602698,M,Alfred,1,0,1,Cash,0.07477,850.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Mulatto
50.0,New Orleans,Eugenie Savoye  Feytel,"New Orleans, LA",LA,10/7/1856,0.005746766,F,Eny,1,0,1,Credit,0.07118316,500.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Negro
41.0,New Orleans,Frederick W. Gustine,"New Orleans, LA",LA,10/6/1856,0.00602698,F,Priscilla,1,0,1,Cash,0.07477,600.0,1,New Orleans,Daniel S. Graham,"New Orleans, LA",LA,Negro
42.0,New Orleans,John Haller,"New Orleans, LA",LA,10/11/1856,0.00602698,F,Mary,1,0,1,Cash,0.07477,500.0,1,New Orleans,Jacob Dreyfous,"New Orleans, LA",LA,Negro
30.0,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,10/9/1856,0.00602698,M,Pinot,1,0,1,Cash,0.07477,800.0,1,New Orleans,Giovanni Nocenti,"New Orleans, LA",LA,Unknown
28.0,New Orleans,New Orleans Gas Light Co. Unknown,"New Orleans, LA",LA,10/13/1856,0.00602698,M,John,1,0,1,Cash,0.07477,1250.0,1,Victoria,Robert Wilcox Turner,"Victoria, TX",TX,Copper
19.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,10/11/1856,0.00602698,M,Jim,1,0,1,Cash,0.07477,850.0,1,New Orleans,Jean Jacques Isnard,"New Orleans, LA",LA,Mulatto
12.0,New Orleans,William  Jackson Maynard,"New Orleans, LA",LA,10/9/1856,0.00602698,F,Aline,1,0,1,Cash,0.07477,615.0,1,New Orleans,Irene Piron,"New Orleans, LA",LA,Negro
35.0,New Orleans,William Barry,"New Orleans, LA",LA,10/4/1856,0.00602698,M,Hayes,1,0,1,Cash,0.07477,750.0,1,New Orleans,Mary Doyle,"New Orleans, LA",LA,Negro
11.0,New Orleans,Richard Terrell,"New Orleans, LA",LA,10/14/1856,0.00602698,M,Collins,1,0,1,Cash,0.07477,450.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Negro
25.0,New Orleans,New Orleans Gas Light Co. Unknown,"New Orleans, LA",LA,10/17/1856,0.00602698,M,Charles,1,0,1,Cash,0.07477,1000.0,1,New Orleans,William T. Gillmore,"New Orleans, LA",LA,Negro
