Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
45.0,New Orleans,Rosanna Smith,"New Orleans, LA",LA,1/11/1858,0.00602698,F,Amie,1,0,1,Cash,0.07477,475.0,1,New Orleans,Badilia Gaynor,"New Orleans, LA",LA,Negro
32.0,New Orleans,Josephine Debergue,"New Orleans, LA",LA,12/29/1857,0.00602698,F,Herminie/ Aimee,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Francois Lacroix,"New Orleans, LA",LA,Negro
25.0,Washington,John Lewis Chapman,"Washington, MS",MS,1/12/1858,0.006187909,F,Louisa,1,0,1,Credit,0.07683492,1363.25,1,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,Mulatto
20.0,New Orleans,James B. Sherwood,"New Orleans, LA",LA,1/2/1858,0.006085532,M,Nat,1,0,1,Credit,0.07552088,1250.0,1,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,Mulatto
36.0,New Orleans,John H. Hood,"New Orleans, LA",LA,1/12/1858,0.00602698,M,Yoric,1,0,1,Cash,0.07477,900.0,1,New Orleans,David Resolve Godwin,"New Orleans, LA",LA,Negro
8.0,New Orleans,William O'Brien,"New Orleans, LA",LA,1/11/1858,0.00602698,F,Martha,1,0,1,Cash,0.07477,480.0,1,Mocksville ,John W. Hall,"Mocksville , NC",NC,Negro
30.0,Copiah,William Myles,"Copiah, MS",MS,1/11/1858,0.00602698,M,Titus,2,0,2,Cash,0.07477,2120.0,1,Unknown,Eleanore J. Guion,"Unknown, Unknown",Unknown,Negro
27.0,Unknown,Thomas Askew,"Unknown, Unknown",Unknown,1/11/1858,0.00602698,F,Susan,1,2,3,Cash,0.07477,700.0,1,Unknown,W.W. Mitchell,"Unknown, Unknown",Unknown,Unknown
33.0,Ascension,Romanta Tillotson,"Ascension, LA",LA,1/14/1858,0.00602698,M,Hark/ Hercules,1,0,1,Cash,0.07477,1400.0,1,Vanderburgh,Michael  Herrel,"Vanderburgh, IN",IN,Negro
25.0,Tensas,Edward  Johnson,"Tensas, LA",LA,1/12/1858,0.00602698,M,John Parent,2,1,3,Cash,0.07477,2000.0,1,New Orleans,Clara Vignier,"New Orleans, LA",LA,Negro
21.0,Unknown,John B. Cotton,"Unknown, Unknown",Unknown,4/3/1856,0.00602698,M,Henry/ Harry,1,0,1,Cash,0.07477,650.0,1,Unknown,Edward Stephens,"Unknown, Unknown",Unknown,Dark Mulatto
22.0,St. James ,George Moore,"St. James , LA",LA,5/5/1856,0.00602698,M,Lewis,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Marie Martha Roudanez,"New Orleans, LA",LA,Negro
23.0,Natchitoches ,Pascalis Roubieu,"Natchitoches , LA",LA,5/23/1856,0.005790818,F,Betsey,1,1,2,Cash and Credit,0.07174632,1200.0,1,New Orleans,Sidney Law Johnson,"New Orleans, LA",LA,Mulatto
12.0,Union ,John V. McHenry,"Union , AR",AR,3/20/1856,0.00602698,F,Jenny,1,0,1,Cash,0.07477,750.0,1,New Orleans,Sarah Bryant Lockett,"New Orleans, LA",LA,Negro
20.0,Unknown,Charles Peine,"Unknown, MS",MS,4/21/1856,0.00602698,M,John Lott,1,0,1,Cash,0.07477,600.0,1,New Orleans,"John, Eugene Strenna, Guenaudon","New Orleans, LA",LA,Negro
17.0,Pass Christian,Percival B. McCutcheon,"Pass Christian, MS",MS,1/15/1858,0.00602698,F,Maria,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Daniel Edwards,"New Orleans, LA",LA,Dark Griff
35.0,New Orleans,Ernest Etienne Mougin,"New Orleans, LA",LA,1/13/1858,0.005746766,F,Rachel,1,0,1,Cash and Credit,0.07118316,775.0,1,New Orleans,Justine Clarisse Apolonie Ruly,"New Orleans, LA",LA,Negro
45.0,New Orleans ,John B. Cotton,"New Orleans , LA",LA,3/14/1856,0.006085532,F,Polly,1,0,1,Credit,0.07552088,400.0,1,Livingston ,Ellen Newburger,"Livingston , LA",LA,Black
25.0,Chicos,Marcus F. Johnson,"Chicos, AR",AR,1/9/1858,0.006290171,M,Matthews,21,0,21,Credit,0.07814896,1400.0,21,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Negro
52.0,Washington,Robert S. Turnbull,"Washington, MS",MS,1/16/1858,0.00602698,M,Frank,14,0,14,Cash,0.07477,600.0,14,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,Unknown
22.0,Unknown,Claude Frederick Avet,"Unknown, Unknown",Unknown,1/6/1858,0.0,M,Jacuot,2,3,5,Credit,0.0,1000.0,2,New Orleans,Jean Martial Lapeyrolerie,"New Orleans, LA",LA,Unknown
14.0,New Orleans,Smith Isard,"New Orleans, LA",LA,1/13/1858,0.00602698,F,Kitty,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Bernard Kendig,"New Orleans, LA",LA,Negro
29.0,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,1/18/1858,0.00602698,M,Jack,1,0,1,Cash,0.07477,960.0,1,Eufaula,J. Tyler,"Eufaula, AL",AL,Negro
15.0,Plaquemines ,Pamela Zeringue,"Plaquemines , LA",LA,1/19/1858,0.00602698,F,Antoinette,1,0,1,Cash,0.07477,750.0,1,New Orleans,Zeolide St. Amant,"New Orleans, LA",LA,Mulatto
24.0,New Orleans,Francis Moreno Jr.,"New Orleans, LA",LA,1/15/1858,0.00602698,M,Paul,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Coralie de Reggio,"New Orleans, LA",LA,Griff
31.0,New Orleans,Josephine Pellerin,"New Orleans, LA",LA,1/16/1858,0.00587886,F,Louise,1,1,2,Cash and Credit,0.07287264,900.0,1,New Orleans,Claudine Beaurepaire,"New Orleans, LA",LA,Griff
55.0,New Orleans,Tony Lafon,"New Orleans, LA",LA,1/4/1858,0.00602698,M,Isaac,2,0,2,Cash,0.07477,1200.0,1,New Orleans,Octave le Blanc,"New Orleans, LA",LA,Mulatto
22.0,Washington,Robert S. Turnbull,"Washington, MS",MS,1/18/1858,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Nelson Clement Trowbridge,"New Orleans, LA",LA,Griff
13.0,New Orleans,John S. Wallis,"New Orleans, LA",LA,1/19/1858,0.00602698,F,Caroline,1,0,1,Cash,0.07477,750.0,1,New Orleans,Joshua Corprew,"New Orleans, LA",LA,Negro
42.0,New Orleans,Thomas McBurney,"New Orleans, LA",LA,1/18/1858,0.005790818,M,Cesar,2,0,2,Cash and Credit,0.07174632,1766.18,1,New Orleans,"Willam, Louis Auguste Prehn, Bendixen","New Orleans, LA",LA,Negro
37.0,Iberville ,Joseph Outendirck,"Iberville , LA",LA,1/20/1858,0.00602698,F,Sirenne,1,0,1,Cash,0.07477,625.0,1,New Orleans,Domingo Fatjo,"New Orleans, LA",LA,Negro
28.0,Unknown,Emilie Servians,"Unknown, Unknown",Unknown,1/18/1858,0.005746766,F,Mary Green,1,0,1,Cash and Credit,0.07118316,825.0,1,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,Negro
16.0,Shreveport,W. G. Bonner & Co. Unknown,"Shreveport, LA",LA,1/22/1858,0.00602698,M,Honore,1,0,1,Cash,0.07477,700.0,1,New Orleans,Augustus Reichard,"New Orleans, LA",LA,Negro
40.0,Shreveport,W. G. Bonner & Co. Unknown,"Shreveport, LA",LA,1/21/1858,0.00587886,M,Thomas Miller,12,0,12,Cash and Credit,0.07287264,1050.0,12,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Black
27.0,New Orleans,Ferdinand J. Da Silva,"New Orleans, LA",LA,1/18/1858,0.00602698,F,Emily,1,0,1,Cash,0.07477,600.0,1,New Orleans,Paul Queyrouse,"New Orleans, LA",LA,Negro
38.0,New Orleans,Alfred Donovan,"New Orleans, LA",LA,1/19/1858,0.00602698,F,Marry,1,1,2,Cash,0.07477,1250.0,1,New Orleans,James T. Pugh,"New Orleans, LA",LA,Negro
46.0,New Orleans,Alfred Donovan,"New Orleans, LA",LA,1/19/1858,0.00602698,F,Handsome,2,0,2,Cash,0.07477,1849.8,1,Panola,Rich Golden,"Panola, TX",TX,Dark Copper
36.0,Pointe Coupee ,Bennett B. Simms,"Pointe Coupee , LA",LA,1/14/1858,0.005739422,M,William,1,0,1,"Exchange, Credit",0.0710893,2000.0,1,New Orleans,John K. Collins,"New Orleans, LA",LA,Negro
40.0,New Orleans,John Collins,"New Orleans, LA",LA,1/14/1858,0.00602698,M,Robert,1,0,1,Exchange,0.07477,1500.0,1,Pointe Coupee,Bernette Simmes,"Pointe Coupee, LA",LA,Negro
49.0,New Orleans,Hiram Rutter,"New Orleans, LA",LA,1/23/1858,0.00602698,F,Betsey,1,0,1,Cash,0.07477,225.0,1,New Orleans,Joseph James Clark,"New Orleans, LA",LA,Negro
44.0,New Orleans,Louis Caretta,"New Orleans, LA",LA,1/25/1858,0.00602698,F,Jane,1,0,1,Cash,0.07477,245.0,1,New Orleans,Louis Lebeau,"New Orleans, LA",LA,Mulatto
12.0,New Orleans,Jean Francois Aime,"New Orleans, LA",LA,1/15/1858,0.005746766,M,Collins,1,0,1,Cash and Credit,0.07118316,500.0,1,New Orleans,Stanislav Gabriel Veret,"New Orleans, LA",LA,Negro
30.0,New Orleans,John Fogarty,"New Orleans, LA",LA,1/26/1858,0.00602698,M,Raisin,1,0,1,Cash,0.07477,900.0,1,New Orleans,Arthur Ambrose Maginnis,"New Orleans, LA",LA,Negro
17.0,New Orleans,Rosina Anna Westholz,"New Orleans, LA",LA,1/19/1858,0.00602698,F,Eliza,1,0,1,Cash,0.07477,850.0,1,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,Dark Griff
26.0,Calhoun ,Daniel Wilson,"Calhoun , TX",TX,1/27/1858,0.00602698,F,Lizzy,1,0,1,Cash,0.07477,850.0,1,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,Mulatto
21.0,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,1/27/1858,0.00602698,M,Noel,1,0,1,Cash,0.07477,1200.0,1,Calhoun,Daniel Wilson,"Calhoun, TX",TX,Mulatto
28.0,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,1/27/1858,0.00602698,M,Edward,1,0,1,Cash,0.07477,1150.0,1,Calhoun,Cora Bush,"Calhoun, TX",TX,Negro
19.0,St. Martin,Cordelia D. Wheeler,"St. Martin, LA",LA,1/27/1858,0.006202525,F,Adeline,2,0,2,Credit,0.07702264,1800.0,1,New Orleans,Caroline Dumois,"New Orleans, LA",LA,Griff
60.0,St. Martin,Cordelia D. Wheeler,"St. Martin, LA",LA,1/27/1858,0.006217138,F,Kitty Daniel,11,0,11,Credit,0.07721036,5000.0,1,New Orleans,Caroline Dumois,"New Orleans, LA",LA,Negro
20.0,New Orleans,Bernard Kendig,"New Orleans, LA",LA,1/29/1858,0.00602698,F,Clementine/ Celestine,1,0,1,Cash,0.07477,850.0,1,New Orleans,Sophie Trigant de Beaumont,"New Orleans, LA",LA,Negro
45.0,New Orleans,Ida Spotts,"New Orleans, LA",LA,1/30/1858,0.00602698,F,Jane,1,0,1,Cash,0.07477,300.0,1,New Orleans,Louis Caretta,"New Orleans, LA",LA,Mulatto
16.0,Jefferson,Susan  Woolen,"Jefferson, LA",LA,1/18/1858,0.00602698,F,Marcelite,1,0,1,Cash,0.07477,800.0,1,New Orleans,Virginia C. Alexander,"New Orleans, LA",LA,Negro
35.0,Orleans,Hasam & Anderson Shipwrights Unknown,"Orleans, LA",LA,1/28/1858,0.00602698,M,Moses,1,0,1,Cash,0.07477,1100.0,1,New Orleans,William Randolph,"New Orleans, LA",LA,Negro
30.0,New Orleans,Joseph Alexis,"New Orleans, LA",LA,2/1/1858,0.005790818,F,Esther,1,0,1,Cash and Credit,0.07174632,549.0,1,New Orleans,Louis Lombard,"New Orleans, LA",LA,Mulatto
18.0,Iberville ,Euphrosine Celeste Brunet,"Iberville , LA",LA,1/30/1858,0.006202525,F,Patsey,1,1,2,Credit,0.07702264,1000.0,1,New Orleans,Ulger H. Lauve,"New Orleans, LA",LA,Negro
21.0,De Soto ,Hamilton Sloan,"De Soto , LA",LA,2/3/1858,0.006202525,F,Mary,1,0,1,Credit,0.07702264,1050.0,1,Macon,Thomas Williams,"Macon, AL",AL,Negro
20.0,Pointe Coupee ,Joseph Francois Lapice,"Pointe Coupee , LA",LA,1/30/1858,0.006202525,F,Louisa,1,1,2,Credit,0.07702264,1200.0,1,New Orleans,Marie Elizabeth Emma Guillot,"New Orleans, LA",LA,Griff
50.0,New Orleans,William Mish,"New Orleans, LA",LA,2/3/1858,0.00602698,F,Margaret,1,0,1,Cash,0.07477,225.0,1,New Orleans,Morritz Stiewell,"New Orleans, LA",LA,Negro
40.0,New Orleans,Didier Auguste Broue,"New Orleans, LA",LA,2/2/1858,0.00602698,F,Sally Lewis,1,0,1,Cash,0.07477,205.0,1,New Orleans,Margaret Ann Gordon,"New Orleans, LA",LA,Griff
30.0,New Orleans,Henry Pfeiffer,"New Orleans, LA",LA,2/4/1858,0.00602698,F,Million,1,0,1,Cash,0.07477,850.0,1,New Orleans,Stoddart Howell,"New Orleans, LA",LA,Negro
36.0,New Orleans,Garrett Francis Oldis,"New Orleans, LA",LA,2/2/1858,0.00602698,F,Eliza,1,0,1,Cash,0.07477,800.0,1,New Orleans,Benjamin J. K. Bennett,"New Orleans, LA",LA,Negro
