General Order number,accredited to,awarded.date.day,awarded.date.month,awarded.date.year,birth.date.day,birth.date.month,birth.date.year,citation,company,death,division,entered service at,full,issued,latitude,link,location name,location.name,longitude,name,organization,rank
21,,1,10,1918,26,9,1871,"Counterattacked by 2 regiments of the enemy, Maj. Thompson encouraged his battalion in the front line of constantly braving the hazardous fire of machineguns and artillery. His courage was mainly responsible for the heavy repulse of the enemy. Later in the action, when the advance of his assaulting companies was held up by fire from a hostile machinegun nest and all but 1 of the 6 assaulting tanks were disabled, Maj. Thompson, with great gallantry and coolness, rushed forward on foot 3 separate times in advance of the assaulting line, under heavy machinegun and antitank-gun fire, and led the 1 remaining tank to within a few yards of the enemy machinegun nest, which succeeded in reducing it, thereby making it possible for the infantry to advance.",,True,"110th Infantry, 28th Division","Beaver Falls, Pa.",1918-10-1,12/31/1925,46,http://www.cmohs.org/recipient-detail/2599/thompson-joseph-h.php," Kilkeel, County Down, Ireland","Apremont, France",-1,"Thompson, Joseph H.",U.S. Army,Major
12,,-1,-1,-1,8,7,1894,"For conspicuous gallantry and intrepidity above and beyond the call of duty in action with the enemy. On the morning of 26 September, during the advance of the 364th Infantry, 1st Lt. Bronson was struck by an exploding enemy handgrenade, receiving deep cuts on his face and the back of his head. He nevertheless participated in the action which resulted in the capture of an enemy dugout from which a great number of prisoners were taken. This was effected with difficulty and under extremely hazardous conditions because it was necessary to advance without the advantage of cover and, from an exposed position, throw handgrenades and phosphorous bombs to compel the enemy to surrender. On the afternoon of the same day he was painfully wounded in the left arm by an enemy rifle bullet, and after receiving first aid treatment he was directed to the rear. Disregarding these instructions, 1st Lt. Bronson remained on duty with his company through the night although suffering from severe pain and shock. On the morning of 27 September, his regiment resumed its attack, the object being the village of Eclisfontaine. Company H, to which 1st Lt. Bronson was assigned, was left in support of the attacking line, Company E being in the line. He gallantly joined that company in spite of his wounds and engaged with it in the capture of the village. After the capture he remained with Company E and participated with it in the capture of an enemy machinegun, he himself killing the enemy gunner. Shortly after this encounter the company was compelled to retire due to the heavy enemy artillery barrage. During this retirement 1st Lt. Bronson, who was the last man to leave the advanced position, was again wounded in both arms by an enemy high-explosive shell. He was then assisted to cover by another officer who applied first aid. Although bleeding profusely and faint from the loss of blood, 1st Lt. Bronson remained with the survivors of the company throughout the night of the second day, refusing to go to the rear for treatment. His conspicuous gallantry and spirit of self-sacrifice were a source of great inspiration to the members of the entire command.",Company H,True,"364th Infantry, 91st Division","Seattle, Wash.",-1--1--1,12/31/1929,49,http://www.cmohs.org/recipient-detail/2508/bronson-deming.php," Rhinelander, Wis.","?clisfontaine, 55270 ?pinonville, France",5,"Bronson, Deming",U.S. Army,First Lieutenant
16,,29,9,1918,5,2,1895,"For conspicuous gallantry and intrepidity above and beyond the call of duty in action with the enemy during the operations against the Hindenburg line, east of Ronssoy, France, 29 September 1918. Finding the advance of his organization held up by a withering enemy machinegun fire, Pvt. Valente volunteered to go forward. With utter disregard of his own personal danger, accompanied by another soldier, Pvt. Valente rushed forward through an intense machinegun fire directly upon the enemy nest, killing 2 and capturing 5 of the enemy and silencing the gun. Discovering another machinegun nest close by which was pouring a deadly fire on the American forces, preventing their advance, Pvt. Valente and his companion charged upon this strong point, killing the gunner and putting this machinegun out of action. Without hesitation they jumped into the enemy's trench, killed 2 and captured 16 German soldiers. Pvt. Valente was later wounded and sent to the rear.",Company D,True,"107th Infantry, 27th Division","Ogdensburg, N.Y.",1918-9-29,12/31/1929,49,http://www.cmohs.org/recipient-detail/2603/valente-michael.php," Cassino, Italy","Ronssoy, France",3,"Valente, Michael",U.S. Army,Private
2,,25,9,1918,8,10,1890,"For conspicuous gallantry and intrepidity above and beyond the call of duty in action against the enemy near Billy, France, 25 September 1918. While on a voluntary patrol over the lines, 1st Lt. Rickenbacker attacked 7 enemy planes (5 type Fokker, protecting two type Halberstadt). Disregarding the odds against him, he dived on them and shot down one of the Fokkers out of control. He then attacked one of the Halberstadts and sent it down also.",,True,94th Aero Squadron,"Columbus, Ohio",1918-9-25,12/31/1931,46,http://www.cmohs.org/recipient-detail/2580/rickenbacker-edward-v.php," Columbus, Ohio","Billy, France",3,"Rickenbacker, Edward V.",U.S. Army,First Lieutenant
1,,-1,-1,-1,-1,-1,-1,"For conspicuous gallantry and intrepidity above and beyond the call of duty. During the attack the 2d and 3d Battalions of the 28th Infantry were merged, and after several hours of severe fighting, successfully established a frontline position. In so doing, a gap was left between the right flank of the French 153d Division on their left and the left flank of the 28th Infantry, exposing the left flank to a terrific enfilade fire from several enemy machineguns located in a rock quarry on high ground. 2d Lt. Parker, observing this serious situation, ordered his depleted platoon to follow him in an attack upon the strong point. Meeting a disorganized group of French Colonials wandering leaderlessly about, he persuaded them to join his platoon. This consolidated group followed 2d Lt. Parker through direct enemy rifle and machinegun fire to the crest of the hill, and rushing forward, took the quarry by storm, capturing 6 machineguns and about 40 prisoners. The next day when the assault was continued, 2d Lt. Parker in command of the merged 2d and 3d Battalions was in support of the 1st Battalion. Although painfully wounded in the foot, he refused to be evacuated and continued to lead his command until the objective was reached. Seeing that the assault battalion was subjected to heavy enfilade fire due to a gap between it and the French on its left, 2d Lt. Parker led his battalion through this heavy fire up on the line to the left of the 1st Battalion and thereby closed the gap, remaining in command of his battalion until the newly established lines of the 28th Infantry were thoroughly consolidated. In supervising the consolidation of the new position, 2d Lt. Parker was compelled to crawl about on his hands and knees on account of his painful wound. His conspicuous gallantry and spirit of self-sacrifice were a source of great inspiration to the members of the entire command.",Company K,True,"28th Infantry, 1st Division","Monroe, N.C.",-1--1--1,12/31/1937,49,http://www.cmohs.org/recipient-detail/2572/parker-samuel-i.php,"Monroe, N.C.","Soissons, France",3,"Parker, Samuel I.",U.S. Army,Second Lieutenant
-1,,10,6,1951,12,8,1931,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving as a fire team leader in Company E, in action against enemy aggressor forces. While advancing with his platoon in an attack against well-concealed and heavily fortified enemy hill positions, Cpl. Abrell voluntarily rushed forward through the assaulting squad which was pinned down by a hail of intense and accurate automatic-weapons fire from a hostile bunker situated on commanding ground. Although previously wounded by enemy hand grenade fragments, he proceeded to carry out a bold, single-handed attack against the bunker, exhorting his comrades to follow him. Sustaining 2 additional wounds as he stormed toward the emplacement, he resolutely pulled the pin from a grenade clutched in his hand and hurled himself bodily into the bunker with the live missile still in his grasp. Fatally wounded in the resulting explosion which killed the entire enemy guncrew within the stronghold, Cpl. Abrell, by his valiant spirit of self-sacrifice in the face of certain death, served to inspire all his comrades and contributed directly to the success of his platoon in attaining its objective. His superb courage and heroic initiative sustain and enhance the highest traditions of the U.S. Naval Service. He gallantly gave his life for his country.","Company E, 2d Battalion",True,"1st Marines, 1st Marine Division","Terre Haute, Ind.",1951-6-10,?,35,http://www.cmohs.org/recipient-detail/3079/abrell-charles-g.php," Terre Haute, Ind.","Changnyeong-gun, Gyeongsangnam-do, South Korea",128,"Abrell, Charles G.",U.S. Marine Corps,Corporal
-1,,12,11,1864,-1,-1,-1,Capture of State flag of 14th Virginia Cavalry (C.S.A.),Company D,True,1st West Virginia Cavalry,,1864-11-12,?,39,http://www.cmohs.org/recipient-detail/14/adams-james-f.php,"Cabell County, Va.","Nineveh, North River, VA 22630, USA",-78,"Adams, James F.",U.S. Army,Private
55,Massachusetts,-1,-1,-1,11,10,1871,"In the presence of the enemy during the battle near Tientsin, China, 13 July 1900, Adams distinguished himself by meritorious conduct.",,True,,,-1--1--1,?,39,http://www.cmohs.org/recipient-detail/2288/adams-john-mapes.php," Haverhill, Mass.","Tianjin, Tianjin, China",117,"Adams, John Mapes",U.S. Marine Corps,Sergeant
-1,,25,5,1971,16,6,1939,"Maj. Adams distinguished himself on 25 May 1971 while serving as a helicopter pilot in Kontum Province in the Republic of Vietnam. On that date, Maj. Adams volunteered to fly a lightly armed helicopter in an attempt to evacuate 3 seriously wounded soldiers from a small fire base which was under attack by a large enemy force. He made the decision with full knowledge that numerous antiaircraft weapons were positioned around the base and that the clear weather would afford the enemy gunners unobstructed view of all routes into the base. As he approached the base, the enemy gunners opened fire with heavy machine guns, rocket-propelled grenades and small arms. Undaunted by the fusillade, he continued his approach determined to accomplish the mission. Displaying tremendous courage under fire, he calmly directed the attacks of supporting gunships while maintaining absolute control of the helicopter he was flying. He landed the aircraft at the fire base despite the ever-increasing enemy fire and calmly waited until the wounded soldiers were placed on board. As his aircraft departed from the fire base, it was struck and seriously damaged by enemy anti-aircraft fire and began descending. Flying with exceptional skill, he immediately regained control of the crippled aircraft and attempted a controlled landing. Despite his valiant efforts, the helicopter exploded, overturned, and plummeted to earth amid the hail of enemy fire. Maj. Adams' conspicuous gallantry, intrepidity, and humanitarian regard for his fellow man were in keeping with the most cherished traditions of the military service and reflected utmost credit on him and the U S. Army.",A/227th Assault Helicopter Company,True,"52d Aviation Battalion, 1st Aviation Brigade","Kansas City, Mo.",1971-5-25,?,10,http://www.cmohs.org/recipient-detail/3212/adams-william-e.php," Casper, Wyo.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Adams, William E.",U.S. Army,Major
55,Massachusetts,-1,-1,-1,27,10,1864,"In the presence of the enemy during the battle near Tientsin, China, 13 July 1900, Adriance distinguished himself by meritorious conduct.",,True,,,-1--1--1,?,39,http://www.cmohs.org/recipient-detail/2289/adriance-harry-chapman.php," Oswego, N.Y.","Tianjin, Tianjin, China",117,"Adriance, Harry Chapman",U.S. Marine Corps,Corporal
-1,Wisconsin,-1,-1,-1,29,1,1925,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving with the 4th Battalion, 10th Marines, 2d Marine Division, in action against enemy Japanese forces on Saipan, Marianas Islands, 7 July 1944. When the enemy launched a fierce, determined counterattack against our positions and overran a neighboring artillery battalion, Pfc. Agerholm immediately volunteered to assist in the efforts to check the hostile attack and evacuate our wounded. Locating and appropriating an abandoned ambulance jeep, he repeatedly made extremely perilous trips under heavy rifle and mortar fire and single-handedly loaded and evacuated approximately 45 casualties, working tirelessly and with utter disregard for his own safety during a grueling period of more than 3 hours. Despite intense, persistent enemy fire, he ran out to aid 2 men whom he believed to be wounded marines but was himself mortally wounded by a Japanese sniper while carrying out his hazardous mission. Pfc. Agerholm's brilliant initiative, great personal valor and self-sacrificing efforts in the face of almost certain death reflect the highest credit upon himself and the U.S. Naval Service. He gallantly gave his life for his country.",,True,,,-1--1--1,?,15,http://www.cmohs.org/recipient-detail/2615/agerholm-harold-christ.php," Racine, Wis.","United States District Court For The Northern Mariana Islands, Kopa Di Oru Street, Garapan, Saipan 96950, CNMI",145,"Agerholm, Harold Christ",U.S. Marine Corps,Private First Class
45,,19,6,1864,-1,-1,-1,"Served on board the U.S.S. Kearsarge when she destroyed the Alabama off Cherbourg, France, 19 June 1864. Carrying out his duties courageously, PmS. Aheam exhibited marked coolness and good conduct and was highly recommended by his divisional officer for gallantry under enemy fire.",,True,,France,1864-6-19,?,49,http://www.cmohs.org/recipient-detail/17/aheam-michael.php,,"Cherbourg, France",-1,"Aheam, Michael",U.S. Navy,Paymaster's Steward
482,New York,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Puritan at the time of the collapse of one of the crown sheets of boiler E of that vessel, 1 July 1897. Wrapped in wet cloths to protect his face and arms, Ahern entered the fireroom, crawled over the tops of the boilers and closed the auxiliary stop valve, disconnecting boiler E and removing the danger of disabling the other boilers.",,True,,,-1--1--1,?,-1,http://www.cmohs.org/recipient-detail/1987/ahern-william.php,"1861, Ireland",,-1,"Ahern, William",U.S. Navy,Watertender
-1,,28,10,1869,-1,-1,-1,"Attacked with 2 men a force of 11 Indians, drove them from the hills, and reconnoitered the country beyond.",,True,41st U.S. Infantry,"Owatonna, Minn.",1869-10-28,?,28,http://www.cmohs.org/recipient-detail/1540/albee-george-e.php,"Lisbon, N.H.","Brazos River, Texas, USA",-95,"Albee, George E.",U.S. Army,First Lieutenant
-1,,-1,-1,-1,-1,-1,-1,Gallant conduct during campaigns and engagements with Apaches.,,True,Indian Scouts,"Camp Verde, Ariz.",-1--1--1,?,37,http://www.cmohs.org/recipient-detail/1541/alchesay-william.php,"1853, Arizona Territory",United States,-95,"Alchesay, William",U.S. Army,Sergeant
55,New York,-1,-1,-1,4,12,1859,"Fighting with the relief expedition of the Allied forces on 13, 20, 21, and 22 June 1900, Allen distinguished himself by meritorious conduct.",,True,,,-1--1--1,?,54,http://www.cmohs.org/recipient-detail/2290/allen-edward.php," Amsterdam, Holland",Europe,15,"Allen, Edward",U.S. Navy,Boatswain's Mate First Class
-1,,27,3,1873,-1,-1,-1,Gallantry in action.,Company I,True,23d U.S. Infantry,"Lansingburg, N.Y.",1873-3-27,?,34,http://www.cmohs.org/recipient-detail/1542/allen-william.php,"Brightstown, N.Y.","Arizona, USA",-111,"Allen, William",U.S. Army,First Sergeant
-1,,5,10,1870,-1,-1,-1,Gallantry during the pursuit and fight with Indians.,Company M,True,6th U.S. Cavalry,,1870-10-5,?,33,http://www.cmohs.org/recipient-detail/1543/anderson-james.php,Canada East,"Wichita River, Texas, USA",-99,"Anderson, James",U.S. Army,Private
-1,,28,2,1967,22,1,1947,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty. Company F was advancing in dense jungle northwest of Cam Lo in an effort to extract a heavily besieged reconnaissance patrol. Pfc. Anderson's platoon was the lead element and had advanced only about 200 meters when they were brought under extremely intense enemy small-arms and automatic weapons fire. The platoon reacted swiftly, getting on line as best they could in the thick terrain, and began returning fire. Pfc. Anderson found himself tightly bunched together with the other members of the platoon only 20 meters from the enemy positions. As the fire fight continued several of the men were wounded by the deadly enemy assault. Suddenly, an enemy grenade landed in the midst of the marines and rolled alongside Pfc. Anderson's head. Unhesitatingly and with complete disregard for his personal safety, he reached out, grasped the grenade, pulled it to his chest and curled around it as it went off. Although several marines received shrapnel from the grenade, his body absorbed the major force of the explosion. In this singularly heroic act, Pfc. Anderson saved his comrades from serious injury and possible death. His personal heroism, extraordinary valor, and inspirational supreme self-sacrifice reflected great credit upon himself and the Marine Corps and upheld the highest traditions of the U.S. Naval Service. He gallantly gave his life for his country.","Company F, 2d Battalion",True,"3d Marines, 3d Marine Division","Los Angeles, Calif.",1967-2-28,?,10,http://www.cmohs.org/recipient-detail/3214/anderson-james-jr.php," Los Angeles, Calif.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Anderson, James, Jr.",U.S. Marine Corps,Private First Class
-1,Washington,-1,-1,-1,26,6,1921,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving with the 4th Marine Division during action against enemy Japanese forces on Roi Island, Kwajalein Atoll, Marshall Islands, 1 February 1944. Entering a shell crater occupied by 3 other marines, Pfc. Anderson was preparing to throw a grenade at an enemy position when it slipped from his hands and rolled toward the men at the bottom of the hole. With insufficient time to retrieve the armed weapon and throw it, Pfc. Anderson fearlessly chose to sacrifice himself and save his companions by hurling his body upon the grenade and taking the full impact of the explosion. His personal valor and exceptional spirit of loyalty in the face of almost certain death were in keeping with the highest traditions of the U.S. Naval Service. He gallantly gave his life for his country.",,True,,,-1--1--1,?,9,http://www.cmohs.org/recipient-detail/2617/anderson-richard-beatty.php," Tacoma, Wash.","Roi-Namur, Kwajalein Atoll, RMI",167,"Anderson, Richard Beatty",U.S. Marine Corps,Private First Class
-1,,24,8,1969,16,4,1948,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving as an assistant team leader with Company E, in connection with combat operations against an armed enemy. While conducting a patrol during the early morning hours L/Cpl. Anderson's reconnaissance team came under a heavy volume of automatic weapons and machine gun fire from a numerically superior and well concealed enemy force. Although painfully wounded in both legs and knocked to the ground during the initial moments of the fierce fire fight, L/Cpl. Anderson assumed a prone position and continued to deliver intense suppressive fire in an attempt to repulse the attackers. Moments later he was wounded a second time by an enemy soldier who had approached to within 8 feet of the team's position. Undaunted, he continued to pour a relentless stream of fire at the assaulting unit, even while a companion was treating his leg wounds. Observing an enemy grenade land between himself and the other marine, L/Cpl. Anderson immediately rolled over and covered the lethal weapon with his body, absorbing the full effects of the detonation. By his indomitable courage, inspiring initiative, and selfless devotion to duty, L/Cpl. Anderson was instrumental in saving several marines from serious injury or possible death. His actions were in keeping with the highest traditions of the Marine Corps and of the U.S. Naval Service. He gallantly gave his life in the service of his country.","Company E, 3d Reconnaissance Battalion",True,3d Marine Division,"Houston, Tex.",1969-8-24,?,10,http://www.cmohs.org/recipient-detail/3215/anderson-richard-a.php," Washington, D.C.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Anderson, Richard A.",U.S. Marine Corps,Lance Corporal
-1,,15,10,1967,15,7,1933,"Sfc. Anderson (then S/Sgt.), distinguished himself by conspicuous gallantry and intrepidity in action while serving as chief of section in Battery A, against a hostile force. During the early morning hours Battery A's defensive position was attacked by a determined North Vietnamese Army infantry unit supported by heavy mortar, recoilless rifle, rocket propelled grenade and automatic weapon fire. The initial enemy onslaught breached the battery defensive perimeter. Sfc. Anderson, with complete disregard for his personal safety, mounted the exposed parapet of his howitzer position and became the mainstay of the defense of the battery position. Sfc. Anderson directed devastating direct howitzer fire on the assaulting enemy while providing rifle and grenade defensive fire against enemy soldiers attempting to overrun his gun section position. While protecting his crew and directing their fire against the enemy from his exposed position, 2 enemy grenades exploded at his feet knocking him down and severely wounding him in the legs. Despite the excruciating pain and though not able to stand, Sfc. Anderson valorously propped himself on the parapet and continued to direct howitzer fire upon the closing enemy and to encourage his men to fight on. Seeing an enemy grenade land within the gun pit near a wounded member of his gun crew, Sfc. Anderson heedless of his own safety, seized the grenade and attempted to throw it over the parapet to save his men. As the grenade was thrown from the position it exploded and Sfc. Anderson was again grievously wounded. Although only partially conscious and severely wounded, Sfc. Anderson refused medical evacuation and continued to encourage his men in the defense of the position. Sfc. Anderson by his inspirational leadership, professionalism, devotion to duty and complete disregard for his welfare was able to maintain the defense of his section position and to defeat a determined attack. Sfc. Anderson's gallantry and extraordinary heroism at the risk of his life above and beyond the call of duty are in the highest traditions of the military service and reflect great credit upon himself, his unit, and the U.S. Army.","Battery A, 2d Battalion",True,"320th Field Artillery, 101st Airborne Infantry Division","Winnsboro, S.C.",1967-10-15,?,15,http://www.cmohs.org/recipient-detail/3216/anderson-webster.php," Winnsboro, S.C.","Tam Ky, Tam Ng?c, tp. Tam K?, Quang Nam Province, Vietnam",108,"Anderson, Webster",U.S. Army,Sergeant First Class
-1,New York,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Powhatan, 28 June 1878. Acting courageously, Anderson rescued from drowning W. H. Moffatt, first class boy.",,True,,,-1--1--1,?,-1,http://www.cmohs.org/recipient-detail/1988/anderson-william.php,"1852, Sweden",,-1,"Anderson, William",U.S. Navy,Coxswain
176,Maryland,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Benicia in action against Korean forts on 9 and 10 June 1871. Stationed at the lead in passing the forts, Andrews stood on the gunwale on the Benicia's launch, lashed to the ridgerope. He remained unflinchingly in this dangerous position and gave his soundings with coolness and accuracy under a heavy fire.",,True,,,-1--1--1,?,35,http://www.cmohs.org/recipient-detail/1972/andrews-john.php,"1821, York County, Pennsylvania",South Korea,127,"Andrews, John",U.S. Navy,Ordinary Seaman
-1,,-1,-1,-1,17,12,1907,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while interned as a prisoner of war of the enemy Japanese in the city of Makassar, Celebes, Netherlands East Indies, in April 1942. Acting instantly on behalf of a naval officer who was subjected to a vicious clubbing by a frenzied Japanese guard venting his insane wrath upon the helpless prisoner, Comdr. (then Lt.) Antrim boldly intervened, attempting to quiet the guard and finally persuading him to discuss the charges against the officer. With the entire Japanese force assembled and making extraordinary preparations for the threatened beating, and with the tension heightened by 2,700 Allied prisoners rapidly closing in, Comdr. Antrim courageously appealed to the fanatic enemy, risking his own life in a desperate effort to mitigate the punishment. When the other had been beaten unconscious by 15 blows of a hawser and was repeatedly kicked by 3 soldiers to a point beyond which he could not survive, Comdr. Antrim gallantly stepped forward and indicated to the perplexed guards that he would take the remainder of the punishment, throwing the Japanese completely off balance in their amazement and eliciting a roar of acclaim from the suddenly inspired Allied prisoners. By his fearless leadership and valiant concern for the welfare of another, he not only saved the life of a fellow officer and stunned the Japanese into sparing his own life but also brought about a new respect for American officers and men and a great improvement in camp living conditions. His heroic conduct throughout reflects the highest credit upon Comdr. Antrim and the U.S. Naval Service.",,True,,Indiana,-1--1--1,?,-5,http://www.cmohs.org/recipient-detail/2619/antrim-richard-nott.php," Peru, Ind.","Makassar, Makassar, South Sulawesi, Indonesia",119,"Antrim, Richard Nott",U.S. Navy,Commander
-1,,-1,-1,-1,12,10,1931,"Sfc. Ashley, distinguished himself by conspicuous gallantry and intrepidity while serving with Detachment A-101, Company C. Sfc. Ashley was the senior special forces Advisor of a hastily organized assault force whose mission was to rescue entrapped U.S. special forces advisors at Camp Lang Vei. During the initial attack on the special forces camp by North Vietnamese army forces, Sfc. Ashley supported the camp with high explosive and illumination mortar rounds. When communications were lost with the main camp, he assumed the additional responsibility of directing air strikes and artillery support. Sfc. Ashley organized and equipped a small assault force composed of local friendly personnel. During the ensuing battle, Sfc. Ashley led a total of 5 vigorous assaults against the enemy, continuously exposing himself to a voluminous hail of enemy grenades, machine gun and automatic weapons fire. Throughout these assaults, he was plagued by numerous booby-trapped satchel charges in all bunkers on his avenue of approach. During his fifth and final assault, he adjusted air strikes nearly on top of his assault element, forcing the enemy to withdraw and resulting in friendly control of the summit of the hill. While exposing himself to intense enemy fire, he was seriously wounded by machine gun fire but continued his mission without regard for his personal safety. After the fifth assault he lost consciousness and was carried from the summit by his comrades only to suffer a fatal wound when an enemy artillery round landed in the area. Sfc. Ashley displayed extraordinary heroism in risking his life in an attempt to save the lives of his entrapped comrades and commanding officer. His total disregard for his personal safety while exposed to enemy observation and automatic weapons fire was an inspiration to all men committed to the assault. The resolute valor with which he led 5 gallant charges placed critical diversionary pressure on the attacking enemy and his valiant efforts carved a channel in the overpowering enemy forces and weapons positions through which the survivors of Camp Lang Vei eventually escaped to freedom. Sfc. Ashley's bravery at the cost of his life was in the highest traditions of the military service, and reflects great credit upon himself, his unit, and the U.S. Army.",Company C,True,"5th Special Forces Group (Airborne), 1st Special Forces","New York, N.Y.",-1--1--1,?,10,http://www.cmohs.org/recipient-detail/3217/ashley-eugene-jr.php," Wilmington, N.C.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Ashley, Eugene, Jr.",U.S. Army,Sergeant First Class
-1,,30,5,1868,-1,-1,-1,"With 2 other men he volunteered to search for a wagon passage out of a 4,000-foot valley wherein an infantry column was immobile. This small group passed 6 miles among hostile Apache terrain finding the sought passage. On their return trip down the canyon they were attacked by Apaches who were successfully held at bay.",Company L,True,8th U.S. Cavalry,,1868-5-30,?,33,http://www.cmohs.org/recipient-detail/1544/aston-edgar-r.php,"Clermont County, Ohio","San Carlos, AZ, USA",-110,"Aston, Edgar R.",U.S. Army,Private
489,Virginia,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Cushing, 11 February 1898. Showing gallant conduct, Atkins attempted to save the life of the late Ens. Joseph C. Breckenridge, U.S. Navy, who fell overboard at sea from that vessel on this date.",,True,,,-1--1--1,?,-1,http://www.cmohs.org/recipient-detail/1989/atkins-daniel.php,"1867, Brunswick, Va.",,-1,"Atkins, Daniel",U.S. Navy,"Ship's Cook, First Class"
45,Massachusetts,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Richmond, Mobile Bay, 5 August 1864; commended for coolness and energy in supplying the rifle ammunition, which was under his sole charge, in the action in Mobile Bay on the morning of 5 August 1864. He was a petty officer on board the U.S. Frigate Congress in 1842-46; was present and assisted in capturing the whole of the Buenos Ayrean fleet by that vessel off Montevideo; joined the Richmond in September 1860; was in the action with Fort McRea, the Head of the Passes of the Mississippi, Forts Jackson and St. Philip, the Chalmettes, the rebel ironclads and gunboats below New Orleans, Vicksburg, Port Hudson, and at the surrender of New Orleans.",,True,,,-1--1--1,?,-34,http://www.cmohs.org/recipient-detail/43/atkinson-thomas-e.php,"1824, Salem, Mass.","Montevideo, Uruguay",-56,"Atkinson, Thomas E.",U.S. Navy,Yeoman
-1,New York,-1,-1,-1,-1,-1,-1,"On board the U.S.S. Lancaster, Marseille, France, 20 November 1883. Jumping overboard, Auer rescued from drowning a French lad who had fallen into the sea from a stone pier astern of the ship.",,True,,,-1--1--1,?,43,http://www.cmohs.org/recipient-detail/1990/auer-john-f.php,"1866, New York","Marseille, France",5,"Auer, John F.",U.S. Navy,Ordinary Seaman Apprentice
-1,,23,2,1969,15,1,1948,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving as an assistant machine gunner with Company E, in connection with operations against enemy forces. During the early morning hours Pfc. Austin's observation post was subjected to a fierce ground attack by a large North Vietnamese Army force supported by a heavy volume of hand grenades, satchel charges, and small arms fire. Observing that 1 of his wounded companions had fallen unconscious in a position dangerously exposed to the hostile fire, Pfc. Austin unhesitatingly left the relative security of his fighting hole and, with complete disregard for his safety, raced across the fire-swept terrain to assist the marine to a covered location. As he neared the casualty, he observed an enemy grenade land nearby and, reacting instantly, leaped between the injured marine and the lethal object, absorbing the effects of its detonation. As he ignored his painful injuries and turned to examine the wounded man, he saw a North Vietnamese Army soldier aiming a weapon at his unconscious companion. With full knowledge of the probable consequences and thinking only to protect the marine, Pfc. Austin resolutely threw himself between the casualty and the hostile soldier, and, in doing, was mortally wounded. Pfc. Austin's indomitable courage, inspiring initiative and selfless devotion to duty upheld the highest traditions of the Marine Corps and the U.S. Naval Service. He gallantly gave his life for his country.","Company E, 2d Battalion",True,"7th Marines, 1st Marine Division","Phoenix, Ariz.",1969-2-23,?,10,http://www.cmohs.org/recipient-detail/3218/austin-oscar-p.php," Nacogdoches, Tex.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Austin, Oscar P.",U.S. Marine Corps,Private First Class
-1,,29,12,1890,-1,-1,-1,"While the Indians were concealed in a ravine, assisted men on the skirmish line, directing their fire, etc., and using every effort to dislodge the enemy.",Company E,True,7th U.S. Cavalry,"New York, N.Y.",1890-12-29,?,43,http://www.cmohs.org/recipient-detail/1545/austin-william-g.php,"Galveston, Tex.","Wounded Knee Creek, West Shannon, SD, USA",-102,"Austin, William G.",U.S. Army,Sergeant
-1,,5,6,1862,10,9,1840,Handled his battery with greatest coolness amidst the hottest fire.,,True,1st New York Marine Artillery,"Providence, R.I.",1862-6-5,?,35,http://www.cmohs.org/recipient-detail/45/avery-william-b.php," Providence, R.I.","Tranters Creek, North Carolina, USA",-77,"Avery, William B.",U.S. Army,Lieutenant
-1,,23,4,1875,-1,-1,-1,"Rapid pursuit, gallantry, energy, and enterprise in an engagement with Indians.",Company H,True,6th U.S. Cavalry,,1875-4-23,?,39,http://www.cmohs.org/recipient-detail/1546/ayers-james-f.php,"Collinstown, Va.","Sappa Creek, Kansas, USA",-100,"Ayers, James F.",U.S. Army,Private
-1,,16,5,1869,-1,-1,-1,"While serving with a scouting column, this officer's troop was attacked by a vastly superior force of Indians. Advancing to high ground, he dismounted his men, remaining mounted himself to encourage them, and there fought the Indians until relieved, his horse being wounded.",,True,5th U.S. Cavalry,"Stonington, Conn.",1869-5-16,?,40,http://www.cmohs.org/recipient-detail/1547/babcock-john-b.php,"New Orleans, La.","Spring Creek, NE, USA",-96,"Babcock, John B.",U.S. Army,First Lieutenant
