3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,-1,,unknown,Judicial Power,Supreme Court supervision of lower federal or state courts or original jurisdiction,judicial review (state level),1952-012,1952-012-01-01,reversed,Vinson,17,11/17/1952,11,1952,17,11/17/1952,11,1952,17,11/17/1952,11,1952,conservative,per curiam,False,reversed,False,100,4,October/04/1953,10,1953,1952-012-01,90040,cert,1,Constitution,97 L. Ed. 2d 114,1952 U.S. LEXIS 1518,liberal,8,-1,unknown,unknown,-1,unknown,unknown,1,"SWEENEY, SHERIFF, v. WOODALL",1303,103,Ohio Northern U.S. District Court,,3,State,28,Ohio,False,no reason given,person convicted of crime,126,,73 S. Ct. 139,26,"U.S. Court of Appeals, Sixth Circuit",,False,12,October/12/1949,10,1949,1952,comity: habeas corpus ,False,no unconstitutionality,False,344 U.S. 86,1952-012-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,First Amendment,judicial review (state level),,1952-013,1952-013-01-01,reversed and remanded,Vinson,1,2/1/1952,2,1952,14,10/14/1952,10,1952,24,11/24/1952,11,1952,liberal,court opinion,False,reversed,False,3,4,October/04/1953,10,1953,1952-013-01,30160,appeal,2,Constitutional Amendment,97 L. Ed. 2d 120,1952 U.S. LEXIS 2666,conservative,8,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,1,KEDROFF ET AL. v. SAINT NICHOLAS CATHEDRAL OF THE RUSSIAN ORTHODOX CHURCH IN NORTH AMERICA,1303,302,State Trial Court,North Carolina,3,"religious organization, institution, or person",130,,False,case did not arise on cert or cert not granted,"religious organization, institution, or person",130,,73 S. Ct. 143,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,free exercise of religion,False,state/territorial,False,344 U.S. 94,1952-013-01-01-01,favorable disposition for petitioning party
False,28,,Department or Secretary of State,Civil Rights,statutory construction,,1952-014,1952-014-01-01,reversed and remanded,Vinson,17,10/17/1952,10,1952,17,10/17/1952,10,1952,24,11/24/1952,11,1952,liberal,court opinion,False,affirmed,False,15,4,October/04/1953,10,1953,1952-014-01,20280,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 146,1952 U.S. LEXIS 1496,conservative,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,4,"MANDOLI v. ACHESON, SECRETARY OF STATE",1303,55,District Of Columbia U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,no reason given,Department or Secretary of State,328,,73 S. Ct. 135,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1952,"immigration and naturalization: loss of citizenship, denaturalization ",False,no unconstitutionality,False,344 U.S. 133,1952-014-01-01-01,favorable disposition for petitioning party
True,-1,,unknown,Judicial Power,Supreme Court supervision of lower federal or state courts or original jurisdiction,,1952-015,1952-015-01-01,"stay, petition, or motion granted",Vinson,24,11/24/1952,11,1952,24,11/24/1952,11,1952,24,11/24/1952,11,1952,liberal,per curiam,False,unknown,False,8,4,October/04/1953,10,1953,1952-015-01,90340,appeal,-1,unknown,97 L. Ed. 2d 152,1952 U.S. LEXIS 1497,conservative,9,-1,unknown,unknown,-1,unknown,unknown,0,BROWN ET AL. v. BOARD OF EDUCATION OF TOPEKA ET AL.,1303,72,Kansas U.S. District Court,,3,racial or ethnic minority student or applicant for admission to an educational institution,224,,False,case did not arise on cert or cert not granted,local school district or board of education,21,Kansas,73 S. Ct. 124,72,Kansas U.S. District Court,,False,12,October/12/1949,10,1949,1952,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753) ",False,no unconstitutionality,True,344 U.S. 141,1952-015-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,Supreme Court supervision of lower federal or state courts or original jurisdiction,,1952-016,1952-016-01-01,vacated and remanded,Vinson,16,10/16/1951,10,1951,16,10/16/1951,10,1951,8,12/8/1952,12,1952,liberal,court opinion,True,petition denied or appeal dismissed,False,4,4,October/04/1953,10,1953,1952-016-01,90180,cert,-1,unknown,97 L. Ed. 2d 153,1952 U.S. LEXIS 1454,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,1,"DIXON v. DUFFY, WARDEN",1303,302,State Trial Court,North Carolina,3,person convicted of crime,126,,False,to resolve important or significant question,State,28,California,73 S. Ct. 193,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,no merits: adequate non-federal grounds for decision ,False,no unconstitutionality,False,344 U.S. 143,1952-016-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Due Process,judicial review (national level),,1952-017,1952-017-01-01,reversed,Vinson,20,10/20/1952,10,1952,20,10/20/1952,10,1952,8,12/8/1952,12,1952,liberal,court opinion,False,unknown,False,16,4,October/04/1953,10,1953,1952-017-01,40070,cert,2,Constitutional Amendment,97 L. Ed. 2d 157,1952 U.S. LEXIS 2631,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,2,"UNITED STATES v. CALTEX (PHILIPPINES), INC. ET AL.",1303,3,"U.S. Court of Claims, Court of Federal Claims",,3,United States,27,,False,to resolve question presented,"oil company, or natural gas producer",198,,73 S. Ct. 200,3,"U.S. Court of Claims, Court of Federal Claims",,False,12,October/12/1949,10,1949,1952,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,344 U.S. 149,1952-017-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1952-018,1952-018-01-01,affirmed (includes modified),Vinson,10,11/10/1952,11,1952,10,11/10/1952,11,1952,8,12/8/1952,12,1952,liberal,court opinion,False,petition denied or appeal dismissed,False,37,4,October/04/1953,10,1953,1952-018-01,80110,cert,1,Constitution,97 L. Ed. 2d 168,1952 U.S. LEXIS 2650,liberal,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,4,"LLOYD A. FRY ROOFING CO. v. WOOD ET AL., MEMBERS OF THE ARKANSAS PUBLIC SERVICE COMMISSION",1303,302,State Trial Court,North Carolina,3,"trucking company, or motor carrier",245,,False,to resolve question presented,"state commission, board, committee, or authority",4,Arkansas,73 S. Ct. 204,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",False,no unconstitutionality,False,344 U.S. 157,1952-018-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Federal Taxation,statutory construction,interpretation of administrative regulation or rule,1952-019,1952-019-01-01,reversed,Vinson,12,11/12/1952,11,1952,12,11/12/1952,11,1952,8,12/8/1952,12,1952,conservative,court opinion,False,petition denied or appeal dismissed,False,79,4,October/04/1953,10,1953,1952-019-01,120010,certification,3,Federal Statute,97 L. Ed. 2d 186,1952 U.S. LEXIS 2766,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,ALISON v. UNITED STATES,1303,111,Pennsylvania Western U.S. District Court,,3,"taxpayer or executor of taxpayer's estate, federal only",240,,False,case did not arise on cert or cert not granted,United States,27,,73 S. Ct. 191,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1952,"federal taxation, typically under provisions of the Internal Revenue Code ",False,no unconstitutionality,False,344 U.S. 167,1952-019-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Civil Rights,statutory construction,,1952-020,1952-020-01-01,reversed and remanded,Vinson,1,11/1/1952,11,1952,1,11/1/1952,11,1952,8,12/8/1952,12,1952,conservative,court opinion,False,affirmed,False,242,4,October/04/1953,10,1953,1952-020-01,20160,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 197,1952 U.S. LEXIS 1455,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,"BAILESS, COUNTY TREASURER, ET AL. v. PAUKUNE",1303,302,State Trial Court,North Carolina,3,"governmental official, or an official of an agency established under an interstate compact",19,Oklahoma,False,no reason given,"Indian, including Indian tribe or nation",170,,73 S. Ct. 198,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,"Indians, state jurisdiction over",False,no unconstitutionality,False,344 U.S. 171,1952-020-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Due Process,statutory construction,,1952-021,1952-021-01-01,affirmed (includes modified),Vinson,17,11/17/1952,11,1952,17,11/17/1952,11,1952,8,12/8/1952,12,1952,liberal,court opinion,False,reversed,False,27,4,October/04/1953,10,1953,1952-021-01,40010,cert,3,Federal Statute,97 L. Ed. 2d 200,1952 U.S. LEXIS 1456,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,1,UNITED STATES v. CARDIFF,1303,128,Washington Eastern U.S. District Court,,3,United States,27,,False,no reason given,"person accused, indicted, or suspected of crime",100,,73 S. Ct. 189,29,"U.S. Court of Appeals, Ninth Circuit",,False,12,October/12/1949,10,1949,1952,"due process: miscellaneous (cf. loyalty oath), the residual code",False,act of congress,False,344 U.S. 174,1952-021-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1952-022,1952-022-01-01,petition denied or appeal dismissed,Vinson,13,11/13/1952,11,1952,13,11/13/1952,11,1952,8,12/8/1952,12,1952,conservative,court opinion,False,affirmed,False,43,4,October/04/1953,10,1953,1952-022-01,90380,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 204,1952 U.S. LEXIS 2664,conservative,7,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,2,"MONTGOMERY BUILDING & CONSTRUCTION TRADES COUNCIL ET AL. v. LEDBETTER ERECTION CO., INC.",1303,302,State Trial Court,North Carolina,3,"union, labor organization, or official of",249,,False,no reason given,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 196,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,judicial administration: review of non-final order ,False,no unconstitutionality,False,344 U.S. 178,1952-022-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,First Amendment,judicial review (state level),,1952-023,1952-023-01-01,reversed,Vinson,16,11/16/1952,11,1952,16,11/16/1952,11,1952,15,12/15/1952,12,1952,liberal,court opinion,False,affirmed,False,14,4,October/04/1953,10,1953,1952-023-01,30110,appeal,2,Constitutional Amendment,97 L. Ed. 2d 216,1952 U.S. LEXIS 1430,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,0,WIEMAN et al. v. UPDEGRAFF et al.,1303,302,State Trial Court,North Carolina,3,governmental employee or job applicant,8,Oklahoma,False,case did not arise on cert or cert not granted,"state or local governmental taxpayer, or executor of the estate of",25,Oklahoma,73 S. Ct. 215,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,loyalty oath: teachers,False,state/territorial,False,344 U.S. 183,1952-023-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1952-024,1952-024-01-01,affirmed (includes modified),Vinson,12,11/12/1952,11,1952,12,11/12/1952,11,1952,15,12/15/1952,12,1952,conservative,court opinion,False,affirmed,False,41,4,October/04/1953,10,1953,1952-024-01,10370,cert,5,Other,97 L. Ed. 2d 231,1952 U.S. LEXIS 1431,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,1,SCHWARTZ v. TEXAS,1303,302,State Trial Court,North Carolina,3,"person accused, indicted, or suspected of crime",100,,False,no reason given,State,28,Texas,73 S. Ct. 232,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,Federal Rules of Criminal Procedure ,False,no unconstitutionality,False,344 U.S. 199,1952-024-01-01-01,no favorable disposition for petitioning party
False,57,,Federal Trade Commission,Judicial Power,statutory construction,,1952-025,1952-025-01-01,petition denied or appeal dismissed,Vinson,15,10/15/1952,10,1952,15,10/15/1952,10,1952,22,12/22/1952,12,1952,conservative,court opinion,False,reversed,False,11,4,October/04/1953,10,1953,1952-025-01,90480,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 245,1952 U.S. LEXIS 2639,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,2,FEDERAL TRADE COMMISSION v. MINNEAPOLIS-HONEYWELL REGULATOR CO.,1303,27,"U.S. Court of Appeals, Seventh Circuit",,3,Federal Trade Commission,357,,False,no reason given,manufacturer,184,,73 S. Ct. 245,27,"U.S. Court of Appeals, Seventh Circuit",,False,12,October/12/1949,10,1949,1952,judicial administration: untimely filing ,False,no unconstitutionality,False,344 U.S. 206,1952-025-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Unions,statutory construction,,1952-026,1952-026-01-01,affirmed (includes modified),Vinson,18,11/18/1952,11,1952,18,11/18/1952,11,1952,22,12/22/1952,12,1952,conservative,court opinion,False,unknown,False,47,4,October/04/1953,10,1953,1952-026-01,70040,cert,3,Federal Statute,97 L. Ed. 2d 260,1952 U.S. LEXIS 2662,conservative,8,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,1,UNITED STATES v. UNIVERSAL C. I. T. CREDIT CORPORATION ET AL.,1303,87,Missouri Western U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 227,87,Missouri Western U.S. District Court,,False,12,October/12/1949,10,1949,1952,Fair Labor Standards Act,False,no unconstitutionality,False,344 U.S. 218,1952-026-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1952-027,1952-027-01-01,affirmed (includes modified),Vinson,17,11/17/1952,11,1952,17,11/17/1952,11,1952,22,12/22/1952,12,1952,conservative,court opinion,False,affirmed,False,42,4,October/04/1953,10,1953,1952-027-01,80190,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 276,1952 U.S. LEXIS 2784,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,2,"F. W. WOOLWORTH CO. v. CONTEMPORARY ARTS, INC.",1303,80,Massachusetts U.S. District Court,,3,retail business or outlet,238,,False,federal court conflict,"author, copyright holder",112,,73 S. Ct. 222,21,"U.S. Court of Appeals, First Circuit",,False,12,October/12/1949,10,1949,1952,patents and copyrights: copyright,False,no unconstitutionality,False,344 U.S. 228,1952-027-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1952-028,1952-028-01-01,reversed,Vinson,13,11/13/1952,11,1952,13,11/13/1952,11,1952,22,12/22/1952,12,1952,conservative,court opinion,False,reversed,False,44,4,October/04/1953,10,1953,1952-028-01,90320,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 291,1952 U.S. LEXIS 2647,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,1,"PUBLIC SERVICE COMMISSION OF UTAH ET AL. v. WYCOFF COMPANY, INC.",1303,123,Utah U.S. District Court,,3,"state commission, board, committee, or authority",4,Utah,False,no reason given,"shipper, including importer and exporter",234,,73 S. Ct. 236,30,"U.S. Court of Appeals, Tenth Circuit",,False,12,October/12/1949,10,1949,1952,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,344 U.S. 237,1952-028-01-01-01,favorable disposition for petitioning party
True,66,,Interstate Commerce Commission,Judicial Power,statutory construction,interpretation of administrative regulation or rule,1952-029,1952-029-01-01,affirmed (includes modified),Vinson,15,10/15/1952,10,1952,15,10/15/1952,10,1952,22,12/22/1952,12,1952,conservative,court opinion,False,petition denied or appeal dismissed,False,9,4,October/04/1953,10,1953,1952-029-01,90120,appeal,3,Federal Statute,97 L. Ed. 2d 301,1952 U.S. LEXIS 2649,conservative,6,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,3,"KING ET AL., CONSTITUTING THE FLORIDA RAILROAD AND PUBLIC UTILITIES COMMISSION, v. UNITED STATES ET AL.",1303,57,Florida Northern U.S. District Court,,3,"state commission, board, committee, or authority",4,Florida,False,case did not arise on cert or cert not granted,United States,27,,73 S. Ct. 259,57,Florida Northern U.S. District Court,,False,12,October/12/1949,10,1949,1952,judicial review of administrative agency's or administrative official's actions and procedures,False,no unconstitutionality,False,344 U.S. 254,1952-029-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1952-030,1952-030-01-01,affirmed (includes modified),Vinson,10,11/10/1952,11,1952,10,11/10/1952,11,1952,22,12/22/1952,12,1952,conservative,court opinion,True,reversed,False,38,4,October/04/1953,10,1953,1952-030-01,80200,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 319,1952 U.S. LEXIS 2663,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,2,"STEELE ET AL. v. BULOVA WATCH CO., INC.",1303,122,Texas Western U.S. District Court,,3,"business, corporation",122,,False,no reason given,"inventor, patent assigner, trademark owner or holder",172,,73 S. Ct. 252,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1952,patents and copyrights: trademark,False,no unconstitutionality,False,344 U.S. 280,1952-030-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Due Process,statutory construction,,1952-031,1952-031-01-01,reversed,Vinson,19,12/19/1952,12,1952,19,12/19/1952,12,1952,12,1/12/1953,1,1953,liberal,court opinion,False,affirmed,False,203,4,October/04/1953,10,1953,1952-031-01,40020,cert,3,Federal Statute,97 L. Ed. 2d 333,1953 U.S. LEXIS 2632,conservative,9,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,"CITY OF NEW YORK v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",1303,53,Connecticut U.S. District Court,,3,"city, town, township, village, or borough government or governmental unit",3,New York,False,to resolve question presented,railroad,231,,73 S. Ct. 299,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1952,due process: hearing or notice (other than as pertains to government employees or prisoners' rights) ,False,no unconstitutionality,False,344 U.S. 293,1952-031-01-01-01,favorable disposition for petitioning party
False,66,,Interstate Commerce Commission,Economic Activity,statutory construction,,1952-032,1952-032-01-01,affirmed (includes modified),Vinson,17,11/17/1952,11,1952,17,11/17/1952,11,1952,12,1/12/1953,1,1953,conservative,court opinion,False,unknown,False,26,4,October/04/1953,10,1953,1952-032-01,80240,appeal,3,Federal Statute,97 L. Ed. 2d 337,1953 U.S. LEXIS 2561,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,2,"AMERICAN TRUCKING ASSOCIATIONS, INC. ET AL. v. UNITED STATES ET AL.",1303,42,Alabama Northern U.S. District Court,,3,"trucking company, or motor carrier",245,,False,case did not arise on cert or cert not granted,United States,27,,73 S. Ct. 307,42,Alabama Northern U.S. District Court,,False,12,October/12/1949,10,1949,1952,"federal and some few state regulation of transportation regulation:truck, or motor carrier",False,no unconstitutionality,False,344 U.S. 298,1952-032-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1952-033,1952-033-01-01,reversed,Vinson,8,12/8/1952,12,1952,8,12/8/1952,12,1952,12,1/12/1953,1,1953,conservative,court opinion,False,reversed,False,60,4,October/04/1953,10,1953,1952-033-01,80050,cert,3,Federal Statute,97 L. Ed. 2d 367,1953 U.S. LEXIS 2556,liberal,5,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,4,PENNSYLVANIA RAILROAD CO. v. O'ROURKE,1303,94,New York Eastern U.S. District Court,,3,railroad,231,,False,putative conflict,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 302,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1952,election of remedies: legal remedies available to injured persons or things,False,no unconstitutionality,False,344 U.S. 334,1952-033-01-01-01,favorable disposition for petitioning party
False,82,,National Labor Relations Board,Unions,interpretation of administrative regulation or rule,statutory construction,1952-034,1952-034-01-01,reversed,Vinson,19,12/19/1952,12,1952,19,12/19/1952,12,1952,12,1/12/1953,1,1953,conservative,court opinion,False,modify,False,217,4,October/04/1953,10,1953,1952-034-01,70080,cert,3,Federal Statute,97 L. Ed. 2d 377,1953 U.S. LEXIS 2633,liberal,8,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,1,"NATIONAL LABOR RELATIONS BOARD v. SEVEN-UP BOTTLING COMPANY OF MIAMI, INC.",1303,25,"U.S. Court of Appeals, Fifth Circuit",,3,"National Labor Relations Board, or regional office or officer",382,,False,to resolve important or significant question,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 287,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1952,labor-management disputes: employee discharge,False,no unconstitutionality,False,344 U.S. 344,1952-034-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,Supreme Court supervision of lower federal or state courts or original jurisdiction,,1952-035,1952-035-01-01,petition denied or appeal dismissed,Vinson,19,11/19/1952,11,1952,19,11/19/1952,11,1952,12,1/12/1953,1,1953,conservative,court opinion,False,affirmed,False,85,4,October/04/1953,10,1953,1952-035-01,90180,cert,-1,unknown,97 L. Ed. 2d 387,1953 U.S. LEXIS 2488,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,2,EDELMAN v. CALIFORNIA,1303,302,State Trial Court,North Carolina,3,"protester, demonstrator, picketer or pamphleteer (non-employment related), or non-indigent loiterer",218,,False,to resolve important or significant question,State,28,California,73 S. Ct. 293,301,State Appellate Court,California,False,12,October/12/1949,10,1949,1952,no merits: adequate non-federal grounds for decision ,False,no unconstitutionality,False,344 U.S. 357,1952-035-01-01-01,no favorable disposition for petitioning party
False,117,Texas,State Agency,Federalism,statutory construction,,1952-036,1952-036-01-01,affirmed (includes modified),Vinson,17,12/17/1952,12,1952,17,12/17/1952,12,1952,19,1/19/1953,1,1953,conservative,court opinion,False,affirmed,False,179,4,October/04/1953,10,1953,1952-036-01,100030,appeal,3,Federal Statute,97 L. Ed. 2d 395,1953 U.S. LEXIS 2469,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,1,SOUTH BUFFALO RAILWAY CO. v. AHERN ET AL.,1303,301,State Appellate Court,California,3,railroad,231,,False,case did not arise on cert or cert not granted,"employee, or job applicant, including beneficiaries of",145,,73 S. Ct. 340,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1952,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,False,no unconstitutionality,False,344 U.S. 367,1952-036-01-01-01,no favorable disposition for petitioning party
False,82,,National Labor Relations Board,First Amendment,Supreme Court supervision of lower federal or state courts or original jurisdiction,statutory construction,1952-037,1952-037-01-01,reversed,Vinson,15,12/15/1952,12,1952,15,12/15/1952,12,1952,2,2/2/1953,2,1953,liberal,court opinion,False,vacated,False,97,4,October/04/1953,10,1953,1952-037-01,30070,cert,3,Federal Statute,97 L. Ed. 2d 407,1953 U.S. LEXIS 2628,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,0,"NATIONAL LABOR RELATIONS BOARD v. DANT ET AL., DOING BUSINESS AS DANT & RUSSELL, LTD.",1303,29,"U.S. Court of Appeals, Ninth Circuit",,3,"National Labor Relations Board, or regional office or officer",382,,False,no reason given,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,73 S. Ct. 375,29,"U.S. Court of Appeals, Ninth Circuit",,False,12,October/12/1949,10,1949,1952,"loyalty oath or non-Communist affidavit (other than bar applicants, government employees, political party, or teacher)",False,no unconstitutionality,False,344 U.S. 375,1952-037-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1952-038,1952-038-01-01,reversed,Vinson,15,1/15/1953,1,1953,15,1/15/1953,1,1953,2,2/2/1953,2,1953,liberal,court opinion,False,reversed,False,368,4,October/04/1953,10,1953,1952-038-01,80060,cert,6,Infrequently litigated statutes,97 L. Ed. 2d 422,1953 U.S. LEXIS 2555,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,0,"DE LA RAMA STEAMSHIP CO., INC. v. UNITED STATES",1303,96,New York Southern U.S. District Court,,3,"water transportation, stevedore",116,,False,no reason given,United States,27,,73 S. Ct. 381,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1952,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",False,no unconstitutionality,False,344 U.S. 386,1952-038-01-01-01,favorable disposition for petitioning party
