Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Net Job Creation Rate,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate,State,Year
96930,1233080,83610,11060,13.3,7542,10891,13.1,7528,124875,221805,18.0,45764,160330,243940,19.8,-22135,-1.8,69072,83237,7.9,6.8,36.0,Louisiana,1986
25179,356264,19178,4015,15.6,1726,2640,10.3,1709,39923,65102,18.3,9632,29274,48452,13.6,16650,4.7,23017,26308,7.1,5.4,27.2,Maine,1986
127820,1523191,83779,13117,15.5,5320,8401,9.9,5197,188892,316712,20.8,38822,148104,231883,15.2,84829,5.6,72479,87147,8.4,5.5,30.4,Maryland,1986
181683,2641146,142391,17767,13.7,8108,12637,9.8,8085,294163,475846,18.0,67383,259314,401705,15.2,74141,2.8,112759,131643,6.9,5.4,30.4,Massachusetts,1986
203717,3003004,140287,21763,13.2,11304,17202,10.4,11282,346884,550601,18.3,71744,236673,376960,12.6,173641,5.7,138451,167450,6.8,4.7,25.2,Michigan,1986
103362,1602486,91613,11606,12.9,6221,9804,10.9,6194,180510,283872,17.7,47610,154493,246106,15.4,37766,2.3,76442,90673,6.5,5.7,30.8,Minnesota,1986
46289,672467,36656,6083,13.5,3287,4997,11.1,3274,83052,129341,19.2,19813,63404,100060,14.9,29281,4.3,38325,45637,6.9,5.5,29.8,Mississippi,1986
131510,1800448,93536,14609,13.9,6104,10330,9.8,6064,197214,328724,18.3,42371,164171,257707,14.3,71017,4.0,89489,107047,7.3,5.2,28.6,Missouri,1986
15503,216491,14722,2969,13.7,1922,2817,13.0,1920,20232,35735,16.5,9412,23360,38082,17.6,-2347,-1.1,19052,21621,7.2,6.8,33.0,Montana,1986
35585,514435,25002,4143,10.9,2585,3982,10.5,2578,45776,81361,15.8,13579,48912,73914,14.4,7447,1.4,32836,38099,6.9,4.9,28.8,Nebraska,1986
34843,385468,28565,3665,17.6,1918,2889,13.9,1917,46701,81544,21.2,14199,34285,62850,16.3,18694,4.9,18216,21170,9.0,7.4,32.6,Nevada,1986
37930,422210,28202,4736,18.7,1792,2648,10.5,1790,49968,87898,20.8,12060,37453,65655,15.6,22243,5.2,23372,26275,9.0,6.7,31.2,New Hampshire,1986
214193,2944309,160379,23678,14.1,11516,17618,10.5,11489,339494,553687,18.8,70144,309238,469617,15.9,84070,2.9,150356,171239,7.3,5.4,31.8,New Jersey,1986
35717,383272,23117,4741,16.1,2406,3714,12.6,2403,41346,77063,20.1,13860,46958,70075,18.3,6988,1.8,25598,29909,9.3,6.0,36.6,New Mexico,1986
415196,6499881,342601,50293,13.2,28407,41451,10.9,28325,714853,1130049,17.4,162731,599361,941962,14.5,188087,2.9,340644,385808,6.4,5.3,29.0,New York,1986
170998,2300094,108580,18767,14.7,8573,12976,10.2,8481,248008,419006,18.2,53039,196599,305179,13.3,113827,4.9,106573,129909,7.4,4.7,26.6,North Carolina,1986
11605,189562,9665,1876,11.1,1169,1772,10.5,1166,16396,28001,14.8,5941,19385,29050,15.3,-1049,-0.5,14663,16882,6.1,5.1,29.6,North Dakota,1986
230213,3727732,192791,24868,12.2,12651,19914,9.8,12613,384445,614658,16.5,108633,326593,519384,13.9,95274,2.6,164812,205807,6.2,5.2,27.8,Ohio,1986
73128,944842,68345,9345,13.6,6921,9841,14.3,6903,89397,162525,17.2,37329,112021,180366,19.1,-17841,-1.9,57575,68284,7.7,7.2,34.4,Oklahoma,1986
66569,844527,53650,9833,15.4,5230,7798,12.2,5225,93285,159854,18.9,30161,81606,135256,16.0,24598,2.9,55462,64798,7.9,6.4,32.0,Oregon,1986
276212,4076649,196904,29142,12.9,13456,21221,9.4,13423,413120,689332,16.9,99275,367870,564774,13.9,124558,3.0,189315,228738,6.8,4.8,27.8,Pennsylvania,1986
24409,369651,17355,3067,14.0,1439,2141,9.8,1435,40356,64765,17.5,10578,27272,44627,12.1,20138,5.4,20131,22348,6.6,4.7,24.2,Rhode Island,1986
75649,1044552,59137,9136,14.7,4253,6574,10.6,4250,113852,189501,18.1,26641,102460,161597,15.5,27904,2.6,52164,63180,7.2,5.7,31.0,South Carolina,1986
12482,193007,10640,1937,11.5,1116,1766,10.5,1115,17340,29822,15.5,6723,18745,29385,15.2,437,0.3,14950,16954,6.5,5.5,30.4,South Dakota,1986
115740,1603062,87650,13070,14.4,6703,10013,11.1,6690,183370,299110,18.7,47135,142084,229734,14.3,69376,4.4,75788,91817,7.2,5.5,28.6,Tennessee,1986
472714,5561133,400440,52914,15.3,31199,46156,13.4,31056,618866,1091580,19.6,211728,688319,1088759,19.6,2821,0.0,277741,348259,8.5,7.2,39.2,Texas,1986
43612,481290,31290,4564,15.3,2560,3935,13.2,2551,54473,98085,20.4,17844,53784,85074,17.7,13011,2.7,25259,30150,9.1,6.5,35.4,Utah,1986
13940,194338,9353,2338,15.7,1120,1623,10.9,1120,21445,35385,18.2,5725,14524,23877,12.3,11508,5.9,13768,15239,7.2,4.8,24.6,Vermont,1986
158225,1916697,89441,17105,15.3,7077,11114,10.0,7062,229204,387429,20.2,42478,158845,248286,13.0,139143,7.2,93021,114574,8.3,4.7,26.0,Virginia,1986
111590,1380402,89738,15705,15.8,7853,12161,12.2,7811,178770,290360,21.0,47218,140431,230169,16.7,60191,4.3,85622,100918,8.1,6.5,33.4,Washington,1986
37048,446056,33296,3996,12.5,2308,3654,11.4,2302,42092,79140,17.7,12429,41712,75008,16.8,4132,0.9,27209,32207,8.3,7.5,33.6,West Virginia,1986
91476,1599541,109118,10425,10.8,6949,12873,13.3,6914,153046,244522,15.3,42178,129004,238122,14.9,6400,0.4,80616,95092,5.7,6.8,29.8,Wisconsin,1986
10978,133664,10454,1668,12.7,1240,1844,14.0,1239,13955,24933,18.7,6534,17477,27931,20.9,-2998,-2.2,11366,13021,8.2,7.8,37.4,Wyoming,1986
85721,1200238,72345,11313,15.6,5603,8636,11.9,5560,130889,216610,18.0,33710,129048,201393,16.8,15217,1.2,60258,73813,7.1,6.0,33.6,Alabama,1987
12933,145006,16103,2014,16.9,1467,2281,19.2,1453,16079,29012,20.0,9133,23028,39131,27.0,-10119,-7.0,9909,11684,8.9,11.1,40.0,Alaska,1987
115527,1123696,97931,13545,19.4,6243,9662,13.8,6185,129757,245284,21.8,45399,127604,225535,20.1,19749,1.7,58318,71502,10.3,8.7,40.2,Arizona,1987
46580,699345,46595,6842,14.9,3977,5660,12.3,3946,73758,120338,17.2,26184,66988,113583,16.2,6755,1.0,39898,46468,6.7,6.7,32.4,Arkansas,1987
845682,9883744,787625,101130,17.1,47572,74324,12.6,47020,1294653,2140335,21.7,364454,1070030,1857655,18.8,282680,2.9,498637,601790,8.6,8.0,37.6,California,1987
110481,1179240,119082,13875,17.0,8086,12495,15.3,7987,119000,229481,19.5,57649,154588,273670,23.2,-44189,-3.7,68775,81912,9.4,10.1,39.0,Colorado,1987
92247,1459992,73950,11757,15.3,5306,7985,10.4,5283,161076,253323,17.4,36699,120289,194239,13.3,59084,4.1,68351,78649,6.3,5.1,26.6,Connecticut,1987
16706,272279,14583,2247,16.3,930,1478,10.7,928,35536,52242,19.2,5413,40657,55240,20.3,-2998,-1.1,12152,14145,6.1,5.4,38.4,Delaware,1987
24162,399585,20405,2205,12.9,1075,1898,11.1,1065,45559,69721,17.4,8846,32095,52500,13.1,17221,4.3,14828,17220,6.0,5.1,26.2,District of Columbia,1987
416100,3985126,320415,53022,19.0,25981,37431,13.4,25796,480635,896735,22.5,175329,441126,761541,19.1,135194,3.4,235617,286073,10.4,8.0,38.2,Florida,1987
202803,2265027,152591,21394,16.8,9794,15351,12.1,9720,257257,460060,20.3,67453,240674,393265,17.4,66795,2.9,104235,129764,9.0,6.7,34.8,Geogia,1987
30077,353282,24867,3522,15.0,1632,2593,11.1,1621,46264,76341,21.6,11021,34547,59414,16.8,16927,4.8,19499,23814,8.5,7.0,33.6,Hawaii,1987
20310,254619,20011,3168,14.8,1548,2637,12.3,1535,27258,47568,18.7,10497,29061,49072,19.3,-1504,-0.6,18375,21600,8.0,7.9,37.4,Idaho,1987
265263,4232605,274757,30933,13.7,15476,24886,11.0,15370,421816,687079,16.2,104806,418615,693372,16.4,-6293,-0.2,192023,228983,6.3,6.5,32.4,Illinois,1987
127028,1923141,110968,14915,13.9,7375,11508,10.7,7325,226917,353945,18.4,50562,168453,279421,14.5,74524,3.9,88834,108810,6.6,5.8,29.0,Indiana,1987
58643,879780,51190,7803,12.1,4539,7176,11.2,4486,85579,144222,16.4,24971,80659,131849,15.0,12373,1.4,53491,64363,6.7,5.8,30.0,Iowa,1987
59363,798343,83039,7698,13.3,4691,7132,12.3,4639,76428,135791,17.0,27901,78021,161060,20.2,-25269,-3.2,48907,57884,7.4,10.4,34.0,Kansas,1987
71549,1101927,67496,9376,14.1,4853,7611,11.4,4840,114455,186004,16.9,30040,95644,163140,14.8,22864,2.1,56376,67318,6.5,6.1,29.6,Kentucky,1987
90650,1193986,108828,10617,12.9,8193,12637,15.4,8110,114132,204782,17.2,52757,163589,272417,22.8,-67635,-5.6,66411,80651,7.6,9.1,34.4,Louisiana,1987
31734,380019,22532,4820,17.7,1918,2921,10.7,1912,43915,75649,19.9,10720,28680,51212,13.5,24437,6.4,24466,28132,8.4,5.9,27.0,Maine,1987
159196,1624802,94454,14470,16.2,6170,9703,10.8,6105,189855,349051,21.5,44401,161990,256444,15.8,92607,5.7,75607,91745,9.8,5.8,31.6,Maryland,1987
176577,2715234,161309,19834,14.8,9171,13913,10.3,9122,297398,473975,17.5,71481,274836,436145,16.1,37830,1.4,116844,137046,6.5,5.9,32.2,Massachusetts,1987
204900,3147301,171999,24903,14.6,11791,18161,10.6,11694,330709,535609,17.0,76827,304442,476441,15.1,59168,1.9,142587,173534,6.5,5.5,30.2,Michigan,1987
110229,1652382,113151,12695,13.8,6335,10134,11.0,6287,178600,288829,17.5,62679,147091,260242,15.7,28587,1.8,77712,92833,6.7,6.8,31.4,Minnesota,1987
47639,692385,42987,6560,14.3,3746,5563,12.1,3713,69687,117326,16.9,23234,77357,120344,17.4,-3018,-0.5,38752,46339,6.9,6.2,33.8,Mississippi,1987
137609,1870316,119876,16482,15.1,8145,12576,11.5,8070,206735,344344,18.4,54232,181053,300929,16.1,43415,2.3,91762,110633,7.4,6.4,32.2,Missouri,1987
17277,217775,15777,3186,14.7,1893,2933,13.5,1877,23972,41249,18.9,8804,23245,39022,17.9,2227,1.0,19005,21722,7.9,7.2,35.8,Montana,1987
32348,527217,33124,4629,12.1,2552,3928,10.2,2524,54869,87217,16.5,14757,44978,78102,14.8,9115,1.7,33068,38628,6.1,6.3,29.6,Nebraska,1987
41927,415841,26805,4226,19.4,1893,2976,13.7,1873,60590,102517,24.7,14675,39602,66407,16.0,36110,8.7,19135,22309,10.1,6.4,32.0,Nevada,1987
36549,444310,27611,5401,19.7,2037,3030,11.0,2032,52463,89012,20.0,14418,43322,70933,16.0,18079,4.0,25249,28557,8.2,6.2,32.0,New Hampshire,1987
253114,3053041,198113,26411,15.1,12555,18969,10.9,12492,368032,621146,20.3,86591,319027,517140,16.9,104006,3.4,155668,178070,8.3,6.5,33.8,New Jersey,1987
36907,393305,29618,4754,15.7,2622,3987,13.2,2608,43929,80836,20.6,16473,46870,76488,19.4,4348,1.2,25937,30459,9.4,7.5,38.8,New Mexico,1987
396993,6760940,382309,54495,14.0,31100,44355,11.4,30975,750947,1147940,17.0,201760,654669,1036978,15.3,110962,1.7,346612,394396,5.9,5.7,30.6,New York,1987
161377,2388193,140901,20694,15.6,9304,14436,10.9,9271,257227,418604,17.5,61799,241608,382509,16.0,36095,1.5,109913,135644,6.8,5.9,32.0,North Carolina,1987
12851,190797,10838,2119,12.5,1204,1871,11.0,1195,17520,30371,15.9,6034,17380,28218,14.8,2153,1.1,14755,17058,6.7,5.7,29.6,North Dakota,1987
253154,3834228,239028,28393,13.6,13196,21448,10.3,13069,411631,664785,17.3,94165,350739,589767,15.4,75018,1.9,168401,211958,6.6,6.2,30.8,Ohio,1987
72602,925714,78028,9301,13.7,6799,10158,15.0,6722,81332,153934,16.6,40496,117918,195946,21.2,-42012,-4.6,55905,66914,7.8,8.4,33.2,Oklahoma,1987
72283,876897,62050,10977,16.7,5650,8551,13.0,5621,103177,175460,20.0,34866,82222,144272,16.5,31188,3.5,56822,66905,8.2,7.1,33.0,Oregon,1987
268721,4211900,243157,31900,13.7,14768,23240,10.0,14650,441770,710491,16.9,107955,381901,625058,14.8,85433,2.1,194697,236702,6.4,5.8,29.6,Pennsylvania,1987
24483,388723,20445,3504,15.3,1650,2390,10.5,1637,43151,67634,17.4,10956,32441,52886,13.6,14748,3.8,20985,23374,6.3,5.3,27.2,Rhode Island,1987
83460,1089692,64762,10323,16.0,4688,7369,11.4,4649,127843,211303,19.4,30471,101304,166066,15.2,45237,4.2,53782,65831,7.7,5.9,30.4,South Carolina,1987
13100,198232,11308,2220,13.0,1209,1938,11.3,1202,18938,32038,16.2,6409,16703,28011,14.1,4027,2.1,15111,17196,6.6,5.7,28.2,South Dakota,1987
118339,1672313,110977,14691,15.7,7129,10644,11.4,7096,191234,309573,18.5,49284,156359,267336,16.0,42237,2.5,78066,95419,7.1,6.6,32.0,Tennessee,1987
466491,5478753,503652,53577,15.4,34860,53079,15.3,34454,547355,1013846,18.5,237080,741502,1245154,22.7,-231308,-4.2,273401,346457,8.5,9.2,37.0,Texas,1987
38705,496982,37675,5009,16.4,2566,4136,13.5,2522,58526,97231,19.6,17771,53781,91456,18.4,5775,1.2,25704,30862,7.8,7.6,36.8,Utah,1987
17618,207870,11434,2656,16.9,1134,1583,10.1,1121,22445,40063,19.3,6760,15807,27241,13.1,12822,6.2,14606,16245,8.5,5.5,26.2,Vermont,1987
173310,2036958,127025,19610,16.6,8285,12893,10.9,8210,238372,411682,20.2,53752,191232,318257,15.6,93425,4.6,96918,120928,8.5,6.2,31.2,Virginia,1987
125179,1423705,98808,17335,16.9,8438,13066,12.7,8351,179982,305161,21.4,53066,141492,240300,16.9,64861,4.5,88044,104592,8.8,6.9,33.8,Washington,1987
32401,452255,28164,4621,14.2,2415,3678,11.3,2402,42953,75354,16.7,14349,43916,72080,15.9,3274,0.8,27543,32931,7.2,6.2,31.8,West Virginia,1987
120228,1672542,60276,14396,14.5,1920,7186,7.3,1857,165742,285970,17.1,17586,130780,191056,11.4,94914,5.7,86963,103021,7.2,3.6,22.8,Wisconsin,1987
8937,127412,12294,1673,13.0,1196,1930,15.0,1188,10553,19490,15.3,6212,18637,30931,24.3,-11441,-9.0,11030,12660,7.0,9.6,30.6,Wyoming,1987
93070,1208299,73633,9836,13.3,5836,8891,12.1,5836,129015,222085,18.4,33259,115247,188880,15.6,33205,2.8,60133,74074,7.7,6.1,31.2,Alabama,1988
12815,133238,15402,1814,15.7,1148,1861,16.1,1148,17375,30190,22.7,6412,18157,33559,25.2,-3369,-2.5,9722,11502,9.6,11.6,45.4,Alaska,1988
116438,1141813,87104,11908,16.5,6765,10152,14.1,6765,148530,264968,23.2,44302,126977,214081,18.7,50887,4.5,58831,72792,10.2,7.6,37.4,Arizona,1988
46066,676843,41046,5764,12.6,3915,5683,12.4,3915,74680,120746,17.8,19632,61819,102865,15.2,17881,2.6,38802,45640,6.8,6.1,30.4,Arkansas,1988
822891,10149718,686503,89631,14.8,49545,75767,12.5,49544,1405242,2228133,22.0,319211,1117673,1804176,17.8,423957,4.2,505005,612513,8.1,6.8,35.6,California,1988
92574,1156028,92882,12191,14.9,8319,12132,14.9,8319,133862,226436,19.6,45630,123436,216318,18.7,10118,0.9,67973,81494,8.0,8.0,37.4,Colorado,1988
106749,1482419,95901,11063,13.9,5704,8430,10.6,5704,155394,262143,17.7,38946,142399,238300,16.1,23843,1.6,70038,80886,7.2,6.5,32.2,Connecticut,1988
20849,278434,15907,1965,13.8,982,1660,11.6,982,34482,55331,19.9,6084,23717,39624,14.2,15707,5.7,12312,14401,7.5,5.7,28.4,Delaware,1988
22092,412673,20728,2131,12.3,1124,1887,10.9,1124,48057,70149,17.0,10419,49203,69931,16.9,218,0.1,14784,17420,5.4,5.0,33.8,District of Columbia,1988
388618,4128970,305940,48708,16.8,28181,39613,13.7,28179,530071,918689,22.2,165880,424069,730009,17.7,188680,4.5,240864,294111,9.4,7.4,35.4,Florida,1988
203681,2334375,147951,19487,14.9,10464,15821,12.1,10461,286812,490493,21.0,65213,229807,377758,16.2,112735,4.8,105905,132685,8.7,6.3,32.4,Geogia,1988
25953,372821,20664,3087,12.8,1688,2558,10.6,1688,45175,71128,19.1,8967,32299,52963,14.2,18165,4.9,19794,24301,7.0,5.5,28.4,Hawaii,1988
21446,254539,16852,2746,12.8,1725,2564,12.0,1725,30491,51937,20.4,9259,24162,41014,16.1,10923,4.3,18123,21455,8.4,6.6,32.2,Idaho,1988
280592,4241579,218314,28147,12.3,15499,23732,10.3,15499,487064,767656,18.1,95916,362037,580351,13.7,187305,4.4,192616,231231,6.6,5.1,27.4,Illinois,1988
122440,1950551,114288,12975,11.9,7420,11344,10.4,7420,211912,334352,17.1,62030,162839,277127,14.2,57225,2.9,89111,109639,6.3,5.9,28.4,Indiana,1988
52194,893896,44142,6597,10.3,4301,6565,10.3,4300,106545,158739,17.8,20523,63071,107213,12.0,51526,5.8,52712,63826,5.8,4.9,24.0,Iowa,1988
58012,787135,46324,6994,12.1,4328,6377,11.0,4328,82026,140038,17.8,24363,71163,117487,14.9,22551,2.9,48576,58039,7.4,5.9,29.8,Kansas,1988
77680,1070294,59990,8637,12.9,5323,7582,11.3,5323,120944,198624,18.6,30685,92132,152122,14.2,46502,4.4,56081,67582,7.3,5.6,28.4,Kentucky,1988
84223,1157912,81808,9615,12.1,7153,10602,13.3,7153,136862,221085,19.1,40798,117066,198874,17.2,22211,1.9,64474,79045,7.3,7.1,34.4,Louisiana,1988
26867,399702,19332,4249,14.9,2191,3185,11.2,2191,52902,79769,20.0,10580,33769,53101,13.3,26668,6.7,25145,28904,6.7,4.8,26.6,Maine,1988
135241,1697971,97172,13530,14.5,6595,10254,11.0,6595,211042,346283,20.4,47169,187777,284949,16.8,61334,3.6,77607,94737,8.0,5.7,33.6,Maryland,1988
177471,2774318,152920,17905,12.9,9538,14404,10.4,9538,319298,496769,17.9,73354,270757,423677,15.3,73092,2.6,119327,140083,6.4,5.5,30.6,Massachusetts,1988
208433,3185315,171871,21535,12.3,12055,18880,10.8,12055,328796,537229,16.9,70380,317037,488908,15.3,48321,1.6,143989,175707,6.5,5.4,30.6,Michigan,1988
105018,1678821,92615,11332,12.2,6375,10005,10.8,6375,203385,308403,18.4,43109,152028,244643,14.6,63760,3.8,77716,93508,6.3,5.5,29.2,Minnesota,1988
47411,670222,37431,5580,12.1,3897,5642,12.3,3896,71422,118833,17.7,19049,58733,96164,14.3,22669,3.4,38013,45843,7.1,5.6,28.6,Mississippi,1988
124591,1854926,136131,14218,12.9,8419,12813,11.6,8419,200290,324881,17.5,46165,175153,311284,16.8,13597,0.7,91198,110815,6.7,7.3,33.6,Missouri,1988
14647,198085,16564,2677,12.6,1863,2868,13.5,1863,21620,36267,18.3,8789,21580,38144,19.3,-1877,-1.0,18279,21065,7.4,8.4,36.6,Montana,1988
35151,522236,28936,4190,11.0,2535,3867,10.2,2535,60676,95827,18.3,12417,41112,70048,13.4,25779,4.9,32283,38082,6.7,5.5,26.8,Nebraska,1988
41415,445287,35641,3865,17.0,2012,3002,13.2,2012,67933,109348,24.6,14137,46294,81935,18.4,27413,6.2,19608,23086,9.3,8.0,36.8,Nevada,1988
37679,439825,25338,4657,16.2,2503,3531,12.2,2503,52062,89741,20.4,13495,44178,69516,15.8,20225,4.6,25833,29339,8.6,5.8,31.6,New Hampshire,1988
215975,3112640,166432,24536,13.6,13325,19500,10.8,13325,373149,589124,18.9,70783,337311,503743,16.2,85381,2.7,158581,182189,6.9,5.3,32.4,New Jersey,1988
29824,382932,28320,4192,13.8,2750,4075,13.4,2750,46266,76090,19.9,15907,42095,70415,18.4,5675,1.5,25540,30306,7.8,7.4,36.8,New Mexico,1988
400716,6811429,368502,50752,12.8,31749,45035,11.4,31748,797883,1198599,17.6,171335,724497,1092999,16.0,105600,1.6,348575,398492,5.9,5.4,32.0,New York,1988
177742,2443107,123738,18924,13.8,9816,15115,11.0,9816,275522,453264,18.6,50902,206190,329928,13.5,123336,5.1,111672,138754,7.3,5.1,27.0,North Carolina,1988
11435,180615,10415,1784,10.7,1141,1802,10.8,1141,19060,30495,16.9,5221,14552,24967,13.8,5528,3.1,14344,16650,6.3,5.8,27.6,North Dakota,1988
258245,3939083,194273,25144,11.8,13475,22123,10.4,13474,430917,689162,17.5,76221,353534,547807,13.9,141355,3.6,170138,214686,6.6,4.9,27.8,Ohio,1988
65195,867352,63765,8135,12.4,6193,9274,14.1,6193,101533,166728,19.2,31929,85690,149455,17.2,17273,2.0,53602,64831,7.5,7.4,34.4,Oklahoma,1988
68200,887575,58644,9538,14.3,5723,8447,12.6,5723,117373,185573,20.9,29244,81133,139777,15.7,45796,5.2,56728,67301,7.7,6.6,31.4,Oregon,1988
262643,4298059,232102,28607,12.0,15467,23971,10.1,15464,468062,730705,17.0,106051,380802,612904,14.3,117801,2.7,197264,240412,6.1,5.4,28.6,Pennsylvania,1988
23170,397924,23556,3173,13.5,1766,2663,11.3,1766,45026,68196,17.1,9857,37837,61393,15.4,6803,1.7,21357,23771,5.8,5.9,30.8,Rhode Island,1988
102549,1121053,61085,9438,14.2,5129,7770,11.7,5129,126500,229049,20.4,27206,94565,155650,13.9,73399,6.5,54527,67141,9.1,5.4,27.8,South Carolina,1988
12910,190724,10800,1976,11.6,1202,1862,10.9,1202,19808,32718,17.2,5517,14881,25681,13.5,7037,3.7,14953,17063,6.8,5.7,27.0,South Dakota,1988
152148,1702024,107517,13377,14.0,7400,11071,11.5,7400,193921,346069,20.3,43981,158589,266106,15.6,79963,4.7,78439,96811,8.9,6.3,31.2,Tennessee,1988
457121,5365881,425297,47230,13.7,33950,50099,14.6,33950,646101,1103222,20.6,198917,599496,1024793,19.1,78429,1.5,266880,341407,8.5,7.9,38.2,Texas,1988
42591,492490,36742,4516,14.6,2835,4247,13.8,2835,58048,100639,20.4,18732,49720,86462,17.6,14177,2.8,25513,30856,8.6,7.5,35.2,Utah,1988
14333,204173,12776,2368,14.6,1281,1817,11.2,1281,21302,35635,17.5,6930,19514,32290,15.8,3345,1.7,14785,16484,7.0,6.3,31.6,Vermont,1988
169562,2105658,119238,17904,14.6,8730,13531,11.0,8730,249631,419193,19.9,47580,192681,311919,14.8,107274,5.1,99471,124670,8.1,5.7,29.6,Virginia,1988
113996,1461310,97694,15493,14.7,8499,13088,12.5,8497,209298,323294,22.1,46219,146393,244087,16.7,79207,5.4,88773,105987,7.8,6.7,33.4,Washington,1988
30540,447788,25633,3924,12.0,2395,3615,11.0,2395,46795,77335,17.3,12605,42530,68163,15.2,9172,2.1,27511,32973,6.8,5.7,30.4,West Virginia,1988
104054,1755600,75847,11564,11.2,6663,9948,9.6,6663,190523,294577,16.8,38149,137490,213337,12.2,81240,4.6,87621,104247,5.9,4.3,24.4,Wisconsin,1988
8670,119605,9280,1480,11.8,1060,1645,13.2,1060,13368,22038,18.4,4752,13048,22328,18.7,-290,-0.3,10765,12384,7.2,7.8,36.8,Wyoming,1988
91168,1259370,61080,10009,13.3,5685,8158,10.9,5660,141841,233009,18.5,34928,112241,173321,13.8,59688,4.7,61306,76014,7.2,4.9,27.6,Alabama,1989
16160,134618,17746,1495,13.7,887,2619,23.9,884,19749,35909,26.7,4217,12849,30595,22.7,5314,4.0,8518,10384,12.0,13.2,45.4,Alaska,1989
108617,1187751,89535,11479,15.7,6862,10299,14.0,6826,147788,256405,21.6,52184,130100,219635,18.5,36770,3.1,59371,73858,9.1,7.5,37.0,Arizona,1989
53331,702968,39392,5746,12.5,3622,5050,11.0,3561,75051,128382,18.3,25409,57861,97253,13.8,31129,4.5,39202,46467,7.6,5.6,27.6,Arkansas,1989
823088,10516224,806222,87685,14.3,49255,90078,14.7,48921,1391488,2214576,21.1,371483,1094656,1900878,18.1,313698,3.0,497327,610180,7.8,7.7,36.2,California,1989
94535,1182445,87671,11280,13.8,7398,11054,13.6,7366,141137,235672,19.9,48658,110635,198306,16.8,37366,3.1,67995,81688,8.0,7.4,33.6,Colorado,1989
89312,1500115,79016,10080,12.4,6146,8952,11.0,6102,157690,247002,16.5,39044,144475,223491,14.9,23511,1.6,70819,82079,6.0,5.3,29.8,Connecticut,1989
25642,295576,10963,2278,15.4,939,1468,9.9,935,32434,58076,19.6,6322,29233,40196,13.6,17880,6.0,12979,15238,8.7,3.7,27.2,Delaware,1989
21286,405978,21575,2055,11.7,1099,1844,10.5,1097,47129,68415,16.9,10076,37985,59560,14.7,8855,2.2,14740,17671,5.2,5.3,29.4,District of Columbia,1989
381828,4340752,292733,46039,15.5,26943,38421,12.9,26774,555365,937193,21.6,173642,443595,736328,17.0,200865,4.6,246158,301917,8.8,6.7,34.0,Florida,1989
204011,2432773,148101,18807,14.0,10446,15789,11.8,10394,287623,491634,20.2,77006,278996,427097,17.6,64537,2.6,107578,135772,8.4,6.1,35.2,Geogia,1989
28842,393082,19410,2970,12.1,1614,2428,9.9,1614,43726,72568,18.5,10181,31121,50531,12.9,22037,5.6,20055,24868,7.3,4.9,25.8,Hawaii,1989
23715,271892,15661,2836,13.1,1596,2469,11.4,1574,35329,59044,21.7,9385,21345,37006,13.6,22038,8.1,18394,21842,8.7,5.8,27.2,Idaho,1989
291149,4413452,209215,27828,11.9,15424,23572,10.1,15220,462224,753373,17.1,109927,396453,605668,13.7,147705,3.4,195191,235604,6.6,4.7,27.4,Illinois,1989
123044,2037085,93597,13116,11.8,7242,10645,9.6,7194,224480,347524,17.1,53326,155674,249271,12.2,98253,4.9,90618,112236,6.0,4.6,24.4,Indiana,1989
67668,947453,42751,6643,10.3,3999,5850,9.1,3994,99762,167430,17.7,22412,66570,109321,11.5,58109,6.2,53217,64661,7.1,4.5,23.0,Iowa,1989
80481,824926,44156,6609,11.4,4407,6329,10.9,4383,85671,166152,20.1,26349,69930,114086,13.8,52066,6.3,48577,58350,9.8,5.4,27.6,Kansas,1989
74254,1115697,58276,8303,12.2,4920,7008,10.3,4895,122472,196726,17.6,31698,93017,151293,13.6,45433,4.0,56900,68895,6.7,5.2,27.2,Kentucky,1989
82528,1186687,74312,8641,11.0,6229,9323,11.8,6186,141364,223892,18.9,42411,116729,191041,16.1,32851,2.8,63629,78520,7.0,6.3,32.2,Louisiana,1989
28191,420289,23589,4177,14.2,2308,3279,11.2,2274,48851,77042,18.3,14345,39654,63243,15.0,13799,3.3,25805,29875,6.7,5.6,30.0,Maine,1989
124332,1749401,93126,13061,13.6,6498,9983,10.4,6471,192933,317265,18.1,46466,186732,279858,16.0,37407,2.1,79783,97856,7.1,5.3,32.0,Maryland,1989
169011,2836688,140849,16701,11.8,10370,14844,10.5,10198,311186,480197,16.9,76971,295245,436094,15.4,44103,1.5,120312,142397,6.0,5.0,30.8,Massachusetts,1989
191563,3272939,144469,21646,12.2,11675,17318,9.7,11608,363703,555266,17.0,80289,291221,435690,13.3,119576,3.7,146920,180311,5.9,4.4,26.6,Michigan,1989
108311,1740605,92919,11414,12.1,6011,9196,9.7,5974,183985,292296,16.8,43493,139752,232671,13.4,59625,3.4,79180,95704,6.2,5.3,26.8,Minnesota,1989
45903,695980,39840,5583,12.1,3546,5062,11.0,3514,72162,118065,17.0,22423,60361,100201,14.4,17864,2.6,38176,46432,6.6,5.7,28.8,Mississippi,1989
