disease,increase,loc,number,population,year
HEPATITIS A,2.2199999999999998,FLORIDA,374,16981183,2003
HEPATITIS A,9.150000000000002,GEORGIA,800,8735259,2003
HEPATITIS A,0.8,HAWAII,10,1239298,2003
HEPATITIS A,0.14,IDAHO,2,1364109,2003
HEPATITIS A,1.5200000000000007,ILLINOIS,189,12597981,2003
HEPATITIS A,1.1400000000000003,INDIANA,70,6181789,2003
HEPATITIS A,1.1800000000000004,IOWA,36,2932799,2003
HEPATITIS A,1.06,KANSAS,28,2721955,2003
HEPATITIS A,0.6000000000000001,KENTUCKY,27,4118627,2003
HEPATITIS A,1.1400000000000001,LOUISIANA,53,4474726,2003
HEPATITIS A,1.7,MAINE,22,1303102,2003
HEPATITIS A,3.0099999999999993,MARYLAND,165,5496708,2003
HEPATITIS A,2.97,MASSACHUSETTS,190,6451637,2003
HEPATITIS A,1.870000000000001,MICHIGAN,187,10066351,2003
HEPATITIS A,0.84,MINNESOTA,42,5047862,2003
HEPATITIS A,0.42000000000000004,MISSISSIPPI,13,2867678,2003
HEPATITIS A,1.1500000000000004,MISSOURI,68,5714847,2003
HEPATITIS A,0.66,MONTANA,6,916750,2003
HEPATITIS A,0.77,NEBRASKA,13,1733680,2003
HEPATITIS A,1.8400000000000007,NEVADA,42,2236949,2003
HEPATITIS A,0.63,NEW HAMPSHIRE,8,1281871,2003
HEPATITIS A,1.6300000000000006,NEW JERSEY,142,8583481,2003
HEPATITIS A,1.1500000000000004,NEW MEXICO,22,1869683,2003
HEPATITIS A,2.76,NEW YORK,532,19231101,2003
HEPATITIS A,1.3,NORTH CAROLINA,112,8416451,2003
HEPATITIS A,0.0,NORTH DAKOTA,0,632809,2003
HEPATITIS A,1.5400000000000005,OHIO,174,11445180,2003
HEPATITIS A,0.7200000000000002,OKLAHOMA,24,3498687,2003
HEPATITIS A,1.5900000000000007,OREGON,55,3550180,2003
HEPATITIS A,8.02,PENNSYLVANIA,990,12357524,2003
HEPATITIS A,1.21,RHODE ISLAND,13,1071504,2003
HEPATITIS A,0.7800000000000002,SOUTH CAROLINA,33,4146474,2003
HEPATITIS A,3.1799999999999997,TENNESSEE,187,5856522,2003
HEPATITIS A,1.8000000000000003,TEXAS,397,22057801,2003
HEPATITIS A,1.9100000000000001,UTAH,46,2379938,2003
HEPATITIS A,0.9600000000000001,VERMONT,6,616559,2003
HEPATITIS A,1.4100000000000006,VIRGINIA,106,7373694,2003
HEPATITIS A,0.9700000000000004,WASHINGTON,56,6113262,2003
HEPATITIS A,0.7000000000000002,WEST VIRGINIA,12,1802238,2003
HEPATITIS A,0.6400000000000001,WISCONSIN,35,5476796,2003
HEPATITIS A,0.2,WYOMING,1,499189,2003
PERTUSSIS,0.28,ALABAMA,14,4490591,2003
PERTUSSIS,0.9099999999999999,ALASKA,6,650884,2003
PERTUSSIS,1.6500000000000001,ARIZONA,91,5591206,2003
PERTUSSIS,1.1400000000000001,ARKANSAS,31,2722291,2003
PERTUSSIS,1.8200000000000003,CALIFORNIA,635,35251107,2003
PERTUSSIS,6.759999999999999,COLORADO,308,4548775,2003
PERTUSSIS,0.71,CONNECTICUT,24,3467673,2003
PERTUSSIS,0.86,DELAWARE,7,814905,2003
PERTUSSIS,0.34,DISTRICT OF COLUMBIA,2,577777,2003
PERTUSSIS,0.6500000000000001,FLORIDA,103,16981183,2003
PERTUSSIS,0.30000000000000004,GEORGIA,27,8735259,2003
PERTUSSIS,0.9599999999999999,HAWAII,12,1239298,2003
PERTUSSIS,5.920000000000002,IDAHO,81,1364109,2003
PERTUSSIS,1.08,INDIANA,66,6181789,2003
PERTUSSIS,4.959999999999999,IOWA,146,2932799,2003
PERTUSSIS,1.8700000000000006,KANSAS,50,2721955,2003
PERTUSSIS,0.98,KENTUCKY,41,4118627,2003
PERTUSSIS,0.1,LOUISIANA,5,4474726,2003
PERTUSSIS,0.84,MAINE,11,1303102,2003
PERTUSSIS,1.3300000000000003,MARYLAND,73,5496708,2003
PERTUSSIS,15.219999999999999,MASSACHUSETTS,982,6451637,2003
PERTUSSIS,1.04,MICHIGAN,104,10066351,2003
PERTUSSIS,2.37,MINNESOTA,119,5047862,2003
PERTUSSIS,0.13,MISSISSIPPI,4,2867678,2003
PERTUSSIS,2.7800000000000002,MISSOURI,158,5714847,2003
PERTUSSIS,0.44,MONTANA,4,916750,2003
PERTUSSIS,0.8800000000000001,NEBRASKA,15,1733680,2003
PERTUSSIS,1.2200000000000002,NEVADA,28,2236949,2003
PERTUSSIS,3.7500000000000004,NEW HAMPSHIRE,48,1281871,2003
PERTUSSIS,1.19,NEW JERSEY,103,8583481,2003
PERTUSSIS,3.5599999999999996,NEW MEXICO,67,1869683,2003
PERTUSSIS,1.4400000000000004,NORTH CAROLINA,119,8416451,2003
PERTUSSIS,0.8,NORTH DAKOTA,5,632809,2003
PERTUSSIS,2.7300000000000004,OHIO,313,11445180,2003
PERTUSSIS,2.59,OKLAHOMA,90,3498687,2003
PERTUSSIS,11.139999999999997,OREGON,396,3550180,2003
PERTUSSIS,2.8000000000000007,PENNSYLVANIA,343,12357524,2003
PERTUSSIS,1.77,RHODE ISLAND,19,1071504,2003
PERTUSSIS,3.86,SOUTH CAROLINA,162,4146474,2003
PERTUSSIS,0.52,SOUTH DAKOTA,4,766975,2003
PERTUSSIS,1.1800000000000004,TENNESSEE,69,5856522,2003
PERTUSSIS,3.43,TEXAS,754,22057801,2003
PERTUSSIS,4.57,UTAH,110,2379938,2003
PERTUSSIS,10.330000000000004,VERMONT,64,616559,2003
PERTUSSIS,1.1900000000000002,VIRGINIA,89,7373694,2003
PERTUSSIS,10.75,WASHINGTON,657,6113262,2003
PERTUSSIS,1.4700000000000002,WEST VIRGINIA,26,1802238,2003
PERTUSSIS,3.78,WISCONSIN,208,5476796,2003
PERTUSSIS,25.82,WYOMING,129,499189,2003
HEPATITIS A,0.12000000000000001,ALABAMA,6,4512190,2004
HEPATITIS A,0.6,ALASKA,4,661569,2004
HEPATITIS A,3.6000000000000005,ARIZONA,210,5759425,2004
HEPATITIS A,1.9100000000000001,ARKANSAS,52,2746161,2004
HEPATITIS A,2.1800000000000006,CALIFORNIA,788,35558419,2004
HEPATITIS A,1.2000000000000004,COLORADO,56,4599681,2004
HEPATITIS A,2.0000000000000004,CONNECTICUT,68,3474610,2004
HEPATITIS A,0.84,DELAWARE,7,826639,2004
HEPATITIS A,0.8500000000000001,DISTRICT OF COLUMBIA,5,579796,2004
HEPATITIS A,1.630000000000001,FLORIDA,282,17375259,2004
HEPATITIS A,3.499999999999999,GEORGIA,314,8913676,2004
HEPATITIS A,2.16,HAWAII,27,1252782,2004
HEPATITIS A,1.3300000000000005,IDAHO,19,1391718,2004
HEPATITIS A,1.3900000000000008,ILLINOIS,173,12645295,2004
HEPATITIS A,1.5300000000000002,INDIANA,94,6214454,2004
HEPATITIS A,1.790000000000001,IOWA,54,2941358,2004
HEPATITIS A,1.77,KANSAS,47,2730765,2004
HEPATITIS A,0.6300000000000001,KENTUCKY,28,4147970,2004
HEPATITIS A,1.1800000000000002,LOUISIANA,54,4489327,2004
HEPATITIS A,0.54,MAINE,7,1308253,2004
HEPATITIS A,1.7800000000000007,MARYLAND,99,5542659,2004
HEPATITIS A,13.49,MASSACHUSETTS,871,6451279,2004
HEPATITIS A,1.4700000000000006,MICHIGAN,147,10089305,2004
HEPATITIS A,0.6400000000000001,MINNESOTA,32,5079344,2004
HEPATITIS A,0.6500000000000002,MISSISSIPPI,20,2886006,2004
HEPATITIS A,0.8600000000000004,MISSOURI,50,5758444,2004
HEPATITIS A,0.77,MONTANA,7,925887,2004
HEPATITIS A,0.5800000000000001,NEBRASKA,10,1742184,2004
HEPATITIS A,0.5199999999999999,NEVADA,13,2328703,2004
HEPATITIS A,1.9500000000000002,NEW HAMPSHIRE,25,1292766,2004
HEPATITIS A,1.5600000000000005,NEW JERSEY,138,8611530,2004
HEPATITIS A,1.0400000000000003,NEW MEXICO,20,1891829,2004
HEPATITIS A,2.020000000000001,NEW YORK,380,19297933,2004
HEPATITIS A,1.1400000000000001,NORTH CAROLINA,97,8531283,2004
HEPATITIS A,0.0,NORTH DAKOTA,0,636303,2004
HEPATITIS A,0.4700000000000002,OHIO,47,11464593,2004
HEPATITIS A,0.45000000000000007,OKLAHOMA,15,3514449,2004
HEPATITIS A,1.9200000000000008,OREGON,67,3573505,2004
HEPATITIS A,1.1500000000000006,PENNSYLVANIA,143,12388368,2004
HEPATITIS A,1.7500000000000004,RHODE ISLAND,19,1071414,2004
HEPATITIS A,0.53,SOUTH CAROLINA,23,4201306,2004
HEPATITIS A,0.26,SOUTH DAKOTA,2,774283,2004
HEPATITIS A,1.2500000000000004,TENNESSEE,73,5916762,2004
HEPATITIS A,2.48,TEXAS,558,22418319,2004
HEPATITIS A,1.810000000000001,UTAH,45,2438915,2004
HEPATITIS A,1.1300000000000001,VERMONT,7,618145,2004
HEPATITIS A,1.8000000000000005,VIRGINIA,135,7468914,2004
HEPATITIS A,0.8900000000000005,WASHINGTON,53,6184289,2004
HEPATITIS A,0.27999999999999997,WEST VIRGINIA,5,1803302,2004
HEPATITIS A,0.8900000000000001,WISCONSIN,48,5511385,2004
HEPATITIS A,1.0,WYOMING,5,502988,2004
PERTUSSIS,0.89,ALABAMA,41,4512190,2004
PERTUSSIS,1.6599999999999997,ALASKA,11,661569,2004
PERTUSSIS,3.579999999999999,ARIZONA,209,5759425,2004
PERTUSSIS,2.7800000000000002,ARKANSAS,76,2746161,2004
PERTUSSIS,1.3700000000000003,CALIFORNIA,498,35558419,2004
PERTUSSIS,22.12,COLORADO,1017,4599681,2004
PERTUSSIS,0.27,CONNECTICUT,9,3474610,2004
PERTUSSIS,1.08,DELAWARE,9,826639,2004
PERTUSSIS,1.36,DISTRICT OF COLUMBIA,8,579796,2004
PERTUSSIS,0.7500000000000002,FLORIDA,130,17375259,2004
PERTUSSIS,0.45000000000000007,GEORGIA,42,8913676,2004
PERTUSSIS,2.0000000000000004,HAWAII,25,1252782,2004
PERTUSSIS,2.5700000000000003,IDAHO,36,1391718,2004
PERTUSSIS,3.859999999999999,ILLINOIS,486,12645295,2004
PERTUSSIS,4.609999999999999,INDIANA,286,6214454,2004
PERTUSSIS,10.38,IOWA,305,2941358,2004
PERTUSSIS,10.78,KANSAS,294,2730765,2004
PERTUSSIS,2.0300000000000002,KENTUCKY,84,4147970,2004
PERTUSSIS,0.31999999999999995,LOUISIANA,15,4489327,2004
PERTUSSIS,2.45,MAINE,32,1308253,2004
PERTUSSIS,2.37,MARYLAND,130,5542659,2004
PERTUSSIS,24.27,MASSACHUSETTS,1563,6451279,2004
PERTUSSIS,2.9499999999999997,MICHIGAN,295,10089305,2004
PERTUSSIS,9.54,MINNESOTA,484,5079344,2004
PERTUSSIS,0.5,MISSISSIPPI,15,2886006,2004
PERTUSSIS,9.070000000000002,MISSOURI,522,5758444,2004
PERTUSSIS,7.800000000000001,MONTANA,72,925887,2004
PERTUSSIS,4.54,NEBRASKA,79,1742184,2004
PERTUSSIS,1.9700000000000002,NEVADA,46,2328703,2004
PERTUSSIS,7.03,NEW HAMPSHIRE,91,1292766,2004
PERTUSSIS,2.5500000000000003,NEW JERSEY,222,8611530,2004
PERTUSSIS,7.220000000000001,NEW MEXICO,137,1891829,2004
PERTUSSIS,6.850000000000001,NEW YORK,1319,19297933,2004
PERTUSSIS,1.01,NORTH CAROLINA,84,8531283,2004
PERTUSSIS,118.00999999999999,NORTH DAKOTA,751,636303,2004
PERTUSSIS,6.430000000000001,OHIO,739,11464593,2004
PERTUSSIS,0.9199999999999999,OKLAHOMA,32,3514449,2004
PERTUSSIS,14.61,OREGON,522,3573505,2004
PERTUSSIS,4.430000000000001,PENNSYLVANIA,552,12388368,2004
PERTUSSIS,3.73,RHODE ISLAND,40,1071414,2004
PERTUSSIS,1.3000000000000003,SOUTH CAROLINA,54,4201306,2004
PERTUSSIS,9.29,SOUTH DAKOTA,72,774283,2004
PERTUSSIS,2.2299999999999995,TENNESSEE,132,5916762,2004
PERTUSSIS,3.7,TEXAS,831,22418319,2004
PERTUSSIS,9.769999999999998,UTAH,239,2438915,2004
PERTUSSIS,19.91,VERMONT,123,618145,2004
PERTUSSIS,3.34,VIRGINIA,250,7468914,2004
PERTUSSIS,11.72,WASHINGTON,724,6184289,2004
PERTUSSIS,1.25,WEST VIRGINIA,22,1803302,2004
PERTUSSIS,73.41,WISCONSIN,4045,5511385,2004
PERTUSSIS,6.780000000000001,WYOMING,34,502988,2004
HEPATITIS A,0.71,ALABAMA,34,4545049,2005
HEPATITIS A,0.44999999999999996,ALASKA,3,669488,2005
HEPATITIS A,4.010000000000001,ARIZONA,240,5974834,2005
HEPATITIS A,0.64,ARKANSAS,17,2776221,2005
HEPATITIS A,2.510000000000001,CALIFORNIA,905,35795255,2005
HEPATITIS A,1.0100000000000002,COLORADO,49,4660780,2005
HEPATITIS A,1.4700000000000004,CONNECTICUT,49,3477416,2005
HEPATITIS A,0.48,DELAWARE,4,839906,2005
HEPATITIS A,0.8500000000000001,DISTRICT OF COLUMBIA,5,582049,2005
HEPATITIS A,1.570000000000001,FLORIDA,288,17783868,2005
HEPATITIS A,1.1100000000000005,GEORGIA,108,9097428,2005
HEPATITIS A,1.8399999999999999,HAWAII,23,1266117,2005
HEPATITIS A,1.4700000000000002,IDAHO,21,1425862,2005
HEPATITIS A,0.7400000000000002,ILLINOIS,90,12674452,2005
HEPATITIS A,0.9800000000000004,INDIANA,58,6253120,2005
HEPATITIS A,0.8500000000000003,IOWA,27,2949450,2005
HEPATITIS A,0.7300000000000001,KANSAS,19,2741771,2005
HEPATITIS A,0.6500000000000001,KENTUCKY,28,4182293,2005
HEPATITIS A,1.4400000000000004,LOUISIANA,66,4497691,2005
HEPATITIS A,0.4,MAINE,5,1311631,2005
HEPATITIS A,1.5300000000000007,MARYLAND,83,5582520,2005
HEPATITIS A,8.07,MASSACHUSETTS,524,6453031,2005
HEPATITIS A,1.6200000000000008,MICHIGAN,162,10090554,2005
HEPATITIS A,0.61,MINNESOTA,31,5106560,2005
HEPATITIS A,0.6000000000000001,MISSISSIPPI,18,2900116,2005
HEPATITIS A,0.8400000000000004,MISSOURI,50,5806639,2005
HEPATITIS A,0.98,MONTANA,9,934801,2005
HEPATITIS A,0.52,NEBRASKA,9,1751721,2005
HEPATITIS A,0.36,NEVADA,9,2408804,2005
HEPATITIS A,5.820000000000001,NEW HAMPSHIRE,76,1301415,2005
HEPATITIS A,2.18,NEW JERSEY,192,8621837,2005
HEPATITIS A,1.1600000000000001,NEW MEXICO,23,1916538,2005
HEPATITIS A,2.080000000000001,NEW YORK,388,19330891,2005
HEPATITIS A,0.9300000000000003,NORTH CAROLINA,83,8669452,2005
HEPATITIS A,0.4800000000000002,OHIO,50,11475262,2005
HEPATITIS A,0.15,OKLAHOMA,5,3532769,2005
HEPATITIS A,1.2900000000000003,OREGON,44,3617869,2005
HEPATITIS A,1.3700000000000003,PENNSYLVANIA,163,12418161,2005
HEPATITIS A,1.32,RHODE ISLAND,14,1064989,2005
HEPATITIS A,0.8700000000000001,SOUTH CAROLINA,38,4256199,2005
HEPATITIS A,0.0,SOUTH DAKOTA,0,780084,2005
HEPATITIS A,2.4400000000000004,TENNESSEE,146,5995748,2005
HEPATITIS A,0.69,TEXAS,161,22801920,2005
HEPATITIS A,0.8400000000000002,UTAH,21,2499637,2005
HEPATITIS A,0.8,VERMONT,5,618814,2005
HEPATITIS A,1.0600000000000005,VIRGINIA,78,7563887,2005
HEPATITIS A,0.8800000000000003,WASHINGTON,52,6261282,2005
HEPATITIS A,0.5800000000000001,WEST VIRGINIA,10,1803920,2005
HEPATITIS A,0.6600000000000001,WISCONSIN,36,5541443,2005
PERTUSSIS,1.7600000000000005,ALABAMA,82,4545049,2005
PERTUSSIS,18.389999999999993,ALASKA,123,669488,2005
PERTUSSIS,15.889999999999999,ARIZONA,950,5974834,2005
PERTUSSIS,10.43,ARKANSAS,289,2776221,2005
PERTUSSIS,4.469999999999999,CALIFORNIA,1609,35795255,2005
PERTUSSIS,28.14999999999999,COLORADO,1314,4660780,2005
PERTUSSIS,1.1400000000000001,CONNECTICUT,39,3477416,2005
PERTUSSIS,2.74,DELAWARE,23,839906,2005
PERTUSSIS,1.72,DISTRICT OF COLUMBIA,10,582049,2005
PERTUSSIS,1.1700000000000006,FLORIDA,209,17783868,2005
PERTUSSIS,0.42000000000000004,GEORGIA,42,9097428,2005
PERTUSSIS,11.410000000000002,HAWAII,144,1266117,2005
PERTUSSIS,16.04,IDAHO,229,1425862,2005
PERTUSSIS,5.31,ILLINOIS,669,12674452,2005
PERTUSSIS,5.22,INDIANA,325,6253120,2005
PERTUSSIS,31.169999999999995,IOWA,919,2949450,2005
PERTUSSIS,19.17,KANSAS,525,2741771,2005
PERTUSSIS,3.3200000000000007,KENTUCKY,139,4182293,2005
PERTUSSIS,0.8700000000000003,LOUISIANA,40,4497691,2005
PERTUSSIS,2.61,MAINE,34,1311631,2005
PERTUSSIS,3.39,MARYLAND,191,5582520,2005
PERTUSSIS,21.060000000000002,MASSACHUSETTS,1360,6453031,2005
PERTUSSIS,2.96,MICHIGAN,296,10090554,2005
PERTUSSIS,20.81,MINNESOTA,1062,5106560,2005
PERTUSSIS,1.3900000000000003,MISSISSIPPI,42,2900116,2005
PERTUSSIS,9.76,MISSOURI,567,5806639,2005
PERTUSSIS,60.320000000000014,MONTANA,564,934801,2005
PERTUSSIS,9.850000000000001,NEBRASKA,172,1751721,2005
PERTUSSIS,1.2200000000000002,NEVADA,30,2408804,2005
PERTUSSIS,7.760000000000002,NEW HAMPSHIRE,101,1301415,2005
PERTUSSIS,2.7300000000000004,NEW JERSEY,234,8621837,2005
PERTUSSIS,7.279999999999996,NEW MEXICO,140,1916538,2005
PERTUSSIS,2.8800000000000003,NEW YORK,558,19330891,2005
PERTUSSIS,1.1800000000000002,NORTH CAROLINA,104,8669452,2005
PERTUSSIS,20.919999999999998,NORTH DAKOTA,133,635365,2005
PERTUSSIS,9.709999999999997,OHIO,1116,11475262,2005
PERTUSSIS,15.760000000000002,OREGON,570,3617869,2005
PERTUSSIS,7.41,PENNSYLVANIA,926,12418161,2005
PERTUSSIS,2.71,RHODE ISLAND,29,1064989,2005
PERTUSSIS,8.72,SOUTH CAROLINA,371,4256199,2005
PERTUSSIS,19.490000000000002,SOUTH DAKOTA,152,780084,2005
PERTUSSIS,3.2299999999999995,TENNESSEE,195,5995748,2005
PERTUSSIS,6.450000000000001,TEXAS,1478,22801920,2005
PERTUSSIS,25.440000000000005,UTAH,636,2499637,2005
PERTUSSIS,14.200000000000005,VERMONT,88,618814,2005
PERTUSSIS,4.34,VIRGINIA,330,7563887,2005
PERTUSSIS,13.100000000000001,WASHINGTON,819,6261282,2005
PERTUSSIS,2.5900000000000007,WEST VIRGINIA,46,1803920,2005
PERTUSSIS,19.380000000000003,WISCONSIN,1074,5541443,2005
PERTUSSIS,9.53,WYOMING,48,506242,2005
HEPATITIS A,0.35000000000000003,ALABAMA,17,4597688,2006
HEPATITIS A,1.1700000000000004,ARIZONA,69,6192100,2006
HEPATITIS A,0.8700000000000001,ARKANSAS,23,2815097,2006
HEPATITIS A,1.8900000000000006,CALIFORNIA,688,35979208,2006
HEPATITIS A,0.4800000000000001,COLORADO,24,4753044,2006
HEPATITIS A,1.2600000000000007,CONNECTICUT,42,3485162,2006
HEPATITIS A,1.2999999999999998,DELAWARE,11,853022,2006
HEPATITIS A,1.3599999999999999,DISTRICT OF COLUMBIA,8,583978,2006
HEPATITIS A,1.2100000000000009,FLORIDA,217,18088505,2006
HEPATITIS A,0.56,GEORGIA,56,9330086,2006
HEPATITIS A,0.8,HAWAII,10,1275599,2006
HEPATITIS A,0.56,IDAHO,8,1464413,2006
HEPATITIS A,0.49,ILLINOIS,59,12718011,2006
HEPATITIS A,0.6100000000000003,INDIANA,34,6301700,2006
HEPATITIS A,0.3500000000000001,IOWA,11,2964391,2006
HEPATITIS A,0.8400000000000003,KANSAS,22,2755700,2006
HEPATITIS A,0.48000000000000015,KENTUCKY,22,4219374,2006
HEPATITIS A,0.6200000000000001,LOUISIANA,27,4240327,2006
HEPATITIS A,0.4,MAINE,5,1314963,2006
HEPATITIS A,0.9500000000000004,MARYLAND,50,5612196,2006
HEPATITIS A,0.53,MASSACHUSETTS,33,6466399,2006
HEPATITIS A,0.6500000000000001,MICHIGAN,65,10082438,2006
HEPATITIS A,0.46,MINNESOTA,23,5148346,2006
HEPATITIS A,0.25,MISSISSIPPI,8,2897150,2006
HEPATITIS A,0.7300000000000003,MISSOURI,40,5861572,2006
HEPATITIS A,1.08,MONTANA,10,946230,2006
HEPATITIS A,1.0400000000000003,NEBRASKA,18,1760435,2006
HEPATITIS A,0.36,NEVADA,9,2493405,2006
HEPATITIS A,2.7,NEW HAMPSHIRE,35,1311894,2006
HEPATITIS A,0.7100000000000002,NEW JERSEY,62,8623721,2006
HEPATITIS A,0.6100000000000001,NEW MEXICO,12,1942608,2006
HEPATITIS A,1.5300000000000007,NEW YORK,280,19356564,2006
HEPATITIS A,1.1300000000000001,NORTH CAROLINA,100,8866977,2006
HEPATITIS A,0.5000000000000002,OHIO,53,11492495,2006
HEPATITIS A,0.32,OKLAHOMA,11,3574334,2006
HEPATITIS A,1.1300000000000006,OREGON,41,3677545,2006
HEPATITIS A,0.4500000000000002,PENNSYLVANIA,47,12471142,2006
HEPATITIS A,1.49,RHODE ISLAND,16,1060196,2006
HEPATITIS A,0.4,SOUTH CAROLINA,18,4339399,2006
HEPATITIS A,1.02,SOUTH DAKOTA,8,788519,2006
HEPATITIS A,0.7700000000000004,TENNESSEE,44,6089453,2006
HEPATITIS A,0.6199999999999999,TEXAS,147,23369024,2006
HEPATITIS A,0.5899999999999999,UTAH,15,2583724,2006
HEPATITIS A,1.44,VERMONT,9,619985,2006
HEPATITIS A,0.6600000000000003,VIRGINIA,52,7646996,2006
HEPATITIS A,0.8900000000000003,WASHINGTON,53,6372243,2006
HEPATITIS A,0.29000000000000004,WEST VIRGINIA,5,1807237,2006
HEPATITIS A,0.6799999999999999,WISCONSIN,37,5571680,2006
HEPATITIS A,0.38,WYOMING,2,512841,2006
PERTUSSIS,1.9400000000000004,ALABAMA,90,4597688,2006
PERTUSSIS,7.900000000000001,ALASKA,53,677325,2006
PERTUSSIS,5.709999999999998,ARIZONA,354,6192100,2006
PERTUSSIS,2.2000000000000006,ARKANSAS,60,2815097,2006
PERTUSSIS,2.3000000000000003,CALIFORNIA,831,35979208,2006
PERTUSSIS,11.060000000000002,COLORADO,525,4753044,2006
PERTUSSIS,2.16,CONNECTICUT,75,3485162,2006
PERTUSSIS,0.12,DELAWARE,1,853022,2006
PERTUSSIS,1.02,DISTRICT OF COLUMBIA,6,583978,2006
PERTUSSIS,1.2900000000000007,FLORIDA,233,18088505,2006
PERTUSSIS,0.22999999999999998,GEORGIA,23,9330086,2006
PERTUSSIS,6.310000000000001,HAWAII,80,1275599,2006
PERTUSSIS,4.36,IDAHO,63,1464413,2006
PERTUSSIS,3.58,ILLINOIS,451,12718011,2006
PERTUSSIS,3.49,INDIANA,220,6301700,2006
PERTUSSIS,8.790000000000001,IOWA,262,2964391,2006
PERTUSSIS,7.650000000000001,KANSAS,210,2755700,2006
PERTUSSIS,0.48000000000000004,KENTUCKY,21,4219374,2006
PERTUSSIS,0.36000000000000004,LOUISIANA,16,4240327,2006
PERTUSSIS,7.870000000000001,MAINE,103,1314963,2006
PERTUSSIS,1.5500000000000007,MARYLAND,82,5612196,2006
PERTUSSIS,5.939999999999999,MASSACHUSETTS,382,6466399,2006
PERTUSSIS,1.7300000000000006,MICHIGAN,173,10082438,2006
PERTUSSIS,2.3200000000000003,MINNESOTA,119,5148346,2006
PERTUSSIS,0.9300000000000002,MISSISSIPPI,28,2897150,2006
PERTUSSIS,2.170000000000001,MISSOURI,127,5861572,2006
PERTUSSIS,10.150000000000002,MONTANA,96,946230,2006
PERTUSSIS,3.9299999999999997,NEBRASKA,69,1760435,2006
PERTUSSIS,1.9600000000000004,NEVADA,49,2493405,2006
PERTUSSIS,6.650000000000003,NEW HAMPSHIRE,87,1311894,2006
PERTUSSIS,1.7900000000000005,NEW JERSEY,156,8623721,2006
PERTUSSIS,5.739999999999999,NEW MEXICO,112,1942608,2006
PERTUSSIS,10.319999999999999,NEW YORK,2007,19356564,2006
PERTUSSIS,2.67,NORTH CAROLINA,237,8866977,2006
PERTUSSIS,3.7600000000000002,NORTH DAKOTA,24,636771,2006
PERTUSSIS,5.43,OHIO,624,11492495,2006
PERTUSSIS,0.8300000000000001,OKLAHOMA,29,3574334,2006
PERTUSSIS,2.5099999999999985,OREGON,93,3677545,2006
PERTUSSIS,2.8400000000000003,PENNSYLVANIA,357,12471142,2006
PERTUSSIS,3.29,RHODE ISLAND,35,1060196,2006
PERTUSSIS,2.1600000000000006,SOUTH CAROLINA,93,4339399,2006
PERTUSSIS,1.9,SOUTH DAKOTA,15,788519,2006
PERTUSSIS,1.7100000000000009,TENNESSEE,103,6089453,2006
PERTUSSIS,1.6100000000000008,TEXAS,387,23369024,2006
PERTUSSIS,25.069999999999997,UTAH,648,2583724,2006
PERTUSSIS,9.940000000000003,VERMONT,62,619985,2006
PERTUSSIS,1.7300000000000004,VIRGINIA,133,7646996,2006
PERTUSSIS,5.13,WASHINGTON,325,6372243,2006
PERTUSSIS,2.4,WEST VIRGINIA,43,1807237,2006
PERTUSSIS,2.0200000000000005,WISCONSIN,113,5571680,2006
PERTUSSIS,9.07,WYOMING,47,512841,2006
HEPATITIS A,0.41000000000000003,ALABAMA,20,4637904,2007
HEPATITIS A,0.44999999999999996,ALASKA,3,682297,2007
HEPATITIS A,2.59,ARIZONA,163,6362241,2007
HEPATITIS A,0.42999999999999994,ARKANSAS,11,2842194,2007
HEPATITIS A,0.8400000000000004,CALIFORNIA,312,36226122,2007
HEPATITIS A,0.5000000000000001,COLORADO,25,4842259,2007
HEPATITIS A,0.75,CONNECTICUT,25,3488633,2007
HEPATITIS A,0.72,DELAWARE,6,864896,2007
HEPATITIS A,2.38,DISTRICT OF COLUMBIA,14,586409,2007
HEPATITIS A,0.9300000000000005,FLORIDA,159,18277888,2007
HEPATITIS A,0.48000000000000015,GEORGIA,48,9533761,2007
HEPATITIS A,0.32,HAWAII,4,1276832,2007
HEPATITIS A,0.54,IDAHO,8,1499245,2007
HEPATITIS A,0.7900000000000004,ILLINOIS,99,12779417,2007
HEPATITIS A,0.4800000000000001,INDIANA,29,6346113,2007
HEPATITIS A,1.3900000000000003,IOWA,42,2978719,2007
HEPATITIS A,0.38,KANSAS,10,2775586,2007
HEPATITIS A,0.3800000000000001,KENTUCKY,18,4256278,2007
HEPATITIS A,0.6000000000000001,LOUISIANA,27,4376122,2007
HEPATITIS A,0.32,MAINE,4,1317308,2007
HEPATITIS A,1.0900000000000005,MARYLAND,58,5634242,2007
HEPATITIS A,0.6400000000000001,MASSACHUSETTS,42,6499275,2007
HEPATITIS A,0.6000000000000001,MICHIGAN,60,10050847,2007
HEPATITIS A,1.35,MINNESOTA,69,5191206,2007
HEPATITIS A,0.26,MISSISSIPPI,8,2921723,2007
HEPATITIS A,0.5700000000000002,MISSOURI,31,5909824,2007
HEPATITIS A,0.82,MONTANA,8,957225,2007
HEPATITIS A,0.9400000000000002,NEBRASKA,16,1769912,2007
HEPATITIS A,0.44,NEVADA,11,2567752,2007
HEPATITIS A,0.87,NEW HAMPSHIRE,11,1317343,2007
HEPATITIS A,1.1100000000000003,NEW JERSEY,98,8636043,2007
HEPATITIS A,0.5,NEW MEXICO,10,1968731,2007
HEPATITIS A,1.4400000000000008,NEW YORK,262,19422777,2007
