attendance,capacity,date,day,gross,month,performances,previews,show,theatre,year
9575,,01/29/1989,29,341875,1,0,8,JEROME ROBBINS' BROADWAY,Imperial,1989
5958,,01/29/1989,29,285887,1,8,0,LEGS DIAMOND,Hellinger,1989
12264,,01/29/1989,29,490341,1,8,0,LES MIS?RABLES,Broadway,1989
7664,,01/29/1989,29,246745,1,8,0,M. BUTTERFLY,Eugene O'neill,1989
10386,,01/29/1989,29,391319,1,8,0,ME AND MY GIRL,Marquis,1989
2464,,01/29/1989,29,35664,1,10,0,"OH, CALCUTTA!",Edison,1989
4629,,01/29/1989,29,86405,1,8,0,OUR TOWN,Lyceum,1989
7680,,01/29/1989,29,242375,1,8,0,RUMORS,Broadhurst,1989
7179,,01/29/1989,29,186965,1,8,0,SARAFINA,Cort,1989
1904,,01/29/1989,29,28597,1,8,0,THE DEVIL'S DISCIPLE,Circle In The Square,1989
13096,,01/29/1989,29,548468,1,8,0,THE PHANTOM OF THE OPERA,Majestic,1989
4358,,02/05/1989,5,115636,2,8,0,A CHORUS LINE,Shubert,1989
6464,,02/05/1989,5,259091,2,8,0,ANYTHING GOES,Vivian Beaumont,1989
6702,,02/05/1989,5,225561,2,8,0,BLACK AND BLUE,Minskoff,1989
5820,,02/05/1989,5,169374,2,8,0,BORN YESTERDAY,46th Street,1989
9960,,02/05/1989,5,381283,2,8,0,CATS,Winter Garden,1989
2876,,02/05/1989,5,74918,2,8,0,EASTERN STANDARD,John Golden,1989
6183,,02/05/1989,5,215140,2,8,0,INTO THE WOODS '87,Martin Beck,1989
9428,,02/05/1989,5,334744,2,0,8,JEROME ROBBINS' BROADWAY,Imperial,1989
5411,,02/05/1989,5,216839,2,8,0,LEGS DIAMOND,Hellinger,1989
12264,,02/05/1989,5,489887,2,7,0,LES MIS?RABLES,Broadway,1989
7455,,02/05/1989,5,235093,2,8,0,M. BUTTERFLY,Eugene O'neill,1989
9114,,02/05/1989,5,313860,2,8,0,ME AND MY GIRL,Marquis,1989
2049,,02/05/1989,5,29696,2,10,0,"OH, CALCUTTA!",Edison,1989
3743,,02/05/1989,5,76088,2,8,0,OUR TOWN,Lyceum,1989
6923,,02/05/1989,5,212875,2,8,0,RUMORS,Broadhurst,1989
6630,,02/05/1989,5,167265,2,8,0,SARAFINA,Cort,1989
1930,,02/05/1989,5,25631,2,8,0,THE DEVIL'S DISCIPLE,Circle In The Square,1989
13096,,02/05/1989,5,548499,2,8,0,THE PHANTOM OF THE OPERA,Majestic,1989
5270,,02/12/1989,12,132092,2,8,0,A CHORUS LINE,Shubert,1989
6318,,02/12/1989,12,255382,2,8,0,ANYTHING GOES,Vivian Beaumont,1989
9234,,02/12/1989,12,294709,2,8,0,BLACK AND BLUE,Minskoff,1989
5730,,02/12/1989,12,160172,2,8,0,BORN YESTERDAY,46th Street,1989
10267,,02/12/1989,12,394297,2,8,0,CATS,Winter Garden,1989
2851,,02/12/1989,12,70802,2,8,0,EASTERN STANDARD,John Golden,1989
1536,,02/12/1989,12,24485,2,0,3,HIZZONER,Longacre,1989
6191,,02/12/1989,12,216974,2,8,0,INTO THE WOODS '87,Martin Beck,1989
9836,,02/12/1989,12,354270,2,0,8,JEROME ROBBINS' BROADWAY,Imperial,1989
5207,,02/12/1989,12,196283,2,8,0,LEGS DIAMOND,Hellinger,1989
12264,,02/12/1989,12,498862,2,7,0,LES MIS?RABLES,Broadway,1989
7232,,02/12/1989,12,228837,2,8,0,M. BUTTERFLY,Eugene O'neill,1989
9251,,02/12/1989,12,335568,2,8,0,ME AND MY GIRL,Marquis,1989
2401,,02/12/1989,12,34929,2,10,0,"OH, CALCUTTA!",Edison,1989
4101,,02/12/1989,12,76240,2,8,0,OUR TOWN,Lyceum,1989
6770,,02/12/1989,12,209038,2,8,0,RUMORS,Broadhurst,1989
6560,,02/12/1989,12,172062,2,8,0,SARAFINA,Cort,1989
971,,02/12/1989,12,18136,2,0,4,SHIRLEY VALENTINE,Booth,1989
2284,,02/12/1989,12,26932,2,8,0,THE DEVIL'S DISCIPLE,Circle In The Square,1989
13096,,02/12/1989,12,548760,2,8,0,THE PHANTOM OF THE OPERA,Majestic,1989
6291,,02/19/1989,19,179071,2,8,0,A CHORUS LINE,Shubert,1989
7498,,02/19/1989,19,305242,2,8,0,ANYTHING GOES,Vivian Beaumont,1989
9922,,02/19/1989,19,343995,2,8,0,BLACK AND BLUE,Minskoff,1989
7556,,02/19/1989,19,211736,2,8,0,BORN YESTERDAY,46th Street,1989
2153,,02/19/1989,19,23454,2,2,0,CAFE CROWN,Brooks Atkinson,1989
11715,,02/19/1989,19,472455,2,8,0,CATS,Winter Garden,1989
3668,,02/19/1989,19,84586,2,8,0,EASTERN STANDARD,John Golden,1989
2891,,02/19/1989,19,46860,2,0,6,HIZZONER,Longacre,1989
7619,,02/19/1989,19,277461,2,8,0,INTO THE WOODS '87,Martin Beck,1989
10375,,02/19/1989,19,379353,2,0,8,JEROME ROBBINS' BROADWAY,Imperial,1989
5454,,02/19/1989,19,207503,2,8,0,LEGS DIAMOND,Hellinger,1989
3176,,02/19/1989,19,58349,2,0,4,LEND ME A TENOR,Royale,1989
12264,,02/19/1989,19,496160,2,7,0,LES MIS?RABLES,Broadway,1989
8119,,02/19/1989,19,261533,2,8,0,M. BUTTERFLY,Eugene O'neill,1989
10504,,02/19/1989,19,400120,2,8,0,ME AND MY GIRL,Marquis,1989
3301,,02/19/1989,19,51851,2,10,0,"OH, CALCUTTA!",Edison,1989
4576,,02/19/1989,19,95338,2,8,0,OUR TOWN,Lyceum,1989
7683,,02/19/1989,19,240690,2,8,0,RUMORS,Broadhurst,1989
7628,,02/19/1989,19,199981,2,8,0,SARAFINA,Cort,1989
2221,,02/19/1989,19,46165,2,4,4,SHIRLEY VALENTINE,Booth,1989
1360,,02/19/1989,19,21860,2,8,0,THE DEVIL'S DISCIPLE,Circle In The Square,1989
13096,,02/19/1989,19,546895,2,8,0,THE PHANTOM OF THE OPERA,Majestic,1989
6259,,02/26/1989,26,181098,2,8,0,A CHORUS LINE,Shubert,1989
7494,,02/26/1989,26,303464,2,8,0,ANYTHING GOES,Vivian Beaumont,1989
10286,,02/26/1989,26,326104,2,8,0,BLACK AND BLUE,Minskoff,1989
6170,,02/26/1989,26,174388,2,8,0,BORN YESTERDAY,46th Street,1989
5874,,02/26/1989,26,69941,2,8,0,CAFE CROWN,Brooks Atkinson,1989
11693,,02/26/1989,26,476666,2,8,0,CATS,Winter Garden,1989
2672,,02/26/1989,26,65965,2,8,0,EASTERN STANDARD,John Golden,1989
2573,,02/26/1989,26,39459,2,4,3,HIZZONER,Longacre,1989
