Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
"701 HEWITT BOULEVARD, PO BOX 95",4,RED WING,GOODHUE,Yes,512,1545,65,44.559883,-92.572324,304,MAYO CLINIC HEALTH SYSTEM IN RED WING,1,Voluntary non-profit - Private,6512675000,240018,8,MN,Acute Care Hospitals,55066
400 N STATE OF FRANKLIN RD,1488,JOHNSON CITY,WASHINGTON,Yes,330,1560,864,36.307745,-82.38425,1533,JOHNSON CITY MEDICAL CENTER,526,Voluntary non-profit - Private,4234316111,440063,128,TN,Acute Care Hospitals,37604
PO BOX 1484,23,ELKINS,RANDOLPH,Yes,173,2113,383,38.92594,-79.846735,187,DAVIS MEMORIAL HOSPITAL,4,Voluntary non-profit - Private,3046363300,510030,21,WV,Acute Care Hospitals,26241
322 W SOUTH ST PO BOX 789,5,UNION,UNION,Yes,259,515,13,34.711625,-81.626693,205,WALLACE THOMSON HOSPITAL,604,Government - Hospital District or Authority,8644270351,420039,8,SC,Acute Care Hospitals,29379
1362 SOUTH MAIN STREET,12,ELLIJAY,GILMER,Yes,0,535,130,34.680095,-84.492746,619,NORTH GEORGIA MEDICAL CENTER,294,Proprietary,7062764741,110205,688,GA,Acute Care Hospitals,30540
"1821 CLIFTON ROAD, NE",6,ATLANTA,DEKALB,No,0,0,0,33.804808,-84.33126,1,WESLEY WOODS GERIATRIC HOSPITAL,13,Voluntary non-profit - Private,4047286250,110203,229,GA,Acute Care Hospitals,30329
100 FRIST COURT,0,COLUMBUS,MUSCOGEE,No,0,0,0,32.534636,-84.950659,374,NORTHSIDE MEDICAL CENTER,626,Proprietary,7064942100,110200,4,GA,Acute Care Hospitals,31909
400 CHARTER BOULEVARD,56,MACON,BIBB,Yes,0,866,2,32.86624,-83.694187,349,COLISEUM NORTHSIDE HOSPITAL,734,Proprietary,4787575990,110201,652,GA,Acute Care Hospitals,31210
325 9TH AVENUE,457,SEATTLE,KING,Yes,1563,2644,1725,47.603442,-122.323563,1360,HARBORVIEW MEDICAL CENTER,1144,Government - Local,2067313000,500064,1461,WA,Acute Care Hospitals,98104
3015 VETERANS PARKWAY,0,MOULTRIE,COLQUITT,No,0,0,0,31.152922,-83.762593,0,TURNING POINT HOSPITAL,0,Proprietary,2299854815,110209,0,GA,Acute Care Hospitals,31788
607 W MAIN STREET,0,GRANGEVILLE,IDAHO,Yes,0,16,14,45.926504,-116.127163,18,SYRINGA GENERAL HOSPITAL,0,Government - Hospital District or Authority,2089831700,131315,5,ID,Critical Access Hospitals,83530
25 JACOBS GULCH ROAD,0,KELLOGG,SHOSHONE,Yes,0,0,0,47.547234,-116.131308,0,SHOSHONE MEDICAL CENTER,0,Government - Hospital District or Authority,2087841221,131314,0,ID,Critical Access Hospitals,83837
229 SOUTH 7TH STREET,0,ST MARIES,BENEWAH,Yes,0,0,0,47.314548,-116.567099,0,BENEWAH COMMUNITY HOSPITAL,0,Government - Local,2082457614,131317,0,ID,Critical Access Hospitals,83861
164 SOUTH FIFTH STREET,0,MONTPELIER,BEAR LAKE,Yes,0,0,0,42.316362,-111.300843,0,BEAR LAKE MEMORIAL HOSPITAL,0,Government - Local,2088471630,131316,0,ID,Critical Access Hospitals,83254
895 NORTH 6TH EAST,0,MOUNTAIN HOME,ELMORE,Yes,0,0,0,43.138786,-115.693023,0,ST LUKE'S ELMORE MEDICAL CENTER,0,Government - Hospital District or Authority,2085878401,131311,0,ID,Critical Access Hospitals,83647
709 NORTH LINCOLN AVENUE,0,JEROME,JEROME,Yes,0,0,0,42.729903,-114.519212,0,ST LUKE'S JEROME,0,Voluntary non-profit - Church,2083244301,131310,0,ID,Critical Access Hospitals,83338
252 SOUTH MAIN STREET,0,VICTOR,TETON,Yes,0,0,0,43.598496,-111.110978,0,TETON VALLEY HOSPITAL,0,Voluntary non-profit - Private,2083542383,131313,0,ID,Critical Access Hospitals,83455
1000 STATE STREET,0,MC CALL,VALLEY,Yes,0,0,0,48.673764,-116.331411,0,ST LUKE'S MCCALL,0,Voluntary non-profit - Private,2086342221,131312,0,ID,Critical Access Hospitals,83638
323 W WALNUT,0,BASTROP,MOREHOUSE,Yes,76,0,34,32.775194,-91.917424,109,MOREHOUSE GENERAL HOSPITAL,0,Government - Hospital District or Authority,3182833600,190116,0,LA,Acute Care Hospitals,71220
1224 EIGHTH STREET,0,RUPERT,MINIDOKA,Yes,0,0,0,42.619639,-113.686432,0,MINIDOKA MEMORIAL HOSPITAL,0,Government - Local,2084360481,131319,0,ID,Critical Access Hospitals,83350
1202 EAST LOCUST STREET,0,EMMETT,GEM,Yes,0,0,0,43.879196,-116.484865,0,WALTER KNOX MEMORIAL HOSPITAL,0,Government - Local,2083653561,131318,0,ID,Critical Access Hospitals,83617
22725 HIGHWAY 76 EAST,14,CLINTON,LAURENS,Yes,0,896,112,34.481078,-81.940877,363,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,8648339100,420038,25,SC,Acute Care Hospitals,29325
10000 W COLONIAL DR,186,OCOEE,ORANGE,Yes,8,1,78,28.55159,-81.527316,650,HEALTH CENTRAL,748,Government - State,4072961820,100030,91,FL,Acute Care Hospitals,34761
8012 SOUTH CRANDON AVENUE,31,CHICAGO,COOK,Yes,66,291,65,41.749478,-87.569015,48,SOUTH SHORE HOSPITAL,0,Voluntary non-profit - Private,7737680810,140181,0,IL,Acute Care Hospitals,60617
836 WEST WELLINGTON AVENUE,624,CHICAGO,COOK,Yes,1673,4543,516,41.936793,-87.651935,1507,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,1805,Voluntary non-profit - Church,7739751600,140182,256,IL,Acute Care Hospitals,60657
4300 ALTON RD,653,MIAMI BEACH,MIAMI-DADE,Yes,576,7255,976,25.814273,-80.140354,1237,MOUNT SINAI MEDICAL CENTER,1092,Proprietary,3056742121,100034,4141,FL,Acute Care Hospitals,33140
4500 MEMORIAL DRIVE,599,BELLEVILLE,SAINT CLAIR,Yes,4,4459,564,38.550205,-90.021464,1712,MEMORIAL HOSPITAL,7766,Voluntary non-profit - Private,6182337750,140185,374,IL,Acute Care Hospitals,62226
350 N WALL ST,118,KANKAKEE,KANKAKEE,Yes,0,1085,401,41.125583,-87.885446,1360,RIVERSIDE MEDICAL CENTER,2946,Voluntary non-profit - Private,8159331671,140186,33,IL,Acute Care Hospitals,60901
211 S THIRD ST,113,BELLEVILLE,SAINT CLAIR,Yes,0,2203,242,38.510813,-89.990136,1313,ST ELIZABETH HOSPITAL,2211,Voluntary non-profit - Church,6182342120,140187,650,IL,Acute Care Hospitals,62220
3501 JOHNSON ST,939,HOLLYWOOD,BROWARD,Yes,363,2185,450,26.01867,-80.179815,429,MEMORIAL REGIONAL HOSPITAL,13,Government - Hospital District or Authority,9549872000,100038,335,FL,Acute Care Hospitals,33021
1600 S ANDREWS AVE,413,FORT LAUDERDALE,BROWARD,Yes,138,3424,276,26.102044,-80.140787,1737,BROWARD HEALTH MEDICAL CENTER,249,Government - Hospital District or Authority,9543554400,100039,448,FL,Acute Care Hospitals,33316
1050 LINDEN AVE,0,LONG BEACH,LOS ANGELES,Yes,0,0,0,33.779852,-118.185955,0,ST MARY MEDICAL CENTER,0,Voluntary non-profit - Church,5624919000,50191,0,CA,Acute Care Hospitals,90813
372 W CYPRESS AVE,0,REEDLEY,FRESNO,Yes,0,0,0,36.607816,-119.451335,0,ADVENTIST MEDICAL CENTER - REEDLEY,0,Government - Hospital District or Authority,5596388155,50192,0,CA,Acute Care Hospitals,93654
2000 MOWRY AVE,0,FREMONT,ALAMEDA,Yes,0,0,0,37.55726,-121.97976,0,WASHINGTON HOSPITAL,0,Government - Hospital District or Authority,5107971111,50195,0,CA,Acute Care Hospitals,94538
75 NIELSON STREET,0,WATSONVILLE,SANTA CRUZ,Yes,0,0,0,36.927175,-121.793002,0,WATSONVILLE COMMUNITY HOSPITAL,0,Proprietary,8317244741,50194,0,CA,Acute Care Hospitals,95076
170 ALAMEDA DE LAS PULGAS,0,REDWOOD CITY,SAN MATEO,Yes,0,0,0,37.480277,-122.253776,0,SEQUOIA HOSPITAL,0,Voluntary non-profit - Private,6503675551,50197,0,CA,Acute Care Hospitals,94062
1025 N DOUTY ST,0,HANFORD,KINGS,Yes,0,0,0,36.336097,-119.645638,0,CENTRAL VALLEY GENERAL HOSPITAL,0,Voluntary non-profit - Church,5595832100,50196,0,CA,Acute Care Hospitals,93230
602 N ACADIA ROAD,184,THIBODAUX,LAFOURCHE,Yes,0,744,305,29.779537,-90.80571,152,THIBODAUX REGIONAL MEDICAL CENTER,53,Government - Hospital District or Authority,9854475500,190004,54,LA,Acute Care Hospitals,70301
2021 PERDIDO ST,1031,NEW ORLEANS,ORLEANS,Yes,206,2674,749,29.956615,-90.084888,1712,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,271,Voluntary non-profit - Private,5049033000,190005,912,LA,Acute Care Hospitals,70112
2390 WEST CONGRESS,84,LAFAYETTE,LAFAYETTE,Yes,285,167,44,30.217096,-92.046423,56,UNIVERSITY HOSPITAL & CLINICS,1,Government - State,3372616000,190006,11,LA,Acute Care Hospitals,70506
501 KEYSER AVE,8,NATCHITOCHES,NATCHITOCHES,Yes,104,746,2,31.753487,-93.079111,161,NATCHITOCHES REGIONAL MEDICAL CENTER,60,Government - Hospital District or Authority,3182144200,190007,3,LA,Acute Care Hospitals,71457
433 PLAZA ST,13,BOGALUSA,WASHINGTON,Yes,165,1850,128,30.779172,-89.867888,15,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,0,Government - State,9857306700,190001,9,LA,Acute Care Hospitals,70427
1214 COOLIDGE AVENUE,485,LAFAYETTE,LAFAYETTE,Yes,0,1083,229,30.20278,-92.019565,1200,LAFAYETTE GENERAL MEDICAL CENTER,479,Voluntary non-profit - Private,3372897991,190002,581,LA,Acute Care Hospitals,70503
600 NORTH LEWIS STREET,124,NEW IBERIA,IBERIA,Yes,0,255,226,30.008902,-91.794748,326,DAUTERIVE HOSPITAL,59,Proprietary,3373657311,190003,460,LA,Acute Care Hospitals,70563
717 MAGNOLIA ST,0,JACKSBORO,JACK,Yes,0,0,0,33.226008,-98.17052,0,FAITH COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,9405676633,450241,0,TX,Acute Care Hospitals,76458
18500 KATY FREEWAY,518,HOUSTON,HARRIS,Yes,0,3289,504,29.787087,-95.697484,771,METHODIST WEST HOUSTON HOSPITAL,740,Voluntary non-profit - Private,8325221000,670077,1001,TX,Acute Care Hospitals,77094
308 WILLOW AVE,77,HOBOKEN,HUDSON,Yes,30,761,73,40.740752,-74.033778,184,CAREPOINT HEALTH-HOBOKEN UMC,224,Voluntary non-profit - Church,2014181004,310040,73,NJ,Acute Care Hospitals,7030
950 MATTHEW DR,0,WAYNESBORO,WAYNE,Yes,0,234,26,31.674696,-88.635657,5,WAYNE GENERAL HOSPITAL,0,Government - Local,6017355151,250077,12,MS,Acute Care Hospitals,39367
100 TRICH DRIVE,0,WASHINGTON,WASHINGTON,No,333,1,0,40.156625,-80.27903,1492,ADVANCED SURGICAL HOSPITAL,572,Proprietary,7248840710,390323,2,PA,Acute Care Hospitals,15301
100 MEDICAL CENTER WAY,5392,SOMERS POINT,ATLANTIC,Yes,78,2881,395,39.314693,-74.592923,2785,SHORE MEDICAL CENTER,198,Voluntary non-profit - Private,6096533545,310047,2445,NJ,Acute Care Hospitals,8244
ONE CAPITAL WAY,694,PENNINGTON,MERCER,Yes,170,3320,695,40.292087,-74.803273,1393,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,144,Voluntary non-profit - Private,6093034000,310044,1891,NJ,Acute Care Hospitals,8534
350 ENGLE ST,1010,ENGLEWOOD,BERGEN,Yes,751,3099,639,40.903997,-73.968469,749,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,610,Voluntary non-profit - Private,2018943000,310045,3777,NJ,Acute Care Hospitals,7631
110 REHILL AVE,399,SOMERVILLE,SOMERSET,Yes,576,2959,455,40.568115,-74.595265,495,SOMERSET MEDICAL CENTER,211,Voluntary non-profit - Private,9086852200,310048,383,NJ,Acute Care Hospitals,8876
618 HOSPITAL ROAD,62,TAPPAHANNOCK,ESSEX,Yes,207,1132,69,37.900933,-76.878917,193,RIVERSIDE TAPPAHANNOCK HOSPITAL,411,Voluntary non-profit - Private,8044436189,490084,6,VA,Acute Care Hospitals,22560
16088 SAN PEDRO,0,SAN ANTONIO,BEXAR,No,0,0,0,29.587687,-98.473482,0,BAPTIST EMERGENCY HOSPITAL,0,Proprietary,2104024092,670078,0,TX,Acute Care Hospitals,78232
100  MEDICAL PARKWAY,3,LAKEWAY,TRAVIS,Yes,95,171,3,30.33297,-97.971383,6,"LAKEWAY REGIONAL MEDICAL CENTER, LLC",4,Proprietary,5122058102,670079,1,TX,Acute Care Hospitals,78734
360 W RUDDLE STREET,33,COALDALE,SCHUYLKILL,Yes,0,473,77,40.82134,-75.913919,306,ST LUKE'S MINERS MEMORIAL HOSPITAL,7,Voluntary non-profit - Private,5706452131,390183,356,PA,Acute Care Hospitals,18218
1850 CHADWICK DR,676,JACKSON,HINDS,Yes,0,49,158,32.288055,-90.255656,21,CENTRAL MISSISSIPPI MEDICAL CENTER,101,Proprietary,6013761000,250072,1809,MS,Acute Care Hospitals,39204
505 SOUTH JOHN REDDITT DRIVE,90,LUFKIN,ANGELINA,Yes,196,64,438,31.3279,-94.756161,702,WOODLAND HEIGHTS MEDICAL CENTER,7,Proprietary,9366348311,450484,0,TX,Acute Care Hospitals,75904
4039 HIGHLAND ST,7,MILAN,GIBSON,Yes,0,922,23,35.913259,-88.753473,7,MILAN GENERAL HOSPITAL,0,Government - Local,7316861591,440060,20,TN,Acute Care Hospitals,38358
2200 N BRYAN AVE,3,LAMESA,DAWSON,Yes,0,223,17,32.746596,-101.965368,44,MEDICAL ARTS HOSPITAL,29,Government - Hospital District or Authority,8068722183,450489,7,TX,Acute Care Hospitals,79331
1612 SOUTH HENDERSON BLVD,0,KILGORE,GREGG,Yes,0,0,0,32.37415,-94.867435,0,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,0,Proprietary,9039843505,450488,0,TX,Acute Care Hospitals,75662
1350 WALTON WAY,698,AUGUSTA,RICHMOND,Yes,594,2784,296,33.470658,-81.980019,1095,UNIVERSITY HOSPITAL,471,Voluntary non-profit - Other,7067229011,110028,613,GA,Acute Care Hospitals,30901
1233 N 30TH ST,456,BILLINGS,YELLOWSTONE,Yes,0,186,226,45.79331,-108.519405,894,ST VINCENT HEALTHCARE,300,Voluntary non-profit - Church,4066577000,270049,2603,MT,Acute Care Hospitals,59107
616 19TH STREET,40,COLUMBUS,MUSCOGEE,Yes,290,1625,654,32.480319,-84.984697,78,DOCTORS SPECIALTY HOSPITAL,72,Government - Hospital District or Authority,7064944262,110186,45,GA,Acute Care Hospitals,31901
ROAD 128 KM 1.0,0,YAUCO,YAUCO,Yes,0,0,0,18.085894,-66.866641,0,HOSPITAL METROPOLITANO DR TITO MATTEI,0,Proprietary,7878561000,400110,0,PR,Acute Care Hospitals,698
1 MEDICAL CENTER DRIVE,0,CLARKSBURG,HARRISON,No,0,0,0,39.304716,-80.354627,0,CLARKSBURG VA MEDICAL CENTER,0,Government Federal,3046233461,51003F,0,WV,ACUTE CARE - VETERANS ADMINISTRATION,26301
707 HIGHLANDER BLVD,0,ARLINGTON,TARRANT,Yes,0,0,0,32.682876,-97.116861,946,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,1807,Proprietary,8175492364,670067,0,TX,Acute Care Hospitals,76015
2 PROGRESS POINT PKWY,52,O FALLON,SAINT CHARLES,Yes,0,1732,171,38.715353,-90.698473,449,PROGRESS WEST HOSPITAL,15,Voluntary non-profit - Private,6363441000,260219,53,MO,Acute Care Hospitals,63368
45 READE PLACE,625,POUGHKEEPSIE,DUTCHESS,Yes,775,2407,631,41.694077,-73.935273,1149,VASSAR BROTHERS MEDICAL CENTER,906,Voluntary non-profit - Other,8454548500,330023,1663,NY,Acute Care Hospitals,12601
PO BOX 390,0,KEMMERER,LINCOLN,Yes,0,471,0,41.792447,-110.537669,24,SOUTH LINCOLN MEDICAL CENTER - CAH,0,Government - Hospital District or Authority,3078774401,531315,1,WY,Critical Access Hospitals,83101
47 SOUTH 4 ST,0,ROLLING FORK,SHARKEY,Yes,0,0,0,32.904683,-90.884362,0,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,0,Government - Local,6628734395,250079,0,MS,Acute Care Hospitals,39159
 CALLE CONCEPCION VERA AYALA #550 S,0,MOCA,MOCA,Yes,0,0,0,18.383323,-67.11405,0,HOSPITAL SAN CARLOS BORROMEO,0,Voluntary non-profit - Private,7878778000,400111,0,PR,Acute Care Hospitals,676
520 W MAIN ST,11,SMITHVILLE,DEKALB,Yes,70,492,41,35.961297,-85.829365,101,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,1,Voluntary non-profit - Church,6152155000,440148,6,TN,Acute Care Hospitals,37166
6001 NORRIS CANYON ROAD,0,SAN RAMON,CONTRA COSTA,Yes,0,0,0,37.775768,-121.958237,0,SAN RAMON REGIONAL MEDICAL CTR,0,Proprietary,9252759200,50689,0,CA,Acute Care Hospitals,94583
9400 NO NAME UNO,0,GILROY,SANTA CLARA,Yes,0,0,0,37.036612,-121.57124,0,SAINT LOUISE REGIONAL HOSPITAL,0,Voluntary non-profit - Church,4088482000,50688,0,CA,Acute Care Hospitals,95020
612 MOCKSVILLE AVE,381,SALISBURY,ROWAN,Yes,626,3486,347,35.681722,-80.470716,1334,NOVANT HEALTH ROWAN MEDICAL CENTER,180,Voluntary non-profit - Private,7042105000,340015,136,NC,Acute Care Hospitals,28144
1125 PAUL MAILLARD RD,0,LULING,SAINT CHARLES,No,0,0,0,29.920586,-90.374666,0,SPECIALTY REHABILITATION HOSPITAL OF LULING,0,Proprietary,9857855233,190310,0,LA,Acute Care Hospitals,70070
28400 MCCALL B0ULEVARD,0,SUN CITY,RIVERSIDE,Yes,0,0,0,33.719393,-117.164627,0,MENIFEE VALLEY MEDICAL CENTER,0,Government - Hospital District or Authority,9516798888,50684,0,CA,Acute Care Hospitals,92585
403 BURKARTH ROAD,22,WARRENSBURG,JOHNSON,Yes,0,1470,38,38.765912,-93.72188,280,WESTERN MISSOURI MEDICAL CENTER,6,Government - Hospital District or Authority,6607472500,260097,24,MO,Acute Care Hospitals,64093
10800 MAGNOLIA AVENUE,0,RIVERSIDE,RIVERSIDE,Yes,0,0,0,33.904688,-117.46922,0,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",0,Government - Hospital District or Authority,9513532000,50686,0,CA,Acute Care Hospitals,92505
6420 CLAYTON RD,1377,RICHMOND HEIGHTS,SAINT LOUIS,Yes,741,5474,377,38.633192,-90.311302,747,SSM ST MARYS HEALTH CENTER,576,Voluntary non-profit - Private,3147688000,260091,1453,MO,Acute Care Hospitals,63117
1801 N JACKSON ST BOX 460,110,TULLAHOMA,COFFEE,Yes,0,148,148,35.362024,-86.209434,361,HARTON REGIONAL MEDICAL CENTER,1401,Voluntary non-profit - Other,9313933000,440144,435,TN,Acute Care Hospitals,37388
630 WEST THIRD STREET,0,MILAN,SULLIVAN,Yes,0,0,0,40.201953,-93.132864,0,SULLIVAN COUNTY MEMORIAL HOSPITAL,0,Government - Local,6602654212,261306,0,MO,Critical Access Hospitals,63556
130 EAST LOCKLING,0,BROOKFIELD,LINN,Yes,0,0,0,39.775031,-93.068433,0,PERSHING MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,6602582222,261307,0,MO,Critical Access Hospitals,64628
"1926 OAK STREET,  PO BOX 389",0,UNIONVILLE,PUTNAM,Yes,0,0,0,40.482019,-93.005685,0,PUTNAM COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,6609472411,261305,0,MO,Critical Access Hospitals,63565
"26136 US HIGHWAY 59, PO BOX 107",0,FAIRFAX,ATCHISON,Yes,0,0,0,40.34619,-95.397271,0,COMMUNITY HOSPITAL ASSOCIATION,0,Voluntary non-profit - Private,6606862111,261303,0,MO,Critical Access Hospitals,64446
2333 BUCHANAN STREET,0,SAN FRANCISCO,SAN FRANCISCO,Yes,0,0,0,37.790844,-122.431272,0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0,Voluntary non-profit - Private,4156006000,50047,0,CA,Acute Care Hospitals,94115
1306 MARICOPA HWY,0,OJAI,VENTURA,Yes,0,0,0,34.442868,-119.264655,0,OJAI VALLEY COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,8056402280,50046,0,CA,Acute Care Hospitals,93023
1415 ROSS AVENUE,0,EL CENTRO,IMPERIAL,Yes,0,0,0,32.780446,-115.568577,0,EL CENTRO REGIONAL MEDICAL CENTER,0,Government - Local,7603397100,50045,0,CA,Acute Care Hospitals,92243
1206 GORDON DUCKWORTH DRIVE,0,PIGGOTT,CLAY,Yes,0,0,0,36.391886,-90.204663,0,PIGGOTT COMMUNITY HOSPITAL,0,Government - Local,8705983881,41330,0,AR,Critical Access Hospitals,72454
350 HAWTHORNE AVENUE,0,OAKLAND,ALAMEDA,Yes,0,0,0,37.8218,-122.26268,0,ALTA BATES SUMMIT MEDICAL CENTER,0,Voluntary non-profit - Private,5106554000,50043,0,CA,Acute Care Hospitals,94609
2550 SISTER MARY COLUMBA DRIVE,0,RED BLUFF,TEHAMA,Yes,0,0,0,40.148552,-122.21902,0,ST ELIZABETH COMMUNITY HOSPITAL,0,Voluntary non-profit - Church,5305298012,50042,0,CA,Acute Care Hospitals,96080
300 HEALTH WAY,0,POTOSI,WASHINGTON,Yes,0,0,0,37.927374,-90.772818,0,WASHINGTON COUNTY MEMORIAL HOSPITAL,0,Government - Local,5734385451,261308,0,MO,Critical Access Hospitals,63664
14445 OLIVE VIEW DRIVE,0,SYLMAR,LOS ANGELES,Yes,0,0,0,34.325708,-118.445776,0,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,0,Voluntary non-profit - Other,8183641555,50040,0,CA,Acute Care Hospitals,91342
3 AVE 65TH INFANTERIA BOX 6021,0,CAROLINA,CAROLINA,No,0,0,0,18.380015,-65.9621,0,"HOSPITAL UPR, DR FEDERICO TRILLA",0,Proprietary,7877571800,400112,0,PR,Acute Care Hospitals,984
830 S GLOSTER,92,TUPELO,LEE,Yes,0,285,277,34.243362,-88.71753,46,NORTH MISSISSIPPI MEDICAL CENTER,0,Voluntary non-profit - Private,6623773000,250004,12,MS,Acute Care Hospitals,38801
150 REYNOIR STREET,119,BILOXI,HARRISON,Yes,0,139,102,30.395975,-88.889684,90,BILOXI REGIONAL MEDICAL CENTER,48,Proprietary,2284361104,250007,106,MS,Acute Care Hospitals,39530
200 HWY 30 WEST,177,NEW ALBANY,UNION,Yes,0,754,300,34.485741,-88.997617,823,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,195,Voluntary non-profit - Other,6625387631,250006,799,MS,Acute Care Hospitals,38652
2500 N STATE ST,5695,JACKSON,HINDS,Yes,397,3821,2095,32.33053,-90.170223,971,UNIVERSITY OF MISSISSIPPI MED CENTER,1678,Government - State,6019844100,250001,570,MS,Acute Care Hospitals,39216
1000 LOCUST STREET,0,RENO,WASHOE,No,0,0,0,39.516359,-119.799327,0,VA SIERRA NEVADA HEALTHCARE SYSTEM,0,Government Federal,7753281263,29002F,0,NV,ACUTE CARE - VETERANS ADMINISTRATION,89502
1777 CURTIS DRIVE,0,IUKA,TISHOMINGO,Yes,0,0,0,34.803689,-88.209365,0,TISHOMINGO HEALTH SERVICES INC,0,Voluntary non-profit - Private,6624236051,250002,1,MS,Acute Care Hospitals,38852
288 SOUTH RIDGECREST AVE,57,RUTHERFORDTON,RUTHERFORD,Yes,0,2609,793,35.362513,-81.966918,814,RUTHERFORD HOSPITAL INC,0,Voluntary non-profit - Private,8282865000,340013,0,NC,Acute Care Hospitals,28139
611 ALCORN DRIVE,6,CORINTH,ALCORN,Yes,1614,91,1047,34.934661,-88.558655,1343,MAGNOLIA REGIONAL HEALTH CENTER,0,Voluntary non-profit - Other,6622937660,250009,325,MS,Acute Care Hospitals,38834
500 RUE DE SANTE,57,LAPLACE,ST JOHN THE BAPTIST,Yes,11,433,232,30.073314,-90.516021,442,RIVER PARISHES HOSPITAL,301,Proprietary,9856527000,190175,834,LA,Acute Care Hospitals,70068
1415 TULANE AVE,639,NEW ORLEANS,ORLEANS,Yes,449,2361,1720,29.955446,-90.075857,3921,TULANE MEDICAL CENTER,386,Proprietary,5049881900,190176,2793,LA,Acute Care Hospitals,70112
95 JUDGE TANNER BOULEVARD,439,COVINGTON,SAINT TAMMANY,Yes,64,1193,218,30.409843,-90.080256,425,LAKEVIEW REGIONAL MEDICAL CENTER,481,Proprietary,9858674443,190177,33,LA,Acute Care Hospitals,70433
1600 E BROADWAY,2258,COLUMBIA,BOONE,Yes,2,7098,587,38.94903,-92.315626,837,BOONE HOSPITAL CENTER,4765,Voluntary non-profit - Other,5738158000,260068,4403,MO,Acute Care Hospitals,65201
3400 MINISTRY PARKWAY,120,WESTON,MARATHON,Yes,0,32,7,44.89045,-89.580058,2,ST CLARES HOSPITAL OF WESTON,0,Voluntary non-profit - Private,7153933000,520202,19,WI,Acute Care Hospitals,54476
2951 MAPLE AVENUE,1933,ZANESVILLE,MUSKINGUM,Yes,12,3504,520,39.9751,-82.018118,2360,GENESIS HEALTHCARE SYSTEM,239,Voluntary non-profit - Private,7404545000,360039,2028,OH,Acute Care Hospitals,43701
1000 KINGFISHER HOSPITAL DRIVE,0,KINGFISHER,KINGFISHER,Yes,0,0,0,35.810207,-97.944763,0,MERCY HOSPITAL KINGFISHER,0,Voluntary non-profit - Private,4053753141,371313,0,OK,Critical Access Hospitals,73750
1004 EAST BRYAN,0,SAPULPA,CREEK,Yes,0,0,0,35.993108,-96.099965,0,ST JOHN SAPULPA,0,Voluntary non-profit - Private,9182244280,371312,0,OK,Critical Access Hospitals,74066
INTERSECTION HYWS 81 & 70,0,WAURIKA,JEFFERSON,Yes,0,0,0,34.158297,-97.982278,0,JEFFERSON COUNTY HOSPITAL,0,Government - Hospital District or Authority,5802282344,371311,0,OK,Critical Access Hospitals,73573
3462 HOSPITAL RD,0,HEALDTON,CARTER,Yes,0,0,0,34.22371,-97.490326,0,"MERCY HOSPITAL HEALDTON, INC.",0,Voluntary non-profit - Private,5802290701,371310,0,OK,Critical Access Hospitals,73438
200 SOUTH ACADEMY ROAD,0,GUTHRIE,LOGAN,Yes,0,0,0,35.876547,-97.460434,0,MERCY HOSPITAL LOGAN COUNTY,0,Government - Hospital District or Authority,4052826700,371317,0,OK,Critical Access Hospitals,73044
2308 HIGHWAY 66 WEST,0,STROUD,LINCOLN,Yes,0,0,0,35.749527,-96.682917,0,STROUD REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Private,9189683571,371316,0,OK,Critical Access Hospitals,74079
8045 ROANE MEDICAL CENTER DRIVE,1913,HARRIMAN,ROANE,Yes,384,413,0,35.888811,-84.555557,17,ROANE MEDICAL CENTER,1,Government - Hospital District or Authority,8653161000,440031,51,TN,Acute Care Hospitals,37748
1002 EAST CENTRAL BOULEVARD,0,ANADARKO,CADDO,Yes,0,0,0,35.070973,-98.227703,0,PHYSICIANS' HOSPITAL IN ANADARKO,0,Proprietary,4052472551,371314,0,OK,Critical Access Hospitals,73005
6 NORTH COVINGTON,0,COALGATE,COAL,Yes,0,0,0,34.538825,-96.224337,0,MARY HURLEY HOSPITAL,0,Voluntary non-profit - Private,5809272327,371319,0,OK,Critical Access Hospitals,74538
