Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
5016 S US HIGHWAY 75,452,DENISON,GRAYSON,Yes,1,2122,317,33.710972,-96.585229,336,TEXOMA MEDICAL CENTER,15,Proprietary,9034164000,450324,38,TX,Acute Care Hospitals,75020
810 12TH STREET,42,HOOD RIVER,HOOD RIVER,Yes,0,1158,29,45.704811,-121.523782,259,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,5413863911,381318,73,OR,Critical Access Hospitals,97031
2801 ST ANTHONY WAY,0,PENDLETON,UMATILLA,Yes,0,0,0,45.647837,-118.814008,0,ST ANTHONY HOSPITAL,0,Voluntary non-profit - Church,5412765121,381319,0,OR,Critical Access Hospitals,97801
930 SW ABBEY STREET,0,NEWPORT,LINCOLN,Yes,0,0,0,44.630099,-124.060456,0,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,0,Voluntary non-profit - Private,5412652244,381314,0,OR,Critical Access Hospitals,97365
3325 POCAHONTAS ROAD,0,BAKER CITY,BAKER,Yes,0,0,0,44.794932,-117.846737,0,"ST ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",0,Voluntary non-profit - Church,5415236461,381315,0,OR,Critical Access Hospitals,97814
400 9TH STREET,29,FLORENCE,LANE,Yes,521,1894,24,43.974613,-124.118006,446,PEACE HARBOR MEDICAL CENTER,94,Voluntary non-profit - Church,5419978412,381316,34,OR,Critical Access Hospitals,97439
1000 THIRD STREET,0,TILLAMOOK,TILLAMOOK,Yes,0,0,0,45.4569,-123.854181,0,TILLAMOOK REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Church,5038424444,381317,0,OR,Critical Access Hospitals,97141
564 E PIONEER DRIVE,0,HEPPNER,MORROW,Yes,0,0,0,45.356371,-119.548956,0,PIONEER MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,5416769133,381310,0,OR,Critical Access Hospitals,97836
2620 WEST FAIDLEY AVE,497,GRAND ISLAND,HALL,Yes,0,1231,319,40.926365,-98.371975,131,ST FRANCIS MEDICAL CENTER,222,Voluntary non-profit - Church,3083844600,280023,92,NE,Acute Care Hospitals,68803
555 SOUTH 70TH ST,1064,LINCOLN,LANCASTER,Yes,0,2273,386,40.808156,-96.626893,895,SAINT ELIZABETH REGIONAL MEDICAL CENTER,176,Voluntary non-profit - Private,4022197700,280020,3810,NE,Acute Care Hospitals,68510
1201 NE ELM STREET,7,PRINEVILLE,CROOK,Yes,0,453,4,44.310315,-120.843354,43,PIONEER MEMORIAL HOSPITAL,8,Voluntary non-profit - Private,5414476254,381313,11,OR,Critical Access Hospitals,97754
3601 CALAIS DRIVE,137,SHERMAN,GRAYSON,Yes,2968,4621,28,33.676807,-96.602497,482,HERITAGE PARK SURGICAL HOSPITAL,2418,Physician,9038133728,670076,13,TX,Acute Care Hospitals,75090
5501 OLD YORK ROAD,306,PHILADELPHIA,PHILADELPHIA,Yes,396,6683,785,40.03682,-75.143506,1108,ALBERT EINSTEIN MEDICAL CENTER,4457,Voluntary non-profit - Other,2154566090,390142,60,PA,Acute Care Hospitals,19141
15 EAST AUDUBON DRIVE,0,FRESNO,FRESNO,No,0,0,0,36.859923,-119.788578,0,FRESNO HEART AND SURGICAL HOSPITAL,0,Voluntary non-profit - Private,5594338000,50732,0,CA,Acute Care Hospitals,93720
9080 COLIMA RD,0,WHITTIER,LOS ANGELES,Yes,0,0,0,33.950271,-118.004023,0,WHITTIER HOSPITAL MEDICAL CENTER,0,Proprietary,5629453561,50735,0,CA,Acute Care Hospitals,90605
400 MEDICAL PARK DR,10,WATERVLIET,BERRIEN,Yes,0,206,2,42.185877,-86.248849,68,"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",0,Voluntary non-profit - Private,2694633111,230078,1,MI,Acute Care Hospitals,49098
525 N GARFIELD AVE,0,MONTEREY PARK,LOS ANGELES,Yes,0,0,0,34.067982,-118.123759,0,GARFIELD MEDICAL CENTER,0,Proprietary,6265732222,50737,0,CA,Acute Care Hospitals,91754
900 S ATLANTIC BLVD,0,MONTEREY PARK,LOS ANGELES,Yes,0,0,0,34.049415,-118.138286,0,MONTEREY PARK HOSPITAL,0,Proprietary,6265709000,50736,0,CA,Acute Care Hospitals,91754
555 EAST HARDY STREET,0,INGLEWOOD,LOS ANGELES,Yes,0,0,0,33.950764,-118.348279,0,CENTINELA HOSPITAL MEDICAL CENTER,0,Proprietary,3106734660,50739,0,CA,Acute Care Hospitals,90301
1701 SANTA ANITA AVE,0,SOUTH EL MONTE,LOS ANGELES,No,0,0,0,34.048028,-118.043419,0,GREATER EL MONTE COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,6263507975,50738,0,CA,Acute Care Hospitals,91733
5201 HARRY HINES BLVD,300,DALLAS,DALLAS,Yes,1451,2568,1713,32.810635,-96.838323,1986,PARKLAND HEALTH AND HOSPITAL SYSTEM,1157,Government - Hospital District or Authority,2145908000,450015,1726,TX,Acute Care Hospitals,75235
815 SOUTH 10TH STREET,1,LEESVILLE,VERNON,No,192,276,15,31.135175,-93.269495,571,DOCTORS HOSPITAL AT DEER CREEK LLC,743,Physician,3373925088,190297,16,LA,Acute Care Hospitals,71446
507 HOSPITAL WAY,0,BREWSTER,OKANOGAN,Yes,0,0,0,48.108469,-119.779346,0,THREE RIVERS HOSPITAL,0,Government - Hospital District or Authority,5096892517,501324,0,WA,Critical Access Hospitals,98812
1202 3RD ST W,0,ROUNDUP,MUSSELSHELL,Yes,0,0,0,46.45339,-108.546367,0,ROUNDUP MEMORIAL HEALTHCARE,0,Government - Hospital District or Authority,4063232301,271346,0,MT,Critical Access Hospitals,59072
651 NORTH BOLTON AVE,27,ALEXANDRIA,RAPIDES,No,2159,3848,232,31.313914,-92.467897,1229,CENTRAL LOUISIANA SURGICAL HOSPITAL,2692,Physician,3184496400,190298,53,LA,Acute Care Hospitals,71301
700 EAST MARSHALL AVENUE,596,LONGVIEW,GREGG,Yes,12,1731,960,32.50091,-94.730725,1338,GOOD SHEPHERD MEDICAL CENTER,1180,Voluntary non-profit - Private,9033152000,450037,705,TX,Acute Care Hospitals,75601
2830 CALDER AVENUE,904,BEAUMONT,JEFFERSON,Yes,0,217,2,30.087292,-94.132916,11,CHRISTUS HOSPITAL,0,Voluntary non-profit - Church,4098927171,450034,0,TX,Acute Care Hospitals,77702
4600 38TH ST,226,COLUMBUS,PLATTE,Yes,0,1083,425,41.453283,-97.383819,334,COLUMBUS COMMUNITY HOSPITAL,339,Voluntary non-profit - Other,4025647118,280111,529,NE,Acute Care Hospitals,68601
811 S WASHINGTON,18,MARSHALL,HARRISON,Yes,133,2013,130,32.537745,-94.367763,386,GOOD SHEPHERD MEDICAL CENTER MARSHALL,0,Voluntary non-profit - Private,9039276712,450032,0,TX,Acute Care Hospitals,75670
2101 PEASE ST,1247,HARLINGEN,CAMERON,Yes,78,2132,504,26.174645,-97.670519,736,VHS HARLINGEN HOSPITAL COMPANY LLC,87,Proprietary,9563891100,450033,2788,TX,Acute Care Hospitals,78550
6901 MEDICAL PARKWAY,1655,WACO,MCLENNAN,Yes,669,2519,1092,31.514445,-97.199274,936,PROVIDENCE HEALTH CENTER,2099,Voluntary non-profit - Private,2547514000,450042,3727,TX,Acute Care Hospitals,76712
HWY 77-75,0,WINNEBAGO,THURSTON,Yes,0,0,0,42.492149,-89.020496,0,WINNEBAGO IHS HOSPITAL,0,Government - Federal,4028782231,280119,0,NE,Acute Care Hospitals,68071
2000 HOSPITAL DRIVE,0,SEDRO WOOLLEY,SKAGIT,Yes,0,0,0,48.495902,-122.276253,0,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,0,Government - Hospital District or Authority,3608566021,501329,0,WA,Critical Access Hospitals,98284
1500 S MAIN ST,334,FORT WORTH,TARRANT,Yes,517,357,357,32.726296,-97.32694,1926,JPS HEALTH NETWORK,362,Government - Hospital District or Authority,8179213431,450039,2909,TX,Acute Care Hospitals,76104
230 HOSPITAL PLAZA,8,WESTON,LEWIS,Yes,0,556,263,39.047746,-80.492405,64,STONEWALL JACKSON MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,3042698080,510038,4,WV,Acute Care Hospitals,26452
300 PERSHING AVENUE,0,SHENANDOAH,PAGE,Yes,0,0,0,40.753561,-95.368552,0,SHENANDOAH MEDICAL CENTER,0,Voluntary non-profit - Private,7122461230,161366,0,IA,Critical Access Hospitals,51601
707 ROLAND ST,0,SPEARMAN,HANSFORD,Yes,0,0,0,36.190718,-101.200132,0,HANSFORD COUNTY HOSPITAL,0,Government - Hospital District or Authority,8066592535,451344,0,TX,Critical Access Hospitals,79081
523 EAST STATE ROAD,0,FAIRVIEW,MAJOR,Yes,0,0,0,36.275223,-98.47462,0,FAIRVIEW REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,5802273721,371329,0,OK,Critical Access Hospitals,73737
793 WEST STATE STREET,1748,COLUMBUS,FRANKLIN,Yes,8,3844,1231,39.957371,-83.021364,700,MOUNT CARMEL WEST,716,Voluntary non-profit - Other,6142345000,360035,350,OH,Acute Care Hospitals,43222
700 QUINCY AVENUE,89,SCRANTON,LACKAWANNA,Yes,237,620,387,41.411074,-75.650908,202,MOSES TAYLOR HOSPITAL,0,Voluntary non-profit - Private,5703402100,390119,162,PA,Acute Care Hospitals,18510
240 MAPLE ST,23,WOODRUFF,ONEIDA,Yes,2,278,163,45.89438,-89.701896,57,HOWARD YOUNG MEDICAL CTR,0,Voluntary non-profit - Church,7153568000,520091,0,WI,Acute Care Hospitals,54568
969 TENNESSEE AVE S,66,PARSONS,DECATUR,Yes,105,75,225,35.637766,-88.122899,24,DECATUR COUNTY GENERAL HOSPITAL,0,Government - Local,7318473031,440070,21,TN,Acute Care Hospitals,38363
225 SOUTH CENTER AVENUE,235,SOMERSET,SOMERSET,Yes,669,3019,808,40.00731,-79.078557,355,SOMERSET HOSPITAL,136,Voluntary non-profit - Private,8144435000,390039,610,PA,Acute Care Hospitals,15501
2025 MORSE AVENUE,0,SACRAMENTO,SACRAMENTO,No,0,0,0,38.601865,-121.392869,0,KAISER FOUNDATION HOSPITAL - SACRAMENTO,0,Voluntary non-profit - Private,9169735000,50425,0,CA,Acute Care Hospitals,95825
10666 NORTH TORREY PINES ROAD,0,LA JOLLA,SAN DIEGO,No,0,0,0,32.898364,-117.242961,0,SCRIPPS GREEN HOSPITAL,0,Voluntary non-profit - Private,8585543600,50424,0,CA,Acute Care Hospitals,92037
1021 PARK AVENUE,33,QUAKERTOWN,BUCKS,Yes,191,335,70,40.4385,-75.348954,913,ST LUKE'S QUAKERTOWN HOSPITAL,1977,Voluntary non-profit - Private,2155384500,390035,1558,PA,Acute Care Hospitals,18951
3033 W ORANGE AVENUE,0,ANAHEIM,ORANGE,Yes,0,0,0,33.825427,-117.994762,0,WEST ANAHEIM MEDICAL CENTER,0,Proprietary,7148273000,50426,0,CA,Acute Care Hospitals,92804
4100 JOHN R,994,DETROIT,WAYNE,No,0,340,445,42.352221,-83.057092,46,KARMANOS CANCER CENTER,7,Proprietary,8005766266,230297,417,MI,Acute Care Hospitals,48201
250 NORTH FIRST STREET,0,BLYTHE,RIVERSIDE,Yes,0,0,0,33.613053,-114.595112,0,PALO VERDE HOSPITAL,0,Government - Federal,7609224115,50423,0,CA,Acute Care Hospitals,92225
420 SOUTH JACKSON STREET,230,POTTSVILLE,SCHUYLKILL,Yes,43,774,606,40.683703,-76.188798,489,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,1019,Voluntary non-profit - Private,5706215000,390030,99,PA,Acute Care Hospitals,17901
3441 DICKERSON PIKE,281,NASHVILLE,DAVIDSON,Yes,30,2038,179,36.245443,-86.749589,342,TRISTAR SKYLINE MEDICAL CENTER,921,Voluntary non-profit - Private,6157692000,440006,99,TN,Acute Care Hospitals,37207
1317 LAKE POINTE PARKWAY,240,SUGAR LAND,FORT BEND,Yes,0,373,25,29.604719,-95.62025,100,ST LUKE'S SUGAR LAND HOSPITAL,22,Voluntary non-profit - Other,2816377000,670053,96,TX,Acute Care Hospitals,77478
506 3RD STREET,0,TRIBUNE,GREELEY,Yes,0,0,0,38.469229,-101.749735,0,GREELEY COUNTY HEALTH SERVICES,0,Government - Local,6203764221,171359,0,KS,Critical Access Hospitals,67879
605 W LINCOLN STREET,0,LINDSBORG,MCPHERSON,Yes,0,0,0,38.572746,-97.68358,0,LINDSBORG COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7852273308,171358,0,KS,Critical Access Hospitals,67456
85 SOUTH STREET,18,WARE,HAMPSHIRE,Yes,4,871,89,42.253336,-72.241208,84,BAYSTATE MARY LANE HOSPITAL,123,Voluntary non-profit - Private,4139676211,220050,5,MA,Acute Care Hospitals,1082
320 THIRTEENTH ST,0,WA KEENEY,TREGO,Yes,0,0,0,39.027679,-99.870875,0,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,0,Government - Local,7857432182,171355,0,KS,Critical Access Hospitals,67672
120 WEST 8TH STREET,0,ONAGA,POTTAWATOMIE,Yes,0,0,0,39.495432,-96.171674,0,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",0,Voluntary non-profit - Private,7858894272,171354,0,KS,Critical Access Hospitals,66521
701 S MAIN STREET,0,HILLSBORO,MARION,Yes,0,0,0,38.346345,-97.204698,0,HILLSBORO COMMUNITY HOSPITAL,0,Proprietary,6209473114,171357,0,KS,Critical Access Hospitals,67063
535 SOUTH FREEBRON,0,MARION,MARION,Yes,0,0,0,38.342922,-97.010041,0,ST LUKE HOSPITAL & LIVING CENTER,0,Government - Hospital District or Authority,6203822177,171356,0,KS,Critical Access Hospitals,66861
304 E 3RD STREET,0,WASHINGTON,WASHINGTON,Yes,0,0,0,39.817478,-97.045438,0,WASHINGTON COUNTY HOSPITAL,0,Government - Local,7853252211,171351,0,KS,Critical Access Hospitals,66968
200 S MAIN STREET,0,RUSSELL,RUSSELL,Yes,0,0,0,38.882732,-98.859327,0,RUSSELL REGIONAL HOSPITAL,0,Voluntary non-profit - Private,7854833131,171350,0,KS,Critical Access Hospitals,67665
1150 STATE STREET,0,PHILLIPSBURG,PHILLIPS,Yes,0,0,0,39.75586,-99.313608,0,PHILLIPS COUNTY HOSPITAL,0,Government - Local,7855435226,171353,0,KS,Critical Access Hospitals,67661
1100 N. COLLEGE AVENUE,0,FAYETTEVILLE,WASHINGTON,No,0,0,0,36.08127,-94.156857,0,FAYETTEVILLE AR VA MEDICAL CENTER,0,Government Federal,4794445058,04009F,0,AR,ACUTE CARE - VETERANS ADMINISTRATION,72703
75 BEEKMAN STREET,227,PLATTSBURGH,CLINTON,Yes,1,1640,128,44.700218,-73.471005,819,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,2,Voluntary non-profit - Private,5185612000,330250,148,NY,Acute Care Hospitals,12901
7821 EAST HIGHWAY 153,0,WINTERS,RUNNELS,Yes,0,0,0,31.949839,-99.958355,0,NORTH RUNNELS HOSPITAL,0,Government - Hospital District or Authority,3257544553,451315,0,TX,Critical Access Hospitals,79567
100 MCDOUGAL DRIVE,0,HOLDENVILLE,HUGHES,Yes,0,0,0,35.089002,-96.37971,0,HOLDENVILLE HOSPITAL AUTHORITY,0,Government - Hospital District or Authority,4053794200,371321,0,OK,Critical Access Hospitals,74848
530 SOUTH JACKSON STREET,75,LOUISVILLE,JEFFERSON,Yes,264,2514,405,38.248035,-85.744437,406,UNIVERSITY OF LOUISVILLE HOSPITAL,801,Voluntary non-profit - Private,5025623000,180141,51,KY,Acute Care Hospitals,40202
1000 NORTH VILLAGE AVENUE,246,ROCKVILLE CENTRE,NASSAU,Yes,86,3147,275,40.688363,-73.631961,389,MERCY MEDICAL CENTER,630,Voluntary non-profit - Church,5167052525,330259,36,NY,Acute Care Hospitals,11570
620 SKYLINE DRIVE,382,JACKSON,MADISON,Yes,936,7267,1607,35.636795,-88.831522,1530,JACKSON-MADISON COUNTY GENERAL HOSPITAL,1435,Government - Hospital District or Authority,7315415000,440002,670,TN,Acute Care Hospitals,38301
1500 SW 10TH ST,308,TOPEKA,SHAWNEE,Yes,522,740,721,39.053778,-95.694542,1314,STORMONT-VAIL HEALTHCARE,3375,Voluntary non-profit - Private,7853546121,170086,112,KS,Acute Care Hospitals,66604
997 WEST I-20,0,COLORADO CITY,MITCHELL,Yes,0,0,0,32.406594,-100.875737,0,MITCHELL COUNTY HOSPITAL DISTRICT,0,Government - Hospital District or Authority,3257283431,451342,0,TX,Critical Access Hospitals,79512
225 WILLIAMSON STREET,462,ELIZABETH,UNION,Yes,207,3079,229,40.659784,-74.214408,1093,TRINITAS REGIONAL MEDICAL CENTER,283,Voluntary non-profit - Private,9089945000,310027,536,NJ,Acute Care Hospitals,7207
1925 PACIFIC AVE,891,ATLANTIC CITY,ATLANTIC,Yes,0,1358,549,39.358066,-74.434459,509,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,19,Voluntary non-profit - Other,6094418020,310064,104,NJ,Acute Care Hospitals,8401
150 NORTH EAGLE CREEK DRIVE,495,LEXINGTON,FAYETTE,Yes,691,3921,663,37.999309,-84.439018,1759,SAINT JOSEPH EAST,2248,Voluntary non-profit - Church,8599675000,180143,1298,KY,Acute Care Hospitals,40509
7007 POWERS BOULEVARD,227,PARMA,CUYAHOGA,Yes,185,4307,308,41.38185,-81.731389,896,PARMA COMMUNITY GENERAL HOSPITAL,1025,Voluntary non-profit - Private,4407433000,360041,502,OH,Acute Care Hospitals,44129
826 WEST KING STREET,61,OWOSSO,SHIAWASSEE,Yes,530,3582,176,43.005432,-84.181495,533,MEMORIAL HEALTHCARE,0,Voluntary non-profit - Other,9897235211,230121,51,MI,Acute Care Hospitals,48867
71 PROSPECT AVENUE,10,HUDSON,COLUMBIA,Yes,673,2537,260,42.245949,-73.778547,560,COLUMBIA MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,5188287601,330094,200,NY,Acute Care Hospitals,12534
1220 NORTH GLENN ENGLISH STREET,0,CORDELL,WASHITA,Yes,0,0,0,35.303089,-98.987558,0,CORDELL MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,5808323339,371325,0,OK,Critical Access Hospitals,73632
743 SPRING STREET,1134,GAINESVILLE,HALL,Yes,0,3321,1380,34.303348,-83.817367,3198,"NORTHEAST GEORGIA MEDICAL CENTER, INC",390,Government - Local,7705353553,110029,2670,GA,Acute Care Hospitals,30501
3000 ARLINGTON AVENUE,135,TOLEDO,LUCAS,Yes,0,854,435,41.617878,-83.616321,929,UNIVERSITY OF TOLEDO MEDICAL CENTER,17,Government - State,4193833407,360048,134,OH,Acute Care Hospitals,43699
200 HOSPITAL AVE,19,JEFFERSON,ASHE,Yes,222,786,128,36.424266,-81.458809,6,ASHE MEMORIAL HOSPITAL,36,Voluntary non-profit - Private,3362467101,341325,52,NC,Critical Access Hospitals,28640
3580 WEST 9000 SOUTH,43,WEST JORDAN,SALT LAKE,Yes,78,2618,361,40.590199,-111.975069,1397,JORDAN VALLEY MEDICAL CENTER,212,Voluntary non-profit - Other,8015618888,460051,1349,UT,Acute Care Hospitals,84088
17101 DALLAS PARKWAY,0,ADDISON,DALLAS,Yes,136,43,4,32.984782,-96.829419,2428,METHODIST HOSPITAL FOR SURGERY,1970,Proprietary,4692483900,670073,101,TX,Acute Care Hospitals,75001
4800 SOUTH CROATAN HIGHWAY,0,NAGS HEAD,DARE,Yes,0,0,0,35.939805,-75.618117,0,"THE OUTER BANKS HOSPITAL, INC",0,Voluntary non-profit - Private,2524494500,341324,0,NC,Critical Access Hospitals,27959
763 JOHNSONBURG ROAD,18,SAINT MARYS,ELK,Yes,42,817,287,41.425593,-78.576023,374,PENN HIGHLANDS ELK,0,Voluntary non-profit - Private,8147888000,390154,0,PA,Acute Care Hospitals,15857
3900 CAPITAL MALL DR SW,227,OLYMPIA,THURSTON,Yes,0,564,350,47.041622,-122.95091,428,CAPITAL MEDICAL CENTER,500,Voluntary non-profit - Private,3607545858,500139,1556,WA,Acute Care Hospitals,98502
924 HOWE ST,0,SOUTHPORT,BRUNSWICK,Yes,352,91,72,33.929576,-78.021566,488,J ARTHUR DOSHER MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,9104573800,341327,71,NC,Critical Access Hospitals,28461
600 ELIZABETH STREET,2470,CORPUS CHRISTI,NUECES,Yes,128,4658,1929,27.777879,-97.394974,3494,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,114,Voluntary non-profit - Church,3619024103,450046,2933,TX,Acute Care Hospitals,78404
205 PALMER AVENUE,17,BELLEFONTAINE,LOGAN,Yes,146,837,313,40.368414,-83.757063,214,MARY RUTAN HOSPITAL,7,Voluntary non-profit - Private,9375924015,360197,538,OH,Acute Care Hospitals,43311
1200 WEST CHEROKEE STREET,1,WAGONER,WAGONER,Yes,11,172,0,35.959992,-95.393055,9,WAGONER COMMUNITY HOSPITAL,87,Government - Hospital District or Authority,9184855514,370166,3,OK,Acute Care Hospitals,74467
195 WADSWORTH ROAD,57,WADSWORTH,MEDINA,Yes,87,1275,212,41.028469,-81.751089,176,SUMMA WADSWORTH-RITTMAN HOSPITAL,816,Voluntary non-profit - Private,3303311000,360195,62,OH,Acute Care Hospitals,44281
680 CENTER STREET,185,BROCKTON,PLYMOUTH,Yes,0,4801,235,42.035977,-71.097904,634,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,1907,Voluntary non-profit - Other,5089417000,220052,187,MA,Acute Care Hospitals,2302
13207 RAVENNA RD,257,CHARDON,GEAUGA,Yes,7,1111,411,41.50885,-81.190188,843,UH GEAUGA MEDICAL CENTER,1381,Voluntary non-profit - Private,4402696000,360192,42,OH,Acute Care Hospitals,44024
211 HOSPITAL ROAD,0,RED BAY,FRANKLIN,Yes,0,0,0,34.457521,-88.147732,0,RED BAY HOSPITAL,0,Government - Hospital District or Authority,2563569532,11302,0,AL,Critical Access Hospitals,35582
10500 QUIVIRA ROAD,239,OVERLAND PARK,JOHNSON,Yes,0,2332,258,38.937182,-94.725363,333,OVERLAND PARK REG MED CTR,302,Proprietary,9135415301,170176,1239,KS,Acute Care Hospitals,66215
418 CHESTNUT DRIVE,0,BLOWING ROCK,WATAUGA,Yes,0,0,0,36.128474,-81.676669,0,BLOWING ROCK HOSPITAL,0,Voluntary non-profit - Private,8282953136,341321,0,NC,Critical Access Hospitals,28605
3001 AVENUE A,30,DODGE CITY,FORD,Yes,0,21,33,37.785392,-100.014967,20,WESTERN PLAINS MEDICAL COMPLEX,32,Proprietary,6202258400,170175,24,KS,Acute Care Hospitals,67801
1 HOSPITAL DRIVE,0,EUFAULA,MCINTOSH,Yes,0,588,0,35.310913,-95.591861,0,EPIC MEDICAL CENTER,0,Proprietary,9186892535,370169,0,OK,Acute Care Hospitals,74432
617 DOCTORS STREET,0,SPARTA,ALLEGHANY,Yes,0,0,0,36.508977,-81.115001,0,ALLEGHANY COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,3363725511,341320,0,NC,Critical Access Hospitals,28675
11937 US HIGHWAY 271,91,TYLER,SMITH,Yes,0,1277,26,32.424898,-95.212972,4,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,0,Government - State,9038777777,450690,3,TX,Acute Care Hospitals,75708
1015 MEDICAL CENTER PARKWAY,0,SELMA,DALLAS,Yes,0,0,0,32.4295,-87.0559,0,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,0,Proprietary,3344184100,10118,0,AL,Acute Care Hospitals,36701
2215 PARK AVENUE SOUTH,0,MINNEAPOLIS,HENNEPIN,No,6023,0,0,44.960765,-93.265111,0,PHILLIPS EYE INSTITUTE,0,Government - Federal,6127758815,240196,2,MN,Acute Care Hospitals,55404
500 MARTHA JEFFERSON DRIVE,634,CHARLOTTESVILLE,ALBEMARLE,Yes,1,3452,125,38.021839,-78.445337,2017,MARTHA JEFFERSON HOSPITAL,136,Voluntary non-profit - Private,4346547000,490077,243,VA,Acute Care Hospitals,22911
995 9TH AVENUE SOUTHWEST,0,BESSEMER,JEFFERSON,Yes,0,0,0,33.373148,-86.991665,0,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",0,Government - Hospital District or Authority,2054817000,10114,0,AL,Acute Care Hospitals,35021
1500 S SUNSET,0,LITTLEFIELD,LAMB,Yes,0,10,2,33.912601,-102.345433,0,LAMB HEALTHCARE CENTER,0,Government - Local,8063856411,450698,0,TX,Acute Care Hospitals,79339
303 PARKWAY DR NE,302,ATLANTA,FULTON,Yes,345,2236,598,33.762991,-84.37342,1532,ATLANTA MEDICAL CENTER,835,Proprietary,4042654000,110115,4049,GA,Acute Care Hospitals,30312
102 WEST CONECUH AVENUE,0,UNION SPRINGS,BULLOCK,Yes,0,0,0,32.143345,-85.714681,0,BULLOCK COUNTY HOSPITAL,0,Proprietary,3347382140,10110,0,AL,Acute Care Hospitals,36089
5 MOBILE INFIRMARY CIRCLE,0,MOBILE,MOBILE,Yes,0,0,0,30.696531,-88.080755,0,MOBILE INFIRMARY,0,Voluntary non-profit - Private,2514354700,10113,0,AL,Acute Care Hospitals,36652
"521 HILL STREET, SW",0,THOMSON,MCDUFFIE,Yes,134,603,0,33.460561,-82.508151,77,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,7065951411,110111,26,GA,Acute Care Hospitals,30824
142 SOUTH MAIN STREET,125,DANVILLE,DANVILLE CITY,Yes,0,162,13,36.578313,-79.404183,193,DANVILLE REGIONAL MEDICAL CENTER,21,Proprietary,4347992100,490075,290,VA,Acute Care Hospitals,24541
1405 W JEFFERSON ST,51,WAXAHACHIE,ELLIS,Yes,0,1761,93,32.396497,-96.865405,165,BAYLOR MEDICAL CENTER AT WAXAHACHIE,2,Voluntary non-profit - Other,9729237000,450372,20,TX,Acute Care Hospitals,75165
101 E WOOD ST,2169,SPARTANBURG,SPARTANBURG,Yes,0,7761,298,34.967163,-81.940232,424,SPARTANBURG REGIONAL MEDICAL CENTER,1011,Government - Local,8645606000,420007,1259,SC,Acute Care Hospitals,29303
557 BROOKDALE DR  P O BOX 1828,62,STATESVILLE,IREDELL,Yes,382,238,106,35.799858,-80.87863,410,IREDELL MEMORIAL HOSPITAL INC,475,Voluntary non-profit - Private,7048735661,340039,20,NC,Acute Care Hospitals,28677
1200 WESTWOOD DR,0,HAMILTON,RAVALLI,Yes,0,0,0,46.248255,-114.172039,0,MARCUS DALY MEMORIAL HOSPITAL - CAH,0,Voluntary non-profit - Private,4063754408,271340,0,MT,Critical Access Hospitals,59840
181 W MEADOW DRIVE,0,VAIL,EAGLE,Yes,0,0,0,39.643408,-106.382194,0,VAIL VALLEY MEDICAL CENTER,0,Voluntary non-profit - Other,9704762451,60096,0,CO,Acute Care Hospitals,81657
5500 ARMSTRONG RD.,0,BATTLE CREEK,CALHOUN,No,0,0,0,42.344733,-85.292714,0,BATTLE CREEK VA MEDICAL CENTER,0,Government Federal,2699665600,23012F,0,MI,ACUTE CARE - VETERANS ADMINISTRATION,49015
LANSDOWNE & BAILY RDS,1553,DARBY,DELAWARE,Yes,329,9035,1090,39.928708,-75.268727,963,MERCY FITZGERALD HOSPITAL,6777,Voluntary non-profit - Other,2152374000,390156,2080,PA,Acute Care Hospitals,19023
113 HOLLAND AVENUE,0,ALBANY,ALBANY,No,0,0,0,42.65067,-73.772497,0,ALBANY VA MEDICAL CENTER,0,Government Federal,5186265000,33009F,0,NY,ACUTE CARE - VETERANS ADMINISTRATION,12208
