age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
58,Non-Traded Sectors,United States,Bloomberg, new,USA,1981,True,10600000000000.0,male,Media,True,Michael Bloomberg,82,North America,founder, finance,True,False,founder non-finance,4.5,2001
36,New Sectors,United States,Dell,new,USA,1984,True,10600000000000.0,male,Technology-Computer,True,Michael Dell,27,North America,founder,technology,True,False,founder non-finance,10.5,2001
54,Non-Traded Sectors,Liechtenstein,,,LIE,0,True,2491800559.0,male,Constrution,True,Michael Hilti,363,Europe,,,True,False,executive,1.4,2001
47,New Sectors,United States,CDW Corporation,new,USA,1984,True,10600000000000.0,male,Technology-Computer,True,Michael Krasny,251,North America,founder,retail,True,False,founder non-finance,1.9,2001
50,Financial,Canada,Otto Group,new,CAN,1950,True,733000000000.0,male,Hedge funds,True,Michael Lee-Chin,490,North America,relation,mail order retail,True,False,inherited,1.0,2001
57,Non-Traded Sectors,Germany,Metro AG,new,DEU,1923,True,1950000000000.0,male,"Retail, Restaurant",True,Michael Otto,70,Europe,relation,retail,True,False,inherited,5.0,2001
74,Traded Sectors,Italy,Ferrero spa,new,ITA,1946,True,1160000000000.0,male,Consumer,True,Michele Ferrero,292,Europe,relation,chocolates,True,False,executive,1.7,2001
51,Non-Traded Sectors,United States,Carnival Corporation,new,USA,1972,True,10600000000000.0,male,"Retail, Restaurant",True,Micky Arison,96,North America,relation,cruises,True,False,inherited,4.1,2001
36,Resource Related,Russia,Alfa Group,new,RUS,1989,True,307000000000.0,male,Energy,True,Mikhail Fridman,387,Europe,founder,investment banking,True,False,privatized and resources,1.3,2001
37,Resource Related,Russia,Yukos,privatization,RUS,1993,True,307000000000.0,male,Energy,True,Mikhail Khodorkovsky,194,Europe,Chairman and Chief Executive Officer,oil,True,False,privatized and resources,2.4,2001
44,New Sectors,United States,Danaher,new,USA,1979,True,10600000000000.0,male,Technology-Medical,True,Mitchell Rales,336,North America,founder,venture capitalist,True,False,founder non-finance,1.5,2001
51,Traded Sectors,Italy,Prada,new,ITA,1913,True,1160000000000.0,female,Consumer,True,Miuccia Prada,363,Europe,relation,luxury goods,True,False,inherited,1.4,2001
-1,Non-Traded Sectors,Saudi Arabia,Abdul Latif Jameel Co. Ltd,new,SAU,1945,True,183000000000.0,male,"Retail, Restaurant",True,Mohammed Jameel,151,Middle East/North Africa,relation,auto dealerships,True,False,inherited,3.0,2001
63,Financial,United States,Boston Properties,new,USA,1970,True,10600000000000.0,male,Real Estate,True,Mortimer Zuckerman,421,North America,founder,real estate,True,False,self-made finance,1.2,2001
70,Financial,Turkey,Koc Holding,new,TUR,1926,True,196000000000.0,male,Money Management,True,Mustafa Rahmi Koc,182,Middle East/North Africa,relation,"energy, retail, manufacturing",True,False,inherited,2.5,2001
49,Non-Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,female,"Retail, Restaurant",True,Nancy Walton Laurie,209,North America,relation, retail,True,False,inherited,2.2,2001
57,Non-Traded Sectors,Kuwait,Kharafi Group,new,KWT,1956,True,34890773880.0,male,Constrution,True,Nasser Al-Kharafi,50,Middle East/North Africa,relation,construction,True,False,inherited,6.0,2001
72,Financial,Singapore,Far East Organization,new,SGP,1962,True,89285087395.0,male,Real Estate,True,Ng Teng Fong,116,East Asia,founder,real estate,True,False,self-made finance,3.5,2001
55,Resource Related,South Africa,De Beers,new ,ZAF,1888,True,122000000000.0,male,Mining and metals,True,Nicky Oppenheimer,82,Sub-Saharan Africa,relation,diamonds,True,False,inherited,4.5,2001
72,Traded Sectors,Switzerland,Swatch Group,merger,CHE,1986,True,279000000000.0,male,Consumer,True,Nicolas Hayek,116,Europe,founder,watches,True,False,founder non-finance,3.5,2001
-1,Financial,Hong Kong,Chinachem Group,new,HKG,1960,True,169000000000.0,female,Real Estate,True,Nina Wang,109,East Asia,relation,chemicals,True,False,inherited,3.7,2001
55,Traded Sectors,Japan,Suntory,new,JPN,1899,True,4160000000000.0,male,Consumer,True,Nobutada Saji,40,East Asia,relation,brewery,True,False,inherited,7.7,2001
-1,Non-Traded Sectors,United States,Gateway,new,USA,1985,True,10600000000000.0,male,Media,True,Norman Waitt,490,North America,founder,computers,True,False,founder non-finance,1.0,2001
71,Non-Traded Sectors,Egypt,Orascom,new,EGY,1950,True,97600000000.0,male,Constrution,True,Onsi Sawiris,490,Middle East/North Africa,founder,construction,True,False,founder non-finance,1.0,2001
77,Non-Traded Sectors,Germany,Metro AG,new,DEU,1963,True,1950000000000.0,male,"Retail, Restaurant",True,Otto Beisheim,182,Europe,founder,groceries,True,False,founder non-finance,2.5,2001
-1,Traded Sectors,Italy,Bulgari,new,ITA,1884,True,1160000000000.0,male,Consumer,True,Paolo Bulgari,251,Europe,relation,luxury goods,True,False,inherited,1.9,2001
-1,0,United States,,,USA,0,True,10600000000000.0,female,Other,True,Patricia Short,452,North America,,,True,False,,1.1,2001
-1,0,France,Hermes,new,FRA,1837,True,1380000000000.0,male,Other,True,Patrick Guerrand,387,Europe,relation,luxury fashion,True,False,inherited,1.3,2001
63,New Sectors,United States,International Data Goup,new,USA,1964,True,10600000000000.0,male,Technology-Computer,True,Patrick McGovern,234,North America,founder,technology publishing,True,False,founder non-finance,2.0,2001
63,Financial,United States,Aon Corporation,new,USA,1982,True,10600000000000.0,male,Hedge funds,True,Patrick Ryan,452,North America,founder,risk management,True,False,self-made finance,1.1,2001
50,Traded Sectors,Hong Kong,Johnson Electric,new,HKG,1959,True,169000000000.0,male,Consumer,True,Patrick Wang,96,East Asia,relation,automotive parts,True,False,inherited,4.1,2001
48,New Sectors,United States,Microsoft,new,USA,1975,True,10600000000000.0,male,Technology-Computer,True,Paul Allen,3,North America,founder,technology,True,False,founder non-finance,30.4,2001
-1,Non-Traded Sectors,France,Promodes,new,FRA,1961,True,1380000000000.0,male,"Retail, Restaurant",True,Paul-Louis Halley,60,Europe,relation,retail,True,False,executive,5.4,2001
86,Resource Related,United States,Bass Brothers Enterprises,new,USA,1960,True,10600000000000.0,male,Energy,True,Perry Bass,312,North America,relation,oil,True,False,inherited,1.6,2001
58,Financial,United States,"Spear, Leeds & Kellogg",new,USA,1931,True,10600000000000.0,male,Money Management,True,Peter Kellogg,234,North America,relation,investment banking,True,False,inherited,2.0,2001
60,New Sectors,United States,Boston Scientific,new,USA,1979,True,10600000000000.0,male,Technology-Medical,True,Peter Nicholas,421,North America,founder,medical devices,True,False,founder non-finance,1.2,2001
55,Financial,Hong Kong,Worldwide Shipping Group,new,HKG,1955,True,169000000000.0,male,Real Estate,True,Peter Woo,452,East Asia,relation,real estate,True,False,inherited,1.1,2001
61,Financial,United States,Circle A Drilling,aquired,USA,1961,True,10600000000000.0,male,Money Management,True,Philip Anschutz,16,North America,investor,"oil, railroad, investments",True,False,self-made finance,15.3,2001
63,Traded Sectors,United States,Nike,new,USA,1964,True,10600000000000.0,male,Consumer,True,Philip Knight,92,North America,founder,apparel,True,False,founder non-finance,4.3,2001
65,Non-Traded Sectors,France,Adecco,aquired,FRA,1996,True,1380000000000.0,male,"Retail, Restaurant",True,Philippe Foriel-Destezet,138,Europe,owner,HR consulting,True,False,executive,3.2,2001
-1,Resource Related,United States,Standard Oil,new,USA,1870,True,10600000000000.0,male,Energy,True,Pierce Marshall,387,North America,relation,oil,True,False,inherited,1.3,2001
71,Non-Traded Sectors,France,Sodexo,new,FRA,1960,True,1380000000000.0,male,"Retail, Restaurant",True,Pierre Bellon,363,Europe,founder,catering,True,False,founder non-finance,1.4,2001
-1,New Sectors,Switzerland,AxialPar,new,CHE,2001,True,279000000000.0,male,Technology-Medical,True,Pierre Landolt,49,Europe,founder,venture capitalist,True,False,founder non-finance,6.1,2001
33,New Sectors,United States,Ebay,new,USA,1995,True,10600000000000.0,male,Technology-Computer,True,Pierre Omidyar,82,North America,founder and chairman,e-commerce,True,False,founder non-finance,4.5,2001
65,Resource Related,Switzerland,Glencore,new,CHE,1974,True,279000000000.0,male,Energy,True,Pincus Green,490,Europe,founder,oil,True,False,privatized and resources,1.0,2001
74,Traded Sectors,United States,Loews Corporation,new,USA,1946,True,10600000000000.0,male,Consumer,True,Preston Tisch,138,North America,founder,retail,True,False,founder non-finance,3.2,2001
44,Financial,Saudi Arabia,Kingdom Holding Company,new,SAU,1980,True,183000000000.0,male,Money Management,True,Prince Alwaleed Bin Talal Alsaud,6,Middle East/North Africa,founder,construction/real estate/banking,True,True,privatized and resources,20.0,2001
-1,Traded Sectors,Indonesia,Sampoerna,new,IDN,1913,True,160000000000.0,male,Consumer,True,Putera Sampoerna,387,East Asia,relation,cigarette,True,False,inherited,1.3,2001
60,Financial,Malaysia,Hong Leong Financial Group,new,MYS,1963,True,92783947368.0,male,Money Management,True,Quek Leng Chan,452,East Asia,founder,financial services,True,False,self-made finance,1.1,2001
53,Traded Sectors,Indonesia,Gudang Garam,new,IDN,1958,True,160000000000.0,male,Consumer,True,Rachman Halim,292,East Asia,relation,cigarette,True,False,inherited,1.7,2001
80,Non-Traded Sectors,Spain,Ferrovial,new,ESP,1952,True,626000000000.0,male,Constrution,True,Rafael del Pino,363,Europe,relation,construction,True,False,inherited,1.4,2001
57,Non-Traded Sectors,Lebanon,Saudi Oger,aquired,LBN,1978,True,17649751244.0,male,Constrution,True,Rafik Al-Hariri,146,Middle East/North Africa,founder,construction,True,True,privatized and resources,3.1,2001
62,Traded Sectors,United States,Ralph Lauren,new,USA,1967,True,10600000000000.0,male,Consumer,True,Ralph Lauren,198,North America,founder,clothing,True,False,founder non-finance,2.3,2001
58,Resource Related,United States,Hunt Oil. Co,new,USA,1934,True,10600000000000.0,male,Energy,True,Ray Hunt,198,North America,relation,oil,True,False,inherited,2.3,2001
79,Non-Traded Sectors,Germany,Bertelsmann,new,DEU,1835,True,1950000000000.0,male,Media,True,Reinhard Mohn,82,Europe,relation,publishing,True,False,inherited,4.5,2001
-1,Traded Sectors,Germany,Adolf Wurth Group,new,DEU,1945,True,1950000000000.0,male,Non-consumer industrial,True,Reinhold Wuerth,116,Europe,relation,screws,True,False,executive,3.5,2001
-1,Resource Related,Russia,Gazprom,state owned enterprise,RUS,1989,True,307000000000.0,male,Energy,True,Rem Viakhirev,336,Europe,CEO,natural gas,True,True,privatized and resources,1.5,2001
-1,New Sectors,Italy,Tiscali,new,ITA,1988,True,1160000000000.0,male,Technology-Computer,True,Renato Soru,421,Europe,founder,internet service company,True,False,founder non-finance,1.2,2001
45,Non-Traded Sectors,Mexico,Grupo Salinas/Group Elektra,new,MEX,1906,True,725000000000.0,male,"Retail, Restaurant",True,Ricardo Salinas Pliego,151,Latin America,relation,telecommunications,True,False,inherited,3.0,2001
50,Non-Traded Sectors,United Kingdom,Virgin Group,new,GBR,1972,True,1530000000000.0,male,Media,True,Richard Branson,272,Europe,founder,media,True,False,founder non-finance,1.8,2001
75,Traded Sectors,United States,Amway,new,USA,1959,True,10600000000000.0,male,Consumer,True,Richard DeVos,312,North America,founder,consumer goods,True,False,founder non-finance,1.6,2001
65,New Sectors,United States,EMC Corporation,new,USA,1979,True,10600000000000.0,male,Technology-Computer,True,Richard Egan,234,North America,founder,data storage,True,False,founder non-finance,2.0,2001
66,Non-Traded Sectors,United States,Cintas Corporation,new,USA,1968,True,10600000000000.0,male,"Retail, Restaurant",True,Richard Farmer,272,North America,founder,uniforms,True,False,founder non-finance,1.8,2001
-1,Financial,United States,Goldman Insurance and Risk Management,new,USA,1950,True,10600000000000.0,male,Hedge funds,True,Richard Goldman,336,North America,founder,insurance,True,False,self-made finance,1.5,2001
54,Traded Sectors,United States,Kinder Morgan Energy Partners,new,USA,1997,True,10600000000000.0,male,Non-consumer industrial,True,Richard Kinder,336,North America,founder,energy,True,False,founder non-finance,1.5,2001
34,Non-Traded Sectors,Hong Kong,Cheung king,new,HKG,1971,True,169000000000.0,male,Media,True,Richard Li,234,East Asia,relation,real estate,True,False,inherited,2.0,2001
62,Financial,United States,Marriot,new,USA,1927,True,10600000000000.0,male,Real Estate,True,Richard Marriott,336,North America,relation,hotels,True,False,inherited,1.5,2001
60,Financial,United States,,new,USA,1960,True,10600000000000.0,male,Real Estate,True,Richard Peery,292,North America,founder,real estate,True,False,self-made finance,1.7,2001
66,Traded Sectors,Australia,Visy Industries,new,AUS,1948,True,379000000000.0,male,Consumer,True,Richard Pratt,387,North America,relation,paper,True,False,inherited,1.3,2001
56,Financial,United States,ENSCO International,new,USA,1986,True,10600000000000.0,male,Real Estate,True,Richard Rainwater,251,North America,founder,hedge funds,True,False,self-made finance,1.9,2001
-1,Financial,United States,Mellon,new,USA,1869,True,10600000000000.0,male,Money Management,True,Richard Scaife,421,North America,relation,"banking, oil, aluminum",True,False,inherited,1.2,2001
60,Non-Traded Sectors,United States,Best Buy,new,USA,1966,True,10600000000000.0,male,"Retail, Restaurant",True,Richard Schulze,198,North America,founder,retail,True,False,founder non-finance,2.3,2001
48,Non-Traded Sectors,United States,Bechtel Corporation,new,USA,1898,True,10600000000000.0,male,Constrution,True,Riley Bechtel,151,North America,relation and chairman,construction,True,False,inherited,3.0,2001
53,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,10600000000000.0,male,Energy,True,Robert Bass,151,North America,relation,oil,True,False,inherited,3.0,2001
73,Traded Sectors,Germany,Robert Bosch GmbH,new,DEU,1886,True,1950000000000.0,male,Consumer,True,Robert Bosch Jr,198,Europe,relation,auto engines,True,False,inherited,2.3,2001
-1,Financial,United States,ClubCorp,new,USA,1957,True,10600000000000.0,male,Real Estate,True,Robert Dedman,452,North America,founder,golf courses,True,False,self-made finance,1.1,2001
47,Traded Sectors,United States,The Gap,new,USA,1969,True,10600000000000.0,male,Consumer,True,Robert Fisher,251,North America,relation,clothing ,True,False,inherited,1.9,2001
54,0,United States,Black Entertainment Television,new,USA,1980,True,10600000000000.0,male,0,True,Robert Johnson,312,North America,founder,media,True,False,founder non-finance,1.6,2001
78,Financial,Malaysia,Shangri-La Hotels,new,MYS,1971,True,92783947368.0,male,Money Management,True,Robert Kuok,109,East Asia,founder,hotels,True,False,self-made finance,3.7,2001
64,Non-Traded Sectors,United States,McLane Company,new,USA,1894,True,10600000000000.0,male,"Retail, Restaurant",True,Robert McLane,452,North America,relation,groceries,True,False,inherited,1.1,2001
60,Resource Related,United States,Cogen Technologies,new,USA,1983,True,10600000000000.0,male,Energy,True,Robert McNair,363,North America,founder,cogeneration,True,False,privatized and resources,1.4,2001
79,0,United States,,new,USA,1912,True,10600000000000.0,male,0,True,Robert Naify,234,North America,relation,movie theatres,True,False,inherited,2.0,2001
74,Financial,United States,Hyatt,aquired,USA,1957,True,10600000000000.0,male,Real Estate,True,Robert Pritzker,57,North America,founder,hotels,True,False,self-made finance,5.5,2001
87,Traded Sectors,United States,Rich Products,new,USA,1945,True,10600000000000.0,male,Consumer,True,Robert Rich Sr,292,North America,founder,food processing,True,False,founder non-finance,1.7,2001
47,Financial,United States,Tana Exploration Company,new,USA,1980,True,10600000000000.0,male,Money Management,True,Robert Rowling,182,North America,relation,oil,True,False,self-made finance,2.5,2001
31,Financial,United States,Ziff Davis Inc,new,USA,1928,True,10600000000000.0,male,Hedge funds,True,Robert Ziff,421,North America,relation,publishing,True,False,inherited,1.2,2001
-1,Financial,Mexico,Banamex,aquired,MEX,1884,True,725000000000.0,male,Money Management,True,Roberto Hernandez Ramirez,387,Latin America,former CEO,banking,True,False,self-made finance,1.3,2001
-1,Non-Traded Sectors,Brazil,Globo Organizations,new,BRA,1925,True,560000000000.0,male,Media,True,Roberto Marinho,336,Latin America,relation,media,True,False,inherited,1.5,2001
-1,Financial,Argentina,Techint,new,ARG,1945,True,269000000000.0,male,Diversified financial,True,Roberto Rocca,312,Latin America,Chairman and Chief Executive Officer,steel,True,False,self-made finance,1.6,2001
-1,Resource Related,United States,AES,new,USA,1981,True,10600000000000.0,male,Energy,True,Roger Sant,292,North America,founder,energy,True,False,privatized and resources,1.7,2001
46,Financial,Germany,Gerling Konzern,new,DEU,1904,True,1950000000000.0,male,Hedge funds,True,Rolf Gerling,78,Europe,relation,insurance,True,False,inherited,4.7,2001
34,Resource Related,Russia,Millhouse LLC,new,RUS,1988,True,307000000000.0,male,Energy,True,Roman Abramovich,363,Europe,founder,private investment company,True,True,privatized and resources,1.4,2001
-1,Non-Traded Sectors,Canada,Mancal Group,new,CAN,1914,True,733000000000.0,male,Constrution,True,Ron and Fred Mannix,421,North America,relation,oil,True,False,inherited,1.2,2001
48,Non-Traded Sectors,United States,Yucaipa Companies,new,USA,1986,True,10600000000000.0,male,"Retail, Restaurant",True,Ronald Burkle,272,North America,founder,private equity,True,False,founder non-finance,1.8,2001
59,Traded Sectors,United States,Est?Lauder,new,USA,1946,True,10600000000000.0,male,Consumer,True,Ronald Lauder,138,North America,relation,makeup,True,False,inherited,3.2,2001
58,Financial,United States,MacAnderws and Forbes Holdings,aquired,USA,1980,True,10600000000000.0,male,Private equity/leveraged buyout,True,Ronald Perelman,130,North America,founder,holding company,True,False,self-made finance,3.3,2001
46,New Sectors,United States,Stryker Corporation,new,USA,1941,True,10600000000000.0,female,Technology-Medical,True,Ronda Stryker,452,North America,relation,medical supplies,True,False,inherited,1.1,2001
-1,Financial,China,China International Trust and Investment Corp,new,CHN,1978,True,1330000000000.0,male,Money Management,True,Rong Yiren,387,East Asia,founder,investment,True,True,privatized and resources,1.3,2001
71,Non-Traded Sectors,United States,Disney,new,USA,1923,True,10600000000000.0,male,Media,True,Roy Disney,452,North America,relation,entertainment,True,False,inherited,1.1,2001
-1,Traded Sectors,Germany,Oetker-Gruppe,new,DEU,1891,True,1950000000000.0,male,Consumer,True,Rudolf Oetker,90,Europe,relation,food,True,False,inherited,4.4,2001
60,Financial,United States,Franklin Resources,new,USA,1947,True,10600000000000.0,male,Money Management,True,Rupert Johnson,292,North America,relation,mutal funds,True,False,inherited,1.7,2001
70,Non-Traded Sectors,United States,News Limited,new,USA,1923,True,10600000000000.0,male,Media,True,Rupert Murdoch,39,North America,relation,media,True,False,inherited,7.8,2001
74,Financial,Japan,Promise Consumer Finance,new,JPN,1962,True,4160000000000.0,male,Money Management,True,Ryoichi Jinnai,130,East Asia,founder,finance,True,False,self-made finance,3.3,2001
57,Non-Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,male,"Retail, Restaurant",True,S Robson Walton,9,North America,relation,retail,True,False,inherited,18.6,2001
68,Traded Sectors,Turkey,Sabanci Holdings,new,TUR,1926,True,196000000000.0,male,Consumer,True,Sakip Sabanci,116,Middle East/North Africa,relation,textiles,True,False,inherited,3.5,2001
89,Financial,Saudi Arabia,Al-Rajhi Bank,new,SAU,1957,True,183000000000.0,male,Money Management,True,Saleh Al Rajhi,387,Middle East/North Africa,founder,banking,True,False,self-made finance,1.3,2001
59,Financial,Saudi Arabia,Dallah al Baraka Group,new,SAU,1969,True,183000000000.0,male,Money Management,True,Saleh Kamel,151,Middle East/North Africa,founder,airport maintenance,True,False,self-made finance,3.0,2001
59,Financial,United States,Equity Group Investments,new,USA,1968,True,10600000000000.0,male,Real Estate,True,Sam Zell,251,North America,founder,real estate,True,False,self-made finance,1.9,2001
-1,Traded Sectors,Israel,Zodiac Maritime Agencies,new,ISR,1950,True,130000000000.0,male,Consumer,True,Sammy Ofer,222,Middle East/North Africa,relation,shipping,True,False,inherited,2.1,2001
72,Traded Sectors,United States,S. C. Johnson & Son,new,USA,1886,True,10600000000000.0,male,Consumer,True,Samuel Johnson,82,North America,relation,cleaning supplies,True,False,inherited,4.5,2001
-1,Financial,United States,LeFrack ,new,USA,1905,True,10600000000000.0,male,Real Estate,True,Samuel LeFrak,174,North America,relation,real estate,True,False,inherited,2.7,2001
73,Non-Traded Sectors,United States,Advance Publications,new,USA,1909,True,10600000000000.0,male,Media,True,Samuel Newhouse,70,North America,relation,media,True,False,inherited,5.0,2001
68,Financial,United States,"Cogan, Berlind, Weill & Levitt",new,USA,1960,True,10600000000000.0,male,Money Management,True,Sanford Weill,312,North America,founder,stock broker,True,False,self-made finance,1.6,2001
-1,Financial,United States,i2 Technologies,new,USA,1988,True,10600000000000.0,male,Money Management,True,Sanjiv Sidhu,109,North America,founder,software,True,False,self-made finance,3.7,2001
-1,New Sectors,United States,Juniper Networks,new,USA,1996,True,10600000000000.0,male,Technology-Computer,True,Scott Kriens,490,North America,CEO,networking equipment,True,False,executive,1.0,2001
-1,New Sectors,United States,Sun Microsystems,new,USA,1982,True,10600000000000.0,male,Technology-Computer,True,Scott McNealy,292,North America,founder,microchips,True,False,founder non-finance,1.7,2001
76,0,France,Dassault Group,new,FRA,1914,True,1380000000000.0,male,Other,True,Serge Dassault,75,Europe,relation,aviation,True,False,inherited,4.9,2001
73,0,Switzerland,Globus,new,CHE,1928,True,279000000000.0,male,Other,True,Sergio Mantegazza,222,Europe,relation,travel company,True,False,inherited,2.1,2001
43,Non-Traded Sectors,Israel,Carnival Corporation,new,ISR,1972,True,130000000000.0,female,"Retail, Restaurant",True,Shari Arison,109,Middle East/North Africa,relation,banking,True,False,inherited,3.7,2001
67,Financial,United States,Las Vegas Sands, acquired,USA,1988,True,10600000000000.0,male,Real Estate,True,Sheldon Adelson,490,North America,founder, casinos,True,False,self-made finance,1.0,2001
55,New Sectors,India,HCL,new,IND,1976,True,494000000000.0,male,Technology-Computer,True,Shiv Nadar,209,South Asia,founder,technology,True,False,founder non-finance,2.2,2001
-1,New Sectors,Japan,Taisho Pharmaceutical,new,JPN,1912,True,4160000000000.0,male,Technology-Medical,True,Shoji Uehara,490,East Asia,relation,pharmaceuticals,True,False,inherited,1.0,2001
58,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,10600000000000.0,male,Energy,True,Sid Bass,104,North America,relation,oil,True,False,inherited,3.8,2001
73,Traded Sectors,United States,Jones Apparel Group,new,USA,1970,True,10600000000000.0,male,Consumer,True,Sidney Kimmel,452,North America,founder,apparel,True,False,founder non-finance,1.1,2001
64,Non-Traded Sectors,Italy,Fininvest,new,ITA,1978,True,1160000000000.0,male,Media,True,Silvio Berlusconi,29,Europe,founder,media,True,False,privatized and resources,10.3,2001
42,Non-Traded Sectors,Italy,Fastweb,new,ITA,1999,True,1160000000000.0,male,Media,True,Silvio Scaglia,387,Europe,founder,telecommunications,True,False,founder non-finance,1.3,2001
-1,New Sectors,Greece,Intracom,neew,GRC,1977,True,136000000000.0,male,Technology-Computer,True,Socrates Kokkalis,421,Europe,CEO,software,True,True,privatized and resources,1.2,2001
55,0,Japan,Benesse Corporation,new,JPN,1955,True,4160000000000.0,male,Other,True,Soichiro Fukutake,363,East Asia,relation,publishing,True,False,inherited,1.4,2001
54,Financial,Greece,EFG International,new,GRC,1938,True,136000000000.0,male,Money Management,True,Spiro Latsis,79,Europe,relation,shipping,True,False,inherited,4.6,2001
47,Financial,United States,Duquesne Capital,new,USA,1981,True,10600000000000.0,male,Hedge funds,True,Stanley Druckenmiller,363,North America,founder,hedge funds,True,False,self-made finance,1.4,2001
79,Financial,Hong Kong,Sociedade de Turismo e Divers?es de Macau,new,HKG,1962,True,169000000000.0,male,Real Estate,True,Stanley Ho,452,East Asia,founder,casinos,True,False,self-made finance,1.1,2001
67,Non-Traded Sectors,United States,Hubbard Broadcasting Inc,new,USA,1925,True,10600000000000.0,male,Media,True,Stanley Hubbard,312,North America,owner,media,True,False,executive,1.6,2001
53,Traded Sectors,Sweden, H&M, new,SWE,1947,True,240000000000.0,male,Consumer,True,Stefan Persson,64,Europe,relation, fashion,True,False,inherited,5.3,2001
-1,Financial,Germany,Schorghuber Group,new,DEU,1954,True,1950000000000.0,male,Real Estate,True,Stefan Schoerghuber,251,Europe,relation,real estate,True,False,inherited,1.9,2001
44,Non-Traded Sectors,Norway,RIMI,new,NOR,1977,True,174000000000.0,male,"Retail, Restaurant",True,Stein Erik Hagen,363,Europe,founder,groceries,True,False,founder non-finance,1.4,2001
-1,Non-Traded Sectors,Greece,Easy Jet,new,GRC,1995,True,136000000000.0,male,"Retail, Restaurant",True,Stelios Haji-Ioannou,336,Europe,founder,airline,True,False,founder non-finance,1.5,2001
53,Financial,Switzerland,Holcim,new,CHE,1912,True,279000000000.0,male,Money Management,True,Stephan Schmidheiny,116,Europe,relation,construction,True,False,inherited,3.5,2001
75,Non-Traded Sectors,United States,Bechtel Corporation,new,USA,1898,True,10600000000000.0,male,Constrution,True,Stephen Bechtel,151,North America,relation,construction,True,False,inherited,3.0,2001
49,New Sectors,United States,AOL,new,USA,1985,True,10600000000000.0,male,Technology-Computer,True,Stephen Case,363,North America,Chairman and Chief Executive Officer,internet company,True,False,executive,1.4,2001
44,New Sectors,United States,Microsoft,new,USA,1975,True,10600000000000.0,male,Technology-Computer,True,Steven Ballmer,13,North America,CEO,technology,True,False,executive,16.6,2001
46,New Sectors,United States,Apple,new,USA,1976,True,10600000000000.0,male,Technology-Computer,True,Steven Jobs,387,North America,founder,technology,True,False,founder non-finance,1.3,2001
48,New Sectors,United States,Danaher,new,USA,1979,True,10600000000000.0,male,Technology-Medical,True,Steven Rales,336,North America,founder,venture capitalist,True,False,founder non-finance,1.5,2001
54,Non-Traded Sectors,United States,DreamWorks,new,USA,1994,True,10600000000000.0,male,Media,True,Steven Spielberg,222,North America,founder,movies,True,False,founder non-finance,2.1,2001
55,0,United States,International Lease Finance Corporation,new,USA,1973,True,10600000000000.0,male,Other,True,Steven Udvar-Hazy,167,North America,founder,aircraft leasing,True,False,founder non-finance,2.8,2001
-1,Financial,Saudi Arabia,General Contracting Company,new,SAU,1947,True,183000000000.0,male,Diversified financial,True,Suliman Olayan,38,Middle East/North Africa,founder,oil infrastructure,True,False,self-made finance,8.0,2001
77,Non-Traded Sectors,United States,National Amusements,new,USA,1936,True,10600000000000.0,male,Media,True,Sumner Redstone,18,North America,relation,media,True,False,inherited,12.6,2001
68,Traded Sectors,United States,Berkshire Hathaway,new,USA,1962,True,10600000000000.0,female,Consumer,True,Susan Thompson Buffett,198,North America,relation, Finance,True,False,inherited,2.3,2001
-1,Traded Sectors,United States,Matrix,new,USA,1980,True,10600000000000.0,female,Consumer,True,Sydell Miller,421,North America,founder,hair care products,True,False,founder non-finance,1.2,2001
54,Traded Sectors,Japan,YKK,new,JPN,1934,True,4160000000000.0,male,Consumer,True,Tadahiro Yoshida,209,East Asia,relation,zippers,True,False,inherited,2.2,2001
52,Non-Traded Sectors,Japan,Fast Retailing/Uniqlo,new,JPN,1963,True,4160000000000.0,male,"Retail, Restaurant",True,Tadashi Yanai,76,East Asia,founder,apparel,True,False,founder non-finance,4.8,2001
55,New Sectors,Japan,Keyence,new,JPN,1974,True,4160000000000.0,male,Technology-Computer,True,Takemitsu Takizaki,182,East Asia,founder,technology,True,False,founder non-finance,2.5,2001
62,Non-Traded Sectors,United States,CNN,aquired,USA,1970,True,10600000000000.0,male,Media,True,Ted Turner,35,North America,founder,media,True,False,founder non-finance,8.8,2001
-1,New Sectors,Canada,Mitel,new,CAN,1972,True,733000000000.0,male,Technology-Computer,True,Terence Matthews,251,North America,founder,technology consulting,True,False,founder non-finance,1.9,2001
-1,New Sectors,Taiwan,Foxconn,new,Taiwan,1974,True,0.0,male,Technology-Computer,True,Terry Gou,198,East Asia,founder,technology,True,False,founder non-finance,2.3,2001
74,New Sectors,Japan,Funai Electric,new,JPN,1961,True,4160000000000.0,male,Technology-Computer,True,Tetsuro Funai,312,East Asia,founder,electronics,True,False,founder non-finance,1.6,2001
-1,Financial,Thailand,Advanced Info Service,new,THA,1986,True,116000000000.0,male,Real Estate,True,Thaksin Shinawatra,421,East Asia,founder,mobile phones,True,True,privatized and resources,1.2,2001
