city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
York,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Brothers Trucking Co Inc,,PA,40 Willow Springs Cir,0.79,2002,17402
MEXICO,1.39,2.78,Services,8051,Skilled Nursing Care Facilities,Health Services,BEVERLY ENTERPRISES - MO INC,BEVERLY,MO,1525 W MONROE ST,9.76,2002,65265
SEARCY,5.85,9.36,Manufacturing,2511,"Wood Household Furniture, Except Upholstered",Furniture And Fixtures,WHITAKER FURNITURE COMPANY,,AR,409 S REMINGTON ST,10.53,2002,72143
Fall River,4.35,8.7,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,E K Machine Co Inc,,WI,671 S Main St,8.7,2002,53932
PHOENIX,0.0,0.0,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Magnum Engineering Inc,,AZ,2439 S 49TH AVE,15.4,2002,85043
Dublin,1.59,2.39,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Home Depot USA Inc,Home Depot - 1029,CA,7050 Amador Plaza Rd,2.39,2002,94568
Northbridge,0.0,2.87,Manufacturing,3086,Plastics Foam Products,Rubber And Miscellaneous Plastics Products,Polyfoam Corporation,,MA,2355 Providence Road,5.74,2002,1534
Weyers Cave,0.0,1.91,Manufacturing,2653,Corrugated and Solid Fiber Boxes,Paper And Allied Products,Packaging Services Inc,,VA,449 Weyers Cave Rd,1.91,2002,24486
WEST CHICAGO,0.0,0.0,Manufacturing,3444,Sheet Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",H F I,Hfi,IL,1100 CAROLINA DR,8.41,2002,60185
Raleigh,0.38,0.63,Manufacturing,3629,"Electrical Industrial Apparatus, Not Elsewhere Classified","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Powerware Corporation,,NC,8609 Six Forks Rd,2.17,2002,27615
Montgomery,0.0,4.8,Manufacturing,2026,Fluid Milk,Food And Kindred Products,Winn-Dixie Stores Inc,Superbrand Dairy Products,AL,1550 Jackson Ferry Rd,9.61,2002,36104
Sussex,7.81,10.42,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Duplainville Transport Inc,,WI,N63w23075 Hwy 74,11.72,2002,53089
ELYRIA,1.57,13.39,Manufacturing,3321,Gray and Ductile Iron Foundries,Primary Metal Industries,ELYRIA FOUNDRY COMPANY,,OH,120 FILBERT ST,28.76,2002,44035
LAWRENCE,0.95,4.76,Manufacturing,3841,Surgical and Medical Instruments and Apparatus,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Davol Inc,,KS,700 E 22ND ST,14.3,2002,66046
FIREBAUGH,3.19,9.58,Manufacturing,2034,"Dried and Dehydrated Fruits, Vegetables, and Soup Mixes",Food And Kindred Products,DE FRANCESCO & SONS INC,,CA,47641 W NEES AVE,13.04,2002,93622
Ontario,23.84,23.84,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Kraft Foods Inc,Nabisco,CA,5815 Clark St,44.02,2002,91761
COAL VALLEY,3.95,5.26,Wholesale Trade,5147,Meats and Meat Products,Wholesale Trade-non-durable Goods,J & B MEATS CORP,,IL,2302 1ST ST,15.8,2002,61240
ALGONA,1.66,6.66,Manufacturing,2011,Meat Packing Plants,Food And Kindred Products,Hormel Foods Corporation,Hormel,IA,1118 US HIGHWAY 18 E,15.0,2002,50511
EARTH CITY,7.35,13.22,"Transportation, Communications, Electric, Gas, And Sanitary Services",4215,"Courier Services, Except by Air",Motor Freight Transportation And Warehousing,UNITED PARCEL SERVICE INC OH,UPS,MO,13818 RIDER TRL N,20.11,2002,63045
Lodi,0.0,0.0,Manufacturing,2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies",Food And Kindred Products,Pacific Coast Producers,Mona Shulman,CA,631 N Cluff Ave,0.0,2002,95240
BRANSCOMB,8.15,19.65,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",HARWOOD PRODUCTS INC,,CA,NO1 MAIN ST,20.76,2002,95417
SANTA FE SPRINGS,5.31,5.75,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Con-Way Western Express Inc,C W X,CA,12903 LAKELAND RD,7.08,2002,90670
"STOCKTON, CA 95215",0.0,2.04,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Scan-Vino Inc,Cherokee Freight Lines,CA,5463 CHEROKEE RD,3.07,2002,93637
Ronkonkoma,1.06,1.06,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Hanlon Auto Transport Inc,,NY,2222 Smithtown Ave,1.06,2002,11779
SAINT LOUIS,0.0,1.85,"Transportation, Communications, Electric, Gas, And Sanitary Services",4215,"Courier Services, Except by Air",Motor Freight Transportation And Warehousing,V I P DELIVERY SYSTEMS INC,,MO,709 S 7TH ST,5.56,2002,63102
OCALA,11.69,13.82,Manufacturing,2431,Millwork,"Lumber And Wood Products, Except Furniture",DAMAR MANUFACTURING INC,,FL,701 NW 37TH AVE,13.82,2002,34475
CORTLAND,4.49,4.49,Manufacturing,2298,Cordage and Twine,Textile Mill Products,Cortland Line Company Inc,Climax Systems,NY,3736 KELLOGG RD STOP 2,7.85,2002,13045
CAMDEN,3.34,6.69,Wholesale Trade,5093,Scrap and Waste Materials,Wholesale Trade-durable Goods,CAMDEN IRON & METAL INC,SPC CORP,NJ,1500 S 6TH ST,10.04,2002,8104
Bangor,0.86,1.72,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Pottles Transportation,,ME,1 Page Rd,3.44,2002,4402
FITCHBURG,4.28,6.43,Manufacturing,3845,Electromedical and Electrotherapeutic Apparatus,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",MICRON PRODUCTS INC,MICRON MEDICAL PRODUCTS,MA,25 SAWYER PASSWAY STE 1,8.57,2002,1420
CLEVELAND,3.0,3.0,Manufacturing,3462,Iron and Steel Forgings,"Fabricated Metal Products, Except Machinery And Transportation Equipment",PRESRITE CORPORATION,,OH,3665 E 78TH ST,3.5,2002,44105
SOUTH GATE,0.0,0.0,Manufacturing,3052,Rubber and Plastics Hose and Belting,Rubber And Miscellaneous Plastics Products,Titan Industries,,CA,11121 GARFIELD AVE,5.49,2002,90280
ROCHESTER,3.08,5.14,Manufacturing,3624,Carbon and Graphite Products,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",MWI INC,,NY,1269 BRIGHTON HENRIETTA T,6.17,2002,14623
ELYRIA,13.24,23.67,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,BROWNING-FERRIS INDUSTRIES,BFI,OH,40195 BUTTERNUT RIDGE RD,29.69,2002,44035
Newark,8.48,8.48,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Allied Automotive Group Inc,,NJ,861 Doremus Ave,15.75,2002,7114
Elmhurst,0.0,0.0,Manufacturing,3612,"Power, Distribution, and Specialty Transformers","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Micron Industries Corp Del,,IL,777 N Church Rd,1.86,2002,60126
SOUDERTON,2.8,17.02,Manufacturing,2011,Meat Packing Plants,Food And Kindred Products,MOYER PACKING COMPANY,MOPAC,PA,249 ALLENTOWN RD,19.82,2002,18964
Burr Ridge,2.51,5.02,Manufacturing,2759,"Commercial Printing, Not Elsewhere Classified","Printing, Publishing, And Allied Industries",FINE ARTS ENGRAVING CO DEL,,IL,109 SHORE DR,6.28,2002,60521
Hawthorne,5.54,5.54,Manufacturing,2599,"Furniture and Fixtures, Not Elsewhere Classified",Furniture And Fixtures,Marlo Manufacturing Co Inc,,NJ,140 5th Ave,13.87,2002,7506
Chauvin,2.27,2.27,Manufacturing,2092,Prepared Fresh or Frozen Fish and Seafoods,Food And Kindred Products,Pearl Inc,Indian Ridge Shrimp Co,LA,120 Doctor Hugh St Martin,2.27,2002,70344
Jackson,4.13,4.13,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Browning-Ferris Industries,BFI,MS,1035 Old Brandon Rd,4.13,2002,39232
Baker,2.32,2.32,Manufacturing,3423,"Hand and Edge Tools, Except Machine Tools and Handsaws","Fabricated Metal Products, Except Machinery And Transportation Equipment",Chase Dan Taxidermy Sup Co Inc,,LA,13599 Blackwater Rd,6.96,2002,70714
WILLOUGHBY,7.2,8.64,Manufacturing,3316,"Cold-Rolled Steel Sheet, Strip, and Bars",Primary Metal Industries,Steel Technologies Inc,Steel Technologies Ohio,OH,2220 JOSEPH LLOYD PKWY,28.81,2002,44094
SYLVA,1.36,1.36,Services,8051,Skilled Nursing Care Facilities,Health Services,Skyland Care Center,,NC,193 ASHEVILLE HWY,2.73,2002,28779
NEEDHAM,11.25,17.5,"Agriculture, Forestry, And Fishing",783,Ornamental Shrub and Tree Services,Agricultural Services,Hartney Greymont Inc,Hartney Greymont,MA,433 CHESTNUT ST,17.5,2002,2492
BETHANY,2.81,2.81,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,CRESTVIEW HOME INC,,MO,HWY 69 S,3.52,2002,64424
Shelley,3.72,5.58,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,G P O D of Idaho,,ID,865 E 1400 N,9.3,2002,83274
Baltimore,14.78,14.78,Services,8052,Intermediate Care Facilities,Health Services,Maryland Treatment Center Inc,Mountain Manor Baltimore,MD,3800 Frederick Ave,14.78,2002,21229
WASHINGTON,0.2,3.38,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,PERDUE FARMS INCORPORATED,PERDUE FOODS,IN,CLARK & CROSBY RD,4.92,2002,47501
Elmhurst,3.38,4.06,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,Hassett Storage Warehouses Inc,Hassett Air Express,IL,877 S State Route 83,6.09,2002,60126
Quapaw,2.68,9.4,Manufacturing,3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum",Primary Metal Industries,"Technologies, LLC  - Optics Plant (Eagle-Picher)",,OK,1 mile north of Quapaw OK-North plant,14.78,2002,74363
SANTA CRUZ,1.47,2.95,Manufacturing,2099,"Food Preparations, Not Elsewhere Classified",Food And Kindred Products,FMALI HERB CO INC,GOOD EARTH TEA,CA,831 ALMAR AVE,4.43,2002,95060
GAINESVILLE,3.07,18.46,Manufacturing,2086,Bottled and Canned Soft Drinks and Carbonated Waters,Food And Kindred Products,Atlanta Coca-Cola,Coca-Cola,GA,2105 BROWNS BRIDGE RD,33.85,2002,30501
Somerset,6.37,8.83,Wholesale Trade,5012,Automobiles and Other Motor Vehicles,Wholesale Trade-durable Goods,Nissan North America Inc,"Theresa Jenkins, Human Resources Manager",NJ,1501 Cottontail Ln,10.79,2002,8873
CALHOUN CITY,4.69,4.69,Manufacturing,2512,"Wood Household Furniture, Upholstered",Furniture And Fixtures,Cottage Furniture Inc,,MS,HWY 8 E,10.96,2002,38916
WILSON,1.02,1.02,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Estes Express Lines Inc,,NC,1917 BALDREE RD S,3.08,2002,27893
Orange,3.71,7.42,Manufacturing,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",Transportation Equipment,Arden Engineering Inc,,CA,1878 N Main St,22.27,2002,92865
Martinez,3.55,3.55,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Big B Lumberteria,Big B Lumber,CA,5940 Pacheco Blvd,14.2,2002,94553
Rochester Hills,0.0,2.08,Manufacturing,3559,"Special Industry Machinery, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Jessup Engineering Inc,,MI,2745 Bond St,2.08,2002,48309
VALATIE,7.8,10.83,Services,8051,Skilled Nursing Care Facilities,Health Services,Barnwell Nursing Home and Heal,Barnwell Health Facilities,NY,3230 CHURCH ST,13.0,2002,12184
Anaheim,0.0,0.0,Manufacturing,3711,Motor Vehicles and Passenger Car Bodies,Transportation Equipment,Emergency One Inc,Emergency Product,CA,1108 E Raymond Way,0.0,2002,92801
Walled Lake,2.46,7.4,Manufacturing,3053,"Gaskets, Packing, and Sealing Devices",Rubber And Miscellaneous Plastics Products,Basic Rubber and Plastic Co,,MI,8700 Boulder CT,7.4,2002,48390
FRESNO,5.82,5.82,Manufacturing,3161,Luggage,Leather And Leather Products,INTERNATIONAL CASES & MFG,SILTON COMPANY,CA,5439 E LAMONA AVE,5.82,2002,93727
Memphis,10.69,10.69,Wholesale Trade,5143,"Dairy Products, Except Dried or Canned",Wholesale Trade-non-durable Goods,Blue Bell Creameries Usa Inc,,TN,2134 Hillshire Cir,12.83,2002,38133
COLUMBUS,4.63,4.63,Manufacturing,3669,"Communications Equipment, Not Elsewhere Classified","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",FLOYD BELL ASSOCIATES INC,FLOYD BELL INC,OH,897 HIGGS AVE,9.26,2002,43212
BUFFALO,1.55,1.55,Manufacturing,2657,"Folding Paperboard Boxes, Including Sanitary",Paper And Allied Products,MOD-PAC CORP,KREPE-KRAFT,NY,1801 ELMWOOD AVE STE 1,2.07,2002,14207
PHOENIX,7.13,7.13,Manufacturing,3449,Miscellaneous Structural Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",KARSTEN PRECISION INC,,AZ,2201 W DESERT COVE AVE,7.13,2002,85029
PETERSBURG,7.5,9.37,Manufacturing,2421,"Sawmills and Planing Mills, General","Lumber And Wood Products, Except Furniture",ALLEGHENY WOOD PRODUCTS,,WV,JOHNSON RUN RD,10.31,2002,26847
STONEWALL,1.91,1.91,Manufacturing,2211,"Broadwoven Fabric Mills, Cotton",Textile Mill Products,BURLINGTON INDUSTRIES INC,SPORTSWEAR DIVISION BURLINGTON,MS,HWY 513,3.35,2002,39363
Decatur,0.0,4.99,Manufacturing,3496,Miscellaneous Fabricated Wire Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",CTB Inc,Chore Time Cage Systems,AL,1303 Shoal Creek Rd,4.99,2002,35603
TULARE,3.28,7.7,Manufacturing,2026,Fluid Milk,Food And Kindred Products,Land OLakes Inc,,CA,400 S M ST,8.13,2002,93274
Buffalo,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,Sonwil Distribution Center,,NY,100 Sonwil Dr,0.0,2002,14225
GOWANDA,24.13,26.89,Services,8051,Skilled Nursing Care Facilities,Health Services,JOSEPH TRIPODI DDS,GOWANDA NURSING HOME,NY,100 MILLER ST,77.23,2002,14070
NASHVILLE,4.57,11.43,Wholesale Trade,5031,"Lumber, Plywood, Millwork, and Wood Panels",Wholesale Trade-durable Goods,Central Woodwork of Nashville,Cenwood Appliance,TN,717 MELROSE AVE,16.0,2002,37211
OKLAHOMA CITY,4.98,6.97,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,MEADOWBROOK MEAT COMPANY INC,MBM,OK,1301 SE 89TH ST,8.97,2002,73149
Canton,0.0,0.0,Manufacturing,2026,Fluid Milk,Food And Kindred Products,Southern Foods Group LP,Canton Division,MS,3091 S Liberty St,0.0,2002,39046
Nashville,0.84,11.83,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Avalon Health Care LLC,Trevecca Health Care,TN,329 Murfreesboro Rd,14.37,2002,37210
MANSFIELD,0.98,4.93,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,ROPAK SOUTHWEST INC,,TX,1501 E DALLAS ST,4.93,2002,76063
Loves Park,0.0,8.24,Retail Trade,5311,Department Stores,General Merchandise Stores,Kmart Corporation,Kmart,IL,1515 E Riverside Blvd,12.37,2002,61111
Eastman,4.19,6.29,Manufacturing,3444,Sheet Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Heart Georgia Met Crafters Llc,Linda Haley,GA,345 Airport Rd,12.59,2002,31023
PLYMOUTH,0.0,5.19,Manufacturing,2452,Prefabricated Wood Buildings and Components,"Lumber And Wood Products, Except Furniture",Wilderness Log Homes Inc,Wilderness Company The,WI,5821 COUNTY RD S,7.79,2002,53073
Lightfoot,0.0,0.0,Wholesale Trade,5145,Confectionery,Wholesale Trade-non-durable Goods,Wythe-Will LLC,Wythe Candy & Gourmet,VA,6623 Richmond Rd,0.0,2002,23090
Perrysburg,4.41,4.41,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,Ace Hardware Corporation,Ace Hardware,OH,959 5th Street,7.35,2002,43551
MOUNT BETHEL,6.85,13.71,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,POCONO FOODS INC,A LA HENRI,PA,1560 S DELAWARE DR,13.71,2002,18343
ENGLEWOOD,3.84,7.69,Wholesale Trade,5031,"Lumber, Plywood, Millwork, and Wood Panels",Wholesale Trade-durable Goods,M-G-M Co Inc,MGM Supply Company Inc,CO,3296 S ZUNI ST,10.25,2002,80110
Cleveland,4.1,4.1,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Cleveland Die & Mfg Co,,OH,14735 Lorain Ave,4.93,2002,44111
El Monte,1.9,1.9,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Master Disposal Co,,CA,2852 Durfee Ave,1.9,2002,91732
West Bend,7.02,7.02,Manufacturing,3452,"Bolts, Nuts, Screws, Rivets, and Washers","Fabricated Metal Products, Except Machinery And Transportation Equipment",Matenaer Corporation,,WI,810 Schoenhaar Dr,17.55,2002,53090
FORT WAYNE,1.36,6.84,Manufacturing,2656,"Sanitary Food Containers, Except Folding",Paper And Allied Products,Tetra Pak Inc,,IN,5201 INVESTMENT DR,9.57,2002,46808
Green Lane,5.23,12.21,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Midgard Inc,,PA,1255 Nursery Rd,15.7,2002,18054
Kaufman,2.09,4.19,Manufacturing,3441,Fabricated Structural Metal,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Falcon Steel Company,Kaufman Division,TX,1200 Rand Rd,5.24,2002,75142
MAGEE,26.08,26.08,Manufacturing,2011,Meat Packing Plants,Food And Kindred Products,POLKS MEAT PRODUCTS INC,,MS,1801 SIMPSON HIGHWAY 49,27.76,2002,39111
AUBURN,7.41,12.97,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Durden Enterprises Ltd Inc,,GA,1317 4TH AVE,12.97,2002,30011
Glasgow,1.88,4.55,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,Dana Corporation,,KY,1320 W Main St,10.99,2002,42141
DYERSBURG,13.48,13.48,Manufacturing,3612,"Power, Distribution, and Specialty Transformers","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",ELECTRIC RESEARCH AND MFG COOP,ERMCO,TN,2225 INDUSTRIAL RD,18.12,2002,38024
MIRA LOMA,11.65,14.56,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,COMMODITY LOGISTICS WEST INC,,CA,4155 WINEVILLE AVE,14.56,2002,91752
Clarks Grove,1.18,5.9,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Waste Management Holdings,,MN,25237 755th Ave,12.98,2002,56016
GRAND RIVER,0.0,2.1,Manufacturing,3541,"Machine Tools, Metal Cutting Types",Industrial And Commercial Machinery And Computer Equipment,Master Tool Co,,OH,210 RIVER ST,6.3,2002,44045
SALEM,2.41,2.71,Manufacturing,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Tecumseh Products Company Inc,Tecumseh Peerless Gear McH Div,IN,1555 SOUTH JACKSON STREET,12.38,2002,47167
SOUTH SAN FRANCISCO,0.0,0.0,Manufacturing,2099,"Food Preparations, Not Elsewhere Classified",Food And Kindred Products,A-1 SANDWICH INC,,CA,429 CABOT RD,0.0,2002,94080
Heber City,3.16,3.16,Manufacturing,3273,Ready-Mixed Concrete,"Stone, Clay, Glass, And Concrete Products",Binggeli Rock Products Inc,Binggeli Rock Products,UT,3131 S Hwy 189,3.16,2002,84032
LANCASTER,2.47,2.47,Manufacturing,2431,Millwork,"Lumber And Wood Products, Except Furniture",KEYSTONE WOOD SPECIALTIES INC,,PA,2225 OLD PHILADELPHIA PIK,9.91,2002,17602
STOCKTON,1.46,8.8,Services,8051,Skilled Nursing Care Facilities,Health Services,STOCKTON NURSING HOME INC,,MO,811 OWENS MILL RD,11.73,2002,65785
GILBERT,0.32,0.65,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,INTESYS TECHNOLOGIES INC,,AZ,1300 N FIESTA BLVD,1.14,2002,85233
Bryan,7.74,9.29,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Kristen Distributing Co,,TX,1501 Independence Ave,10.84,2002,77803
COMMERCE CITY,2.14,6.44,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,Grif-Fab Corp,,CO,5350 NEWPORT ST,17.17,2002,80022
SOMERSET,18.18,25.98,Services,8051,Skilled Nursing Care Facilities,Health Services,Extindicare Inc,Sunrise Manor Nursing Rehabltation,KY,200 NORFLEET DR,44.16,2002,42501
TRENTON,2.58,5.16,"Agriculture, Forestry, And Fishing",783,Ornamental Shrub and Tree Services,Agricultural Services,SHEARER PENN CORP,SHEARER TREE SURGEONS,NJ,300 BASIN RD,5.16,2002,8619
DECATUR,0.0,3.21,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,SUNNY HILLS INC,,TX,201 E THOMPSON ST,3.21,2002,76234
La Fayette,8.05,10.73,Manufacturing,3086,Plastics Foam Products,Rubber And Miscellaneous Plastics Products,Quality Carpet Cushion,,GA,110 W McCarter Rd,20.13,2002,30728
Modesto,3.91,3.91,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Ed Rocha Livestock Trnsp,Ed Rocha Livestock Trnsp,CA,319 E Whitmore Ave,7.82,2002,95358
PRINCETON,2.23,11.17,Services,8051,Skilled Nursing Care Facilities,Health Services,P H C C INC,PRINCETON NURSING HOME,NJ,35 QUARRY ST,11.17,2002,8542
Charlotte,0.0,1.86,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Aldersgate United Methodist,Epworth Place,NC,3800 Shamrock Dr,3.72,2002,28215
Lena,12.05,18.08,Services,8052,Intermediate Care Facilities,Health Services,Lena Contntl Manor Nursing Hm,,IL,1010 S Logan St,37.37,2002,61048
MASON,5.13,13.68,Manufacturing,2392,"House furnishing, Except Curtains and Draperies",Apparel And Other Finished Products Made From Fabrics And Similar Materials,Down-Lite Products Inc,Down-Lite International,OH,8153 DUKE BLVD,14.25,2002,45040
LANCASTER,1.1,9.96,Manufacturing,2531,Public Building and Related Furniture,Furniture And Fixtures,BIRD-IN-HAND WOODWORKS INC,EARLY CHILDHOOD BECKLEY CANDY,PA,3031 INDUSTRY DR,9.96,2002,17603
Westfield,2.05,6.15,Services,8062,General Medical and Surgical Hospitals,Health Services,Trustees of Noble Hospital Inc,Noble Hospital,MA,115 W Silver Street,9.43,2002,1085
Helena,2.97,2.97,Services,8062,General Medical and Surgical Hospitals,Health Services,St Peters Hospital,Sue McNicol,MT,2475 E Broadway St,12.47,2002,59601
OMAHA,0.61,9.83,Manufacturing,3325,"Steel Foundries, Not Elsewhere Classified",Primary Metal Industries,OMAHA STEEL CASTINGS CO,,NE,4601 FARNAM ST,12.91,2002,68132
Sanborn,3.19,3.19,Services,8052,Intermediate Care Facilities,Health Services,Prairie View Leasing Corp,Prairie View Home,IA,610 Eastern Ave,4.79,2002,51248
PERTH AMBOY,1.45,5.83,Services,8051,Skilled Nursing Care Facilities,Health Services,SMITH & ELM REALTY CORP,Alameda Center for Rehabilitation and Care,NJ,303 ELM ST,10.94,2002,8861
Edison,3.85,6.74,Services,8052,Intermediate Care Facilities,Health Services,Care One At Highlands,The Highlands,NJ,1350 Inman Ave,9.63,2002,8820
DENVER,7.13,11.89,Manufacturing,2434,Wood Kitchen Cabinets,"Lumber And Wood Products, Except Furniture",Gold Plane Custom Cabinet,,CO,11170 IRMA DR,11.89,2002,80233
JANESVILLE,1.34,4.03,Wholesale Trade,5093,Scrap and Waste Materials,Wholesale Trade-durable Goods,STAR AUTO PARTS INC,,WI,2101 BELOIT AVE,13.45,2002,53546
Phoenix,0.0,16.59,Manufacturing,3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing","Fabricated Metal Products, Except Machinery And Transportation Equipment",Western Window & Door Corp,,AZ,5621 S 25th St,39.82,2002,85040
Cottonwood,5.36,5.36,Manufacturing,2439,"Structural Wood Members, Not Elsewhere Classified","Lumber And Wood Products, Except Furniture",Phelps & Sons Inc,,AZ,406 S 6th St,29.5,2002,86326
JOPLIN,8.05,16.58,Manufacturing,3562,Ball and Roller Bearings,Industrial And Commercial Machinery And Computer Equipment,FAG BEARINGS CORPORATION,Rick Williams,MO,3900 S RANGE LINE RD,29.84,2002,64804
READING,2.76,13.81,Manufacturing,3083,"Laminated Plastics Plate, Sheet, and Profile Shapes",Rubber And Miscellaneous Plastics Products,REMCON PLASTICS INC,ADDGARD,PA,208 CHESTNUT ST,15.65,2002,19602
OSBORNE,0.77,1.55,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,OSBORNE INDUSTRIES INC,,KS,120 N INDUSTRIAL AVE,12.46,2002,67473
ASHEVILLE,1.38,15.95,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,"REPUBLIC SERVICES OF NC, LLC.",GDS OF ASHEVILLE,NC,1070 RIVERSIDE DR,15.95,2002,28804
FORT SMITH,0.0,6.77,Manufacturing,2353,"Hats, Caps, and Millinery",Apparel And Other Finished Products Made From Fabrics And Similar Materials,Cintas Corp,Fort Smith Mfg,AR,5721 N 6TH ST,9.48,2002,72904
VAN BUREN,0.0,9.72,"Agriculture, Forestry, And Fishing",181,Ornamental Floriculture and Nursery Products,Agricultural Production Crops,PARKS BROS FARMS INC,,AR,6733 PARKS RD,19.44,2002,72956
HIGH POINT,2.22,2.22,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",WALL PRINTING CO INC,,NC,707 MCWAY DR,17.82,2002,27263
Troy,4.39,4.49,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Sanders Wiley Truck Lines,,AL,Sanders Rd,11.18,2002,36081
